alpha body, CLh_e
 -10.000000,   -0.930257
  -9.090909,   -0.910567
  -8.181818,   -0.889684
  -7.272727,   -0.867611
  -6.363636,   -0.844361
  -5.454545,   -0.819940
  -4.545455,   -0.794351
  -3.636364,   -0.767594
  -2.727273,   -0.739670
  -1.818182,   -0.704406
  -0.909091,   -0.679088
  -0.000000,   -0.652605
   0.909091,   -0.624954
   1.818182,   -0.596131
   2.727273,   -0.566133
