eta, CL
   0.000000,    0.396516
   0.020408,    0.399444
   0.040816,    0.405099
   0.061224,    0.410570
   0.081633,    0.415829
   0.102041,    0.420863
   0.122449,    0.425665
   0.142857,    0.430231
   0.163265,    0.434558
   0.183673,    0.438640
   0.204082,    0.442470
   0.224490,    0.446040
   0.244898,    0.449332
   0.265306,    0.452322
   0.285714,    0.454893
   0.306122,    0.456525
   0.326531,    0.456705
   0.346939,    0.456220
   0.367347,    0.455319
   0.387755,    0.454045
   0.408163,    0.452424
   0.428571,    0.450479
   0.448980,    0.448224
   0.469388,    0.445674
   0.489796,    0.442836
   0.510204,    0.439716
   0.530612,    0.436316
   0.551020,    0.432641
   0.571429,    0.428690
   0.591837,    0.424456
   0.612245,    0.419933
   0.632653,    0.415108
   0.653061,    0.409965
   0.673469,    0.404479
   0.693878,    0.398621
   0.714286,    0.392350
   0.734694,    0.385616
   0.755102,    0.378350
   0.775510,    0.370462
   0.795918,    0.361832
   0.816327,    0.352299
   0.836735,    0.341643
   0.857143,    0.329555
   0.877551,    0.315588
   0.897959,    0.299083
   0.918367,    0.279009
   0.938776,    0.253648
   0.959184,    0.219802
   0.979592,    0.170040
   1.000000,    0.000000
