eta, CL
   0.000000,    1.369905
   0.020408,    1.380089
   0.040816,    1.399834
   0.061224,    1.419086
   0.081633,    1.437764
   0.102041,    1.455837
   0.122449,    1.473297
   0.142857,    1.490153
   0.163265,    1.506421
   0.183673,    1.522120
   0.204082,    1.537271
   0.224490,    1.551896
   0.244898,    1.566017
   0.265306,    1.579658
   0.285714,    1.592578
   0.306122,    1.603300
   0.326531,    1.610363
   0.346939,    1.616153
   0.367347,    1.621297
   0.387755,    1.625811
   0.408163,    1.629706
   0.428571,    1.632990
   0.448980,    1.635663
   0.469388,    1.637720
   0.489796,    1.639152
   0.510204,    1.639936
   0.530612,    1.640047
   0.551020,    1.639457
   0.571429,    1.638123
   0.591837,    1.635989
   0.612245,    1.632985
   0.632653,    1.629022
   0.653061,    1.623988
   0.673469,    1.617742
   0.693878,    1.610108
   0.714286,    1.600863
   0.734694,    1.589721
   0.755102,    1.576316
   0.775510,    1.560172
   0.795918,    1.540661
   0.816327,    1.516945
   0.836735,    1.487882
   0.857143,    1.451884
   0.877551,    1.406681
   0.897959,    1.348911
   0.918367,    1.273367
   0.938776,    1.171413
   0.959184,    1.027091
   0.979592,    0.803645
   1.000000,    0.000000
