Speed (CAS), Efficiency
  61.796070,   13.955080
  62.404315,   14.044579
  63.012559,   14.129171
  63.620804,   14.209024
  64.229048,   14.284341
  64.837293,   14.354906
  65.445537,   14.418623
  66.053782,   14.478201
  66.662026,   14.533970
  67.270271,   14.583066
  67.878515,   14.627631
  68.486760,   14.669106
  69.095004,   14.703106
  69.703249,   14.733985
  70.311493,   14.760361
  70.919738,   14.781029
  71.527982,   14.799562
  72.136227,   14.810534
  72.744471,   14.820531
  73.352715,   14.822983
  73.960960,   14.824603
  74.569204,   14.819038
  75.177449,   14.813070
  75.785693,   14.799523
  76.393938,   14.785892
  77.002182,   14.765408
  77.610427,   14.743869
  78.218671,   14.717786
  78.826916,   14.688509
  79.435160,   14.657857
  80.043405,   14.621060
  80.651649,   14.584168
  81.259894,   14.542844
  81.868138,   14.498723
  82.476383,   14.454543
  83.084627,   14.404196
  83.692872,   14.353142
  84.301116,   14.302023
  84.909360,   14.244439
  85.517605,   14.186908
  86.125849,   14.129434
  86.734094,   14.066263
  87.342338,   14.002761
  87.950583,   13.939393
  88.558827,   13.872449
  89.167072,   13.803518
  89.775316,   13.734803
  90.383561,   13.665804
  90.991805,   13.591999
  91.600050,   13.518500
  92.208294,   13.445309
  92.816539,   13.370977
  93.424783,   13.293256
  94.033028,   13.215934
  94.641272,   13.139014
  95.249517,   13.061731
  95.857761,   12.980829
  96.466005,   12.900418
  97.074250,   12.820498
  97.682494,   12.741068
  98.290739,   12.659103
  98.898983,   12.576302
  99.507228,   12.494075
 100.115472,   12.412423
 100.723717,   12.331343
 101.331961,   12.247607
 101.940206,   12.163720
 102.548450,   12.080483
 103.156695,   11.997891
 103.764939,   11.915943
 104.373184,   11.833009
 104.981428,   11.748762
 105.589673,   11.665228
 106.197917,   11.582400
 106.806162,   11.500275
 107.414406,   11.418847
 108.022651,   11.336377
 108.630895,   11.253162
 109.239139,   11.170703
 109.847384,   11.088994
 110.455628,   11.008027
 111.063873,   10.927797
 111.672117,   10.848296
 112.280362,   10.766793
 112.888606,   10.685993
 113.496851,   10.605970
 114.105095,   10.526715
 114.713340,   10.448223
 115.321584,   10.370484
 115.929829,   10.293491
 116.538073,   10.215746
 117.146318,   10.137844
 117.754562,   10.060726
 118.362807,    9.984381
 118.971051,    9.908802
 119.579296,    9.833980
 120.187540,    9.759906
 120.795784,    9.686572
 121.404029,    9.613361
 122.012273,    9.539459
