Ground Distance, 
   0.000000,  110.352100
 827.854228,  110.352100
 855.918496,  108.937330
 883.982763,  107.522559
 912.047030,  106.107789
 940.111298,  104.693018
 968.175565,  103.278248
 996.239832,  101.863477
1024.304099,  100.448707
1052.368367,   99.033936
1080.432634,   97.619166
1082.832036,   97.600082
1106.800277,   97.409458
1270.110435,   96.110718
1302.510253,   95.853067
1334.823214,   95.596108
1367.049552,   95.339837
1399.189498,   95.084252
1400.473302,   95.074043
1403.040497,   95.053628
1404.067221,   95.045463
1404.503194,   95.041996
1405.375092,   95.035062
1405.447329,   95.034488
1405.509101,   95.033997
1405.543006,   95.033727
1405.560146,   95.033591
1405.566797,   95.033538
1405.570893,   95.033505
1405.573567,   95.033484
1405.574361,   95.033476
1405.575173,   95.033449
1405.583292,   95.033187
1405.664479,   95.030564
1406.476231,   95.004318
1414.581379,   94.740491
1494.351293,   91.960924
1592.710502,   88.003249
1683.605589,   83.691074
1766.011091,   79.077041
1840.093214,   74.178680
1906.164398,   69.013249
1964.609302,   63.598182
1985.793746,   61.382530
1999.124324,   59.905353
2012.663321,   58.332041
2025.131301,   56.812343
2036.256996,   55.393947
2056.652454,   52.621823
2069.402173,   50.760235
2075.083503,   49.894722
2080.534093,   49.041706
2116.221658,   42.797152
2124.200113,   41.208062
2134.140209,   39.101013
2136.894178,   38.489256
2139.706209,   37.851068
2165.193827,   31.288428
2187.781639,   23.595202
2191.763119,   21.911132
2195.989727,   19.948526
2196.731233,   19.581690
2197.066946,   19.413099
2197.446910,   19.220313
2201.037210,   17.281224
2212.265813,    8.479562
2214.081235,    5.854528
2214.773309,    4.452544
2215.230538,    3.199440
2215.521706,    2.026644
2215.693408,    0.693030
2215.706242,    0.456647
2215.713613,    0.228802
2215.715475,    0.113411
2215.716013,    0.038105
2215.716082,   -0.000000
