Ground distance, Load Factor
   0.000000,    0.000000
   0.000003,    0.000000
   0.000041,    0.000000
   0.000444,    0.000000
   0.003003,    0.000001
   0.013841,    0.000005
   0.034687,    0.000012
   0.064962,    0.000022
   0.104747,    0.000036
   0.154185,    0.000052
   0.212994,    0.000072
   0.281330,    0.000095
   0.359447,    0.000122
   0.447789,    0.000152
   0.546270,    0.000185
   0.655654,    0.000222
   0.774853,    0.000263
   0.903312,    0.000306
   1.044329,    0.000354
   1.196208,    0.000405
   1.360713,    0.000461
   1.537355,    0.000520
   1.725519,    0.000584
   1.925432,    0.000651
   2.142190,    0.000724
   2.367422,    0.000800
   2.606472,    0.000881
   2.861011,    0.000967
   3.126884,    0.001057
   3.409619,    0.001152
   3.705274,    0.001251
   4.016180,    0.001356
   4.346233,    0.001467
   4.690573,    0.001583
   5.048976,    0.001704
   5.424681,    0.001830
   5.818274,    0.001962
   6.227994,    0.002100
   6.656779,    0.002244
   7.097778,    0.002392
   7.555865,    0.002546
   8.046258,    0.002710
   8.546566,    0.002878
   9.069269,    0.003053
   9.607258,    0.003233
  10.161951,    0.003419
  10.742229,    0.003613
  11.336819,    0.003812
  11.959251,    0.004021
  12.604330,    0.004236
  13.272732,    0.004460
  13.955077,    0.004688
  14.668413,    0.004926
  15.410552,    0.005173
  16.168764,    0.005426
  16.952310,    0.005688
  17.767841,    0.005960
  18.604532,    0.006238
  19.458727,    0.006523
  20.346789,    0.006819
  21.274047,    0.007127
  22.208977,    0.007438
  23.174034,    0.007759
  24.176630,    0.008092
  25.198651,    0.008431
  26.247854,    0.008780
  27.339546,    0.009142
  28.447742,    0.009509
  29.578880,    0.009884
  30.754092,    0.010274
  31.953167,    0.010671
  33.186763,    0.011079
  34.457882,    0.011500
  35.756726,    0.011929
  37.104862,    0.012375
  38.461596,    0.012823
  39.866270,    0.013287
  41.304261,    0.013761
  42.791150,    0.014251
  44.296995,    0.014748
  45.831741,    0.015253
  47.398413,    0.015769
  48.994236,    0.016294
  50.643332,    0.016837
  52.319257,    0.017388
  54.042054,    0.017954
  55.790055,    0.018528
  57.577290,    0.019114
  59.398194,    0.019711
  61.265041,    0.020323
  63.160595,    0.020944
  65.100396,    0.021579
  67.074279,    0.022225
  69.121327,    0.022895
  71.200932,    0.023574
  73.314082,    0.024265
  75.450727,    0.024962
  77.658753,    0.025683
  79.901755,    0.026414
  82.174818,    0.027155
  82.267953,    0.027185
  82.281036,    0.027189
  82.284247,    0.027190
  82.290157,    0.027192
  82.291858,    0.027193
  82.292817,    0.027193
  82.293497,    0.027193
  82.293895,    0.027194
  82.294067,    0.027194
  82.294234,    0.027194
  82.295898,    0.027194
  82.312545,    0.027200
  82.400240,    0.027228
  82.745762,    0.027341
  83.705103,    0.027653
  85.977533,    0.028393
  88.108478,    0.029086
  90.278785,    0.029791
  92.500633,    0.030513
  94.749203,    0.031243
  97.031431,    0.031983
  99.341381,    0.032731
 101.705239,    0.033497
 104.115781,    0.034277
 106.544239,    0.035062
 109.003566,    0.035857
 111.534469,    0.036674
