alpha body, CM
  -4.000000,   -0.045398
  -3.172414,   -0.023380
  -2.344828,   -0.000767
  -1.517241,    0.022434
  -0.689655,    0.046212
   0.137931,    0.071013
   0.965517,    0.095902
   1.793103,    0.121358
   2.620690,    0.147374
   3.448276,    0.173938
   4.275862,    0.201041
   5.103448,    0.227837
   5.931034,    0.253920
   6.758621,    0.280146
   7.586207,    0.306497
   8.413793,    0.332750
   9.241379,    0.357361
  10.068966,    0.378046
  10.896552,    0.392681
  11.724138,    0.399363
  12.551724,    0.397312
  13.379310,    0.389989
  14.206897,    0.395612
  15.034483,    0.402459
  15.862069,    0.406797
  16.689655,    0.407280
  17.517241,    0.403457
  18.344828,    0.395811
  19.172414,    0.385797
  20.000000,    0.375876
