Ground distance, Thrust
   0.000000, 2484.616741
  99.978980, 2484.616741
 199.974910, 2484.616741
 300.009218, 2484.616741
 400.054241, 2484.616741
 500.142553, 2484.616741
 600.242951, 2484.616741
 700.387236, 2484.616741
 800.543773, 2484.616741
 900.744318, 2484.616741
1000.957148, 2484.616741
1101.213852, 2484.616741
1201.482802, 2484.616741
1301.795911, 2484.616741
1402.121346, 2484.616741
1502.490710, 2484.616741
1602.872337, 2484.616741
1703.298094, 2484.616741
1803.736169, 2484.616741
1904.218074, 2484.616741
2004.712213, 2484.616741
2105.250335, 2484.616741
2205.800735, 2484.616741
2306.394782, 2484.616741
2407.001015, 2484.616741
2507.651381, 2484.616741
2608.314066, 2484.616741
2709.020664, 2484.616741
2809.739519, 2484.616741
2910.503037, 2484.616741
3011.279022, 2484.616741
3112.099113, 2484.616741
3212.931515, 2484.616741
3313.808435, 2484.616741
3414.697783, 2484.616741
3515.631342, 2484.616741
3616.577243, 2484.616741
3717.568016, 2484.616741
3818.571316, 2484.616741
3919.618828, 2484.616741
4020.678683, 2484.616741
4121.783063, 2484.616741
4222.899871, 2484.616741
4324.060838, 2484.616741
4425.234131, 2484.616741
4526.452217, 2484.616741
4627.682807, 2484.616741
4728.957562, 2484.616741
4830.244645, 2484.616741
4931.576269, 2484.616741
5032.920326, 2484.616741
5134.308233, 2484.616741
5235.708381, 2484.616741
5337.151629, 2484.616741
5438.606909, 2484.616741
5540.105382, 2484.616741
5641.615912, 2484.616741
5743.169955, 2484.616741
5844.736144, 2484.616741
5946.346668, 2484.616741
6047.969569, 2484.616741
6149.636973, 2484.616741
6251.316799, 2484.616741
6353.041502, 2484.616741
6454.778733, 2484.616741
6556.560195, 2484.616741
6658.354005, 2484.616741
6760.192455, 2484.616741
6862.043367, 2484.616741
6963.938290, 2484.616741
7065.845499, 2484.616741
7167.796064, 2484.616741
7269.758733, 2484.616741
7371.764980, 2484.616741
7473.783394, 2484.616741
7575.845854, 2484.616741
7677.920610, 2484.616741
7780.039878, 2484.616741
7882.171571, 2484.616741
7984.347264, 2484.616741
8086.535238, 2484.616741
8188.767453, 2484.616741
8291.012018, 2484.616741
8393.300695, 2484.616741
8495.601686, 2484.616741
8597.947226, 2484.616741
8700.305201, 2484.616741
8802.708159, 2484.616741
8905.123674, 2484.616741
9007.583597, 2484.616741
9110.055916, 2484.616741
9212.572804, 2484.616741
9315.102133, 2484.616741
9417.675812, 2484.616741
9520.261872, 2484.616741
9622.892653, 2484.616741
9725.535918, 2484.616741
9828.224290, 2484.616741
9930.925255, 2484.616741
10033.670756, 2484.616741
10136.428690, 2484.616741
10239.231367, 2484.616741
10342.046534, 2484.616741
10444.906297, 2484.616741
10547.778509, 2484.616741
10650.695614, 2484.616741
10753.625250, 2484.616741
10856.599538, 2484.616741
10959.586290, 2484.616741
11062.617416, 2484.616741
11165.660928, 2484.616741
11268.749165, 2484.616741
11371.849888, 2484.616741
11474.995743, 2484.616741
11578.154197, 2484.616741
11681.357262, 2484.616741
11784.572780, 2484.616741
11887.833161, 2484.616741
11991.106064, 2484.616741
12094.424147, 2484.616741
12197.754842, 2484.616741
12301.130119, 2484.616741
12404.517840, 2484.616741
12507.950341, 2484.616741
12611.395343, 2484.616741
12714.885406, 2484.616741
12818.388047, 2484.616741
12921.935136, 2484.616741
13025.494632, 2484.616741
13129.098781, 2484.616741
13232.715394, 2484.616741
13336.376969, 2484.616741
13440.051096, 2484.616741
13543.769614, 2484.616741
13647.500524, 2484.616741
13751.276089, 2484.616741
13855.064120, 2484.616741
13958.897190, 2484.616741
14062.742832, 2484.616741
14166.633018, 2484.616741
14270.535639, 2484.616741
14374.483144, 2484.616741
14478.443179, 2484.616741
14582.448546, 2484.616741
14686.466568, 2484.616741
14790.529445, 2484.616741
14894.604843, 2484.616741
14998.725450, 2484.616741
15102.858678, 2484.616741
15207.037590, 2484.616741
15311.229255, 2484.616741
15415.466194, 2484.616741
15519.715771, 2484.616741
15624.010889, 2484.616741
15728.318719, 2484.616741
15832.671894, 2484.616741
15937.037728, 2484.616741
16041.448219, 2484.616741
16145.871177, 2484.616741
16250.338464, 2484.616741
16354.818125, 2484.616741
16459.342426, 2484.616741
16563.879188, 2484.616741
16668.461082, 2484.616741
16773.055574, 2484.616741
16877.694335, 2484.616741
16982.345454, 2484.616741
17087.040509, 2484.616741
17191.747828, 2484.616741
17296.499424, 2484.616741
17401.263381, 2484.616741
17506.072173, 2484.616741
17610.893482, 2484.616741
17715.758856, 2484.616741
17820.636531, 2484.616741
17925.558054, 2484.616741
18030.491817, 2484.616741
18135.469752, 2484.616741
18240.460018, 2484.616741
18345.494384, 2484.616741
18450.541061, 2484.616741
18555.632316, 2484.616741
18660.736015, 2484.616741
18765.883472, 2484.616741
18871.043144, 2484.616741
18976.246349, 2484.616741
19081.461707, 2484.616741
19186.720954, 2484.616741
19291.992453, 2484.616741
19397.307831, 2484.616741
19502.635458, 2484.616741
19608.007540, 2484.616741
19713.392030, 2484.616741
19818.820269, 2484.616741
19924.260720, 2484.616741
20029.744296, 2484.616741
20135.239910, 2484.616741
20240.778417, 2484.616741
20346.328898, 2484.616741
20451.922670, 2484.616741
20557.528526, 2484.616741
20663.177325, 2484.616741
20768.838111, 2484.616741
20874.540476, 2484.616741
20980.254448, 2484.616741
21086.008912, 2484.616741
21191.774679, 2484.616741
21297.579866, 2484.616741
21403.396057, 2484.616741
21509.250664, 2484.616741
21615.115994, 2484.616741
21721.019318, 2484.616741
21826.933248, 2484.616741
21932.886555, 2484.616741
22038.850855, 2484.616741
22144.855370, 2484.616741
22250.871111, 2484.616741
22356.927880, 2484.616741
22462.996100, 2484.616741
22569.105630, 2484.616741
22675.226691, 2484.616741
22781.388071, 2484.616741
22887.560707, 2484.616741
22993.774482, 2484.616741
23099.999742, 2484.616741
23206.265146, 2484.616741
23312.541756, 2484.616741
23418.859343, 2484.616741
23525.188368, 2484.616741
23631.557398, 2484.616741
23737.937594, 2484.616741
23844.359141, 2484.616741
23950.792232, 2484.616741
24057.266935, 2484.616741
24163.753255, 2484.616741
24270.280187, 2484.616741
24376.818454, 2484.616741
24483.398165, 2484.616741
24589.989444, 2484.616741
24696.621182, 2484.616741
24803.264214, 2484.616741
24909.949048, 2484.616741
25016.645552, 2484.616741
25123.384110, 2484.616741
25230.134407, 2484.616741
25336.925740, 2484.616741
25443.728528, 2484.616741
25550.573176, 2484.616741
25657.429508, 2484.616741
25764.326699, 2484.616741
25871.235295, 2484.616741
25978.186090, 2484.616741
26085.148665, 2484.616741
26192.153680, 2484.616741
26299.170542, 2484.616741
26406.228813, 2484.616741
26513.298645, 2484.616741
26620.410707, 2484.616741
26727.534557, 2484.616741
26834.699631, 2484.616741
26941.876212, 2484.616741
27049.095361, 2484.616741
27156.326393, 2484.616741
27263.600241, 2484.616741
27370.886041, 2484.616741
27478.213564, 2484.616741
27585.552734, 2484.616741
27692.934397, 2484.616741
27800.327923, 2484.616741
27907.762884, 2484.616741
28015.209412, 2484.616741
28122.698671, 2484.616741
28230.199858, 2484.616741
28337.744485, 2484.616741
28445.301237, 2484.616741
28552.901612, 2484.616741
28660.514164, 2484.616741
28768.168741, 2484.616741
28875.835049, 2484.616741
28983.542886, 2484.616741
29091.262316, 2484.616741
29199.024600, 2484.616741
29306.798847, 2484.616741
29414.616694, 2484.616741
29522.446712, 2484.616741
29630.321029, 2484.616741
29738.207713, 2484.616741
29846.138851, 2484.616741
29954.082398, 2484.616741
30062.068754, 2484.616741
30170.067059, 2484.616741
30278.107624, 2484.616741
30386.159987, 2484.616741
30494.255883, 2484.616741
30602.363932, 2484.616741
30710.515729, 2484.616741
30818.679739, 2484.616741
30926.886421, 2484.616741
31035.105016, 2484.616741
31143.367592, 2484.616741
31251.642444, 2484.616741
31359.961986, 2484.616741
31468.294004, 2484.616741
31576.670885, 2484.616741
31685.060289, 2484.616741
31793.492931, 2484.616741
31901.937642, 2484.616741
32010.425085, 2484.616741
32118.924455, 2484.616741
32227.467893, 2484.616741
32336.023632, 2484.616741
32444.624187, 2484.616741
32553.237253, 2484.616741
32661.895838, 2484.616741
32770.567129, 2484.616741
32879.284090, 2484.616741
32988.013801, 2484.616741
33096.787512, 2484.616741
33205.573507, 2484.616741
33314.402954, 2484.616741
33423.244532, 2484.616741
33532.130858, 2484.616741
33641.029676, 2484.616741
33749.973944, 2484.616741
33858.930899, 2484.616741
33967.933473, 2484.616741
34076.948782, 2484.616741
34186.008536, 2484.616741
34295.080696, 2484.616741
34404.198019, 2484.616741
34513.327949, 2484.616741
34622.501865, 2484.616741
34731.688060, 2484.616741
34840.919477, 2484.616741
34950.163516, 2484.616741
35059.453439, 2484.616741
35168.756170, 2484.616741
35278.104940, 2484.616741
35387.466561, 2484.616741
35496.873032, 2484.616741
35606.292023, 2484.616741
35715.757072, 2484.616741
35825.234978, 2484.616741
35934.759091, 2484.616741
36044.296103, 2484.616741
36153.878128, 2484.616741
36263.472717, 2484.616741
36373.113536, 2484.616741
36482.767259, 2484.616741
36592.467836, 2484.616741
36702.181492, 2484.616741
36811.942101, 2484.616741
36921.715818, 2484.616741
37031.534760, 2484.616741
37141.366328, 2484.616741
37251.242513, 2484.616741
37361.131153, 2484.616741
37471.065698, 2484.616741
37581.013057, 2484.616741
37691.007045, 2484.616741
37801.014049, 2484.616741
37911.068377, 2484.616741
38021.135915, 2484.616741
38131.251422, 2484.616741
38241.380318, 2484.616741
38351.557279, 2484.616741
38461.747656, 2484.616741
38571.984336, 2484.616741
38682.233941, 2484.616741
38792.529200, 2484.616741
38902.837202, 2484.616741
39013.192103, 2484.616741
39123.560094, 2484.616741
39233.975647, 2484.616741
39344.404475, 2484.616741
39454.881492, 2484.616741
39565.371960, 2484.616741
39675.910708, 2484.616741
39786.462934, 2484.616741
39897.061681, 2484.616741
40007.673414, 2484.616741
40118.331046, 2484.616741
40229.001491, 2484.616741
40339.719129, 2484.616741
40450.449942, 2484.616741
40561.228667, 2484.616741
40672.020766, 2484.616741
40782.861470, 2484.616741
40893.715743, 2484.616741
41004.619260, 2484.616741
41115.536524, 2484.616741
41226.503115, 2484.616741
41337.483477, 2484.616741
41448.511323, 2484.616741
41559.552424, 2484.616741
41670.640263, 2484.616741
41781.741150, 2484.616741
41892.889953, 2484.616741
42004.052133, 2484.616741
42115.262854, 2484.616741
42226.487126, 2484.616741
42337.760542, 2484.616741
42449.047678, 2484.616741
42560.384521, 2484.616741
42671.735239, 2484.616741
42783.135704, 2484.616741
42894.550055, 2484.616741
43006.012780, 2484.616741
43117.489008, 2484.616741
43229.014225, 2484.616741
43340.553117, 2484.616741
43452.139680, 2484.616741
43563.739550, 2484.616741
43675.388265, 2484.616741
43787.050616, 2484.616741
43898.762424, 2484.616741
44010.488037, 2484.616741
44122.263693, 2484.616741
44234.053318, 2484.616741
44345.893528, 2484.616741
44457.747859, 2484.616741
44569.652789, 2484.616741
44681.571843, 2484.616741
44793.539620, 2484.616741
44905.520998, 2484.616741
45017.550351, 2484.616741
45129.593096, 2484.616741
45241.685029, 2484.616741
45353.790693, 2484.616741
45465.946205, 2484.616741
45578.115631, 2484.616741
45690.335551, 2484.616741
45802.569567, 2484.616741
45914.854690, 2484.616741
46027.154080, 2484.616741
46139.505137, 2484.616741
46251.870617, 2484.616741
46364.287780, 2484.616741
46476.719370, 2484.616741
46589.200747, 2484.616741
46701.696022, 2484.616741
46814.240319, 2484.616741
46926.798300, 2484.616741
47039.406506, 2484.616741
47152.028732, 2484.616741
47264.701817, 2484.616741
47377.389100, 2484.616741
47490.127860, 2484.616741
47602.880991, 2484.616741
47715.686180, 2484.616741
47828.505901, 2484.616741
47941.377728, 2484.616741
48054.264100, 2484.616741
48167.201193, 2484.616741
48280.152446, 2484.616741
48393.155517, 2484.616741
48506.173054, 2484.616741
48619.242850, 2484.616741
48732.327235, 2484.616741
48845.463832, 2484.616741
48958.615003, 2484.616741
49071.816896, 2484.616741
49185.032947, 2484.616741
49298.300749, 2484.616741
49411.582998, 2484.616741
49524.917465, 2484.616741
49638.266510, 2484.616741
49751.668219, 2484.616741
49865.084629, 2484.616741
49978.553655, 2484.616741
50092.037368, 2484.616741
50205.572205, 2484.616741
50319.121313, 2484.616741
50432.722594, 2484.616741
50546.338439, 2484.616741
50660.006944, 2484.616741
50773.690150, 2484.616741
50887.426485, 2484.616741
51001.177653, 2484.616741
51114.982389, 2484.616741
51228.802080, 2484.616741
51342.675271, 2484.616741
51456.563397, 2484.616741
51570.503499, 2484.616741
51684.458110, 2484.616741
51798.465723, 2484.616741
51912.488132, 2484.616741
52026.563997, 2484.616741
52140.654785, 2484.616741
52254.799464, 2484.616741
52368.959186, 2484.616741
52483.172734, 2484.616741
52597.401306, 2484.616741
52711.682185, 2484.616741
52825.977666, 2484.616741
52940.326510, 2484.616741
53054.690250, 2484.616741
53169.107842, 2484.616741
53283.540466, 2484.616741
53398.027418, 2484.616741
53512.529534, 2484.616741
53627.086425, 2484.616741
53741.658606, 2484.616741
53856.285497, 2484.616741
53970.927660, 2484.616741
54085.623003, 2484.616741
54200.333191, 2484.616741
54315.097614, 2484.616741
54429.877176, 2484.616741
54544.711449, 2484.616741
54659.560994, 2484.616741
54774.465707, 2484.616741
54889.385820, 2484.616741
55004.361527, 2484.616741
55119.352753, 2484.616741
55234.399479, 2484.616741
55349.461698, 2484.616741
55464.577851, 2484.616741
55579.709061, 2484.616741
55694.895198, 2484.616741
55810.096668, 2484.616741
55925.353429, 2484.616741
56040.625624, 2484.616741
56155.953479, 2484.616741
56271.296870, 2484.616741
56386.696268, 2484.616741
56502.111301, 2484.616741
56617.582207, 2484.616741
56733.068709, 2484.616741
56848.609457, 2484.616741
56964.165349, 2484.616741
57079.776471, 2484.616741
57195.403010, 2484.616741
57311.085221, 2484.616741
57426.782972, 2484.616741
57542.536836, 2484.616741
57658.306365, 2484.616741
57774.132441, 2484.616741
57889.974301, 2484.616741
58005.873119, 2484.616741
58121.787837, 2484.616741
58237.759891, 2484.616741
58353.747950, 2484.616741
58469.793685, 2484.616741
58585.855519, 2484.616741
58701.974856, 2484.616741
58818.110245, 2484.616741
58934.301445, 2484.616741
59050.508225, 2484.616741
59166.771745, 2484.616741
59283.051103, 2484.616741
59399.387566, 2484.616741
59515.739970, 2484.616741
59632.149839, 2484.616741
59748.575748, 2484.616741
59865.059466, 2484.616741
59981.559322, 2484.616741
60098.117308, 2484.616741
60214.691521, 2484.616741
60331.323690, 2484.616741
60447.972036, 2484.616741
60564.676651, 2484.616741
60681.396973, 2484.616741
60798.174536, 2484.616741
60914.968076, 2484.616741
61031.819273, 2484.616741
61148.686564, 2484.616741
61265.611933, 2484.616741
61382.553514, 2484.616741
61499.553590, 2484.616741
61616.569995, 2484.616741
61733.645296, 2484.616741
61850.737037, 2484.616741
61967.888050, 2484.616741
62085.055608, 2484.616741
62202.282780, 2484.616741
62319.526592, 2484.616741
62436.830320, 2484.616741
62554.150773, 2484.616741
62671.530921, 2484.616741
62788.927733, 2484.616741
62906.382481, 2484.616741
63023.853402, 2484.616741
63141.383129, 2484.616741
63258.929272, 2484.616741
63376.534476, 2484.616741
63494.156168, 2484.616741
63611.837199, 2484.616741
63729.534794, 2484.616741
63847.292010, 2484.616741
63965.065869, 2484.616741
64082.899626, 2484.616741
64200.750104, 2484.616741
64318.660749, 2484.616741
64436.588190, 2484.616741
64554.576055, 2484.616741
64672.580788, 2484.616741
64790.646186, 2484.616741
64908.728518, 2484.616741
65026.871735, 2484.616741
65145.031948, 2484.616741
65263.253245, 2484.616741
65381.491593, 2484.616741
65499.790739, 2484.616741
65618.106858, 2484.616741
65736.481935, 2484.616741
65854.873470, 2484.616741
65973.324832, 2484.616741
66091.792895, 2484.616741
66210.321125, 2484.616741
66328.866150, 2484.616741
66447.471709, 2484.616741
66566.094166, 2484.616741
66684.777540, 2484.616741
66803.477919, 2484.616741
66922.239607, 2484.616741
67041.018408, 2484.616741
67159.844868, 2484.616741
67278.711822, 2484.616741
67397.636430, 2484.616741
67516.573558, 2484.616741
67635.573122, 2484.616741
67754.590115, 2484.616741
67873.669878, 2484.616741
67992.767163, 2484.616741
68111.927518, 2484.616741
68231.105480, 2484.616741
68350.346777, 2484.616741
68469.605755, 2484.616741
68588.928292, 2484.616741
68708.268573, 2484.616741
68827.672599, 2484.616741
68947.094420, 2484.616741
69066.579658, 2484.616741
69186.082599, 2484.616741
69305.647039, 2484.616741
69425.228647, 2484.616741
69544.872579, 2484.616741
69664.533910, 2484.616741
69784.257839, 2484.616741
69903.999243, 2484.616741
70023.803538, 2484.616741
70143.625390, 2484.616741
70263.510441, 2484.616741
70383.413135, 2484.616741
70503.379336, 2484.616741
70623.363265, 2484.616741
70743.410956, 2484.616741
70863.476448, 2484.616741
70983.605923, 2484.616741
71103.753259, 2484.616741
71223.964808, 2484.616741
71344.194282, 2484.616741
71464.488194, 2484.616741
71584.800093, 2484.616741
71705.176648, 2484.616741
71825.571251, 2484.616741
71946.030716, 2484.616741
72066.508288, 2484.616741
72187.050921, 2484.616741
72307.611714, 2484.616741
72428.237752, 2484.616741
72548.882004, 2484.616741
72669.591673, 2484.616741
72790.319603, 2484.616741
72881.513641, 2484.616741
73002.336733, 2484.616741
73123.198907, 2484.616741
73244.094791, 2484.616741
73365.019689, 2484.616741
73368.856438, 2484.616741
73489.848569,  434.498287
73610.283717, -1615.620166
73730.296318, -3665.738620
73756.678009, -4116.404561
73872.281126, -15386.108486
73987.105644, -14748.954457
74096.738243, -14149.844167
74204.977768, -13560.941607
74308.176210, -12960.451973
74410.022050, -12356.853345
74506.687234, -11744.535393
74601.962368, -11129.877909
74691.976143, -10508.997104
74780.578212, -9886.446484
74863.864609, -9304.414532
74945.724729, -8733.254374
75022.216073, -8180.583020
75097.266892, -7632.872503
75166.908643, -7083.126616
75235.099056, -6532.834608
75297.870091, -5982.930087
75359.187021, -5433.129535
75415.104527, -4886.130691
75469.573283, -4339.883590
75518.692391, -3798.790346
75566.376104, -3259.079962
75608.783001, -2842.634358
75649.774046, -2459.262627
75685.517721, -2163.628112
75719.853446, -1891.534866
75748.942296, -1619.895791
75776.623328, -1348.378578
75799.082736, -1078.467083
75820.141101, -808.986426
75836.030902, -542.228647
75850.533896, -276.201459
75859.948067,  -13.956884
75867.996827,  247.272756
75871.608901,  149.068019
75873.463489,    0.000000
