eta, Cd
   0.000000,    0.018436
   0.020408,    0.018488
   0.040816,    0.018559
   0.061224,    0.018627
   0.081633,    0.018687
   0.102041,    0.018743
   0.122449,    0.018795
   0.142857,    0.018846
   0.163265,    0.018904
   0.183673,    0.018967
   0.204082,    0.019031
   0.224490,    0.019096
   0.244898,    0.019162
   0.265306,    0.019243
   0.285714,    0.019333
   0.306122,    0.019427
   0.326531,    0.019525
   0.346939,    0.019585
   0.367347,    0.019366
   0.387755,    0.019157
   0.408163,    0.018944
   0.428571,    0.018725
   0.448980,    0.018507
   0.469388,    0.018284
   0.489796,    0.018058
   0.510204,    0.017827
   0.530612,    0.017591
   0.551020,    0.017351
   0.571429,    0.017107
   0.591837,    0.016859
   0.612245,    0.016606
   0.632653,    0.016349
   0.653061,    0.016087
   0.673469,    0.015829
   0.693878,    0.015567
   0.714286,    0.015300
   0.734694,    0.015028
   0.755102,    0.014751
   0.775510,    0.014470
   0.795918,    0.014182
   0.816327,    0.013901
   0.836735,    0.013614
   0.857143,    0.013323
   0.877551,    0.013026
   0.897959,    0.012736
   0.918367,    0.012474
   0.938776,    0.012277
   0.959184,    0.012420
   0.979592,    0.015628
   1.000000,   -0.013342
