eta, Cd
   0.000000,    0.031669
   0.020408,    0.031859
   0.040816,    0.032177
   0.061224,    0.032497
   0.081633,    0.032810
   0.102041,    0.033122
   0.122449,    0.033463
   0.142857,    0.033806
   0.163265,    0.034170
   0.183673,    0.034559
   0.204082,    0.034963
   0.224490,    0.035412
   0.244898,    0.035880
   0.265306,    0.036410
   0.285714,    0.036975
   0.306122,    0.037626
   0.326531,    0.038338
   0.346939,    0.038938
   0.367347,    0.038756
   0.387755,    0.038590
   0.408163,    0.038423
   0.428571,    0.038253
   0.448980,    0.038079
   0.469388,    0.037898
   0.489796,    0.037712
   0.510204,    0.037518
   0.530612,    0.037315
   0.551020,    0.037105
   0.571429,    0.036887
   0.591837,    0.036661
   0.612245,    0.036426
   0.632653,    0.036181
   0.653061,    0.035926
   0.673469,    0.035660
   0.693878,    0.035383
   0.714286,    0.035092
   0.734694,    0.034790
   0.755102,    0.034475
   0.775510,    0.034140
   0.795918,    0.033781
   0.816327,    0.033392
   0.836735,    0.032965
   0.857143,    0.032503
   0.877551,    0.031985
   0.897959,    0.031397
   0.918367,    0.030766
   0.938776,    0.030201
   0.959184,    0.030457
   0.979592,    0.040290
   1.000000,   -0.054815
