Ground Distance, Acceleration
   0.000000,    2.805835
   0.000001,    2.805818
   0.000016,    2.805749
   0.000166,    2.805548
   0.000948,    2.805147
   0.004115,    2.804399
   0.010459,    2.803544
   0.019733,    2.802687
   0.031935,    2.801829
   0.046993,    2.800974
   0.065192,    2.800108
   0.086350,    2.799243
   0.110542,    2.798375
   0.137959,    2.797500
   0.168466,    2.796622
   0.202232,    2.795740
   0.239210,    2.794854
   0.279628,    2.793960
   0.323564,    2.793059
   0.370628,    2.792159
   0.421244,    2.791253
   0.476046,    2.790331
   0.534959,    2.789397
   0.598249,    2.788449
   0.663896,    2.787517
   0.733546,    2.786577
   0.807410,    2.785627
   0.885622,    2.784668
   0.968847,    2.783692
   1.056665,    2.782706
   1.148748,    2.781716
   1.245987,    2.780711
   1.347158,    2.779707
   1.453876,    2.778687
   1.565600,    2.777659
   1.683839,    2.776609
   1.806753,    2.775556
   1.934815,    2.774496
   2.066967,    2.773438
   2.207164,    2.772351
   2.350338,    2.771276
   2.500345,    2.770184
   2.654515,    2.769095
   2.817646,    2.767976
   2.986714,    2.766850
   3.161304,    2.765719
   3.343784,    2.764570
   3.529668,    2.763431
   3.722019,    2.762283
   3.923470,    2.761112
   4.132050,    2.759930
   4.349354,    2.758730
   4.574586,    2.757516
   4.803295,    2.756314
   5.038716,    2.755105
   5.283103,    2.753879
   5.535463,    2.752643
   5.795003,    2.751399
   6.065521,    2.750132
   6.344349,    2.748855
   6.633503,    2.747560
   6.933613,    2.746244
   7.238243,    2.744937
   7.547975,    2.743635
   7.866449,    2.742324
   8.191869,    2.741010
   8.529436,    2.739675
   8.874817,    2.738335
   9.230740,    2.736980
   9.596767,    2.735614
   9.972573,    2.734238
  10.354572,    2.732864
  10.750946,    2.731465
  11.156850,    2.730058
  11.569699,    2.728653
  12.001515,    2.727209
  12.438757,    2.725772
  12.884098,    2.724334
  13.343635,    2.722875
  13.811482,    2.721415
  14.293954,    2.719935
  14.788135,    2.718443
  15.292523,    2.716946
  15.804256,    2.715451
  16.329247,    2.713942
  16.864248,    2.712428
  17.409365,    2.710910
  17.970832,    2.709370
  18.543058,    2.707824
  19.126443,    2.706272
  19.724283,    2.704705
  20.337978,    2.703121
  20.961326,    2.701535
  21.601383,    2.699930
  22.244956,    2.698340
  22.911324,    2.696717
  23.592490,    2.695081
  24.281835,    2.693449
  24.987356,    2.691801
  25.129685,    2.691472
  25.213871,    2.691277
  25.215885,    2.691273
  25.218257,    2.691267
  25.218875,    2.691266
  25.220101,    2.691263
  25.220472,    2.691262
  25.220594,    2.691262
  25.220646,    2.691262
  25.220728,    2.691261
  25.221547,    2.691259
  25.227194,    2.691242
  25.255294,    2.691159
  25.360787,    2.690845
  25.653410,    2.689980
  26.311598,    2.688050
  26.967907,    2.686150
  27.633371,    2.684247
  28.313190,    2.682326
  29.006208,    2.680391
  29.709823,    2.678450
  30.428390,    2.676491
  31.154165,    2.674536
  31.887183,    2.672585
  32.634056,    2.670619
  33.396192,    2.668636
  34.167543,    2.666651
  34.954273,    2.664650
  35.742644,    2.662668
  36.546325,    2.660668
  37.368799,    2.658645
  38.204438,    2.656612
  39.050348,    2.654576
  39.910123,    2.652529
  40.781792,    2.650477
  41.667578,    2.648413
  42.566529,    2.646340
  43.477406,    2.644263
  44.393741,    2.642194
  45.330817,    2.640101
  46.284688,    2.637992
  47.242698,    2.635895
  48.217331,    2.633784
  49.217187,    2.631640
  50.217583,    2.629516
  51.244013,    2.627359
  52.269990,    2.625224
  53.315550,    2.623070
  54.381051,    2.620896
  55.448079,    2.618740
  56.534358,    2.616567
  57.636008,    2.614383
  58.760200,    2.612177
  59.892082,    2.609976
  61.048205,    2.607749
  62.216962,    2.605520
  63.396380,    2.603291
  64.590300,    2.601055
  65.797882,    2.598815
  67.032296,    2.596546
  68.261000,    2.594308
  69.522026,    2.592032
  70.789127,    2.589765
  72.082383,    2.587473
  73.385896,    2.585183
  74.704813,    2.582886
  76.034198,    2.580591
  77.384962,    2.578280
  78.748871,    2.575967
  80.129566,    2.573645
  81.528239,    2.571314
  82.942052,    2.568977
  84.367908,    2.566641
  85.816948,    2.564286
  87.280325,    2.561928
  88.761734,    2.559562
  90.258599,    2.557190
  91.774509,    2.554808
  93.302054,    2.552427
  94.837338,    2.550054
  96.399981,    2.547659
  97.973642,    2.545266
  99.560832,    2.542871
 101.174737,    2.540456
 102.809890,    2.538028
 104.462656,    2.535594
 104.475944,    2.535575
 104.490933,    2.535553
 104.510175,    2.535524
 104.513834,    2.535519
 104.518925,    2.535512
 104.519291,    2.535511
 104.519453,    2.535511
 104.519619,    2.535511
 104.521277,    2.535507
 104.536079,    2.535480
 104.631974,    2.535302
 105.028701,    2.534566
 106.357748,    2.532113
 107.851850,    2.529374
 109.354319,    2.526639
 110.878898,    2.523885
 112.413897,    2.521131
 113.972922,    2.518355
 115.547976,    2.515570
 117.128154,    2.512796
 118.725253,    2.510012
 120.333194,    2.507229
 121.959136,    2.504435
 123.592780,    2.501648
 125.244614,    2.498848
 126.911813,    2.496043
 128.593430,    2.493233
 130.287064,    2.490422
 132.002419,    2.487594
 133.728721,    2.484768
 135.467860,    2.481941
 137.220893,    2.479110
 138.994212,    2.476266
 140.784975,    2.473413
 142.596603,    2.470546
 144.417167,    2.467685
 146.249583,    2.464824
 148.094683,    2.461962
 149.955610,    2.459095
 151.840339,    2.456210
 153.734394,    2.453330
 155.650830,    2.450435
 157.571469,    2.447552
 159.518454,    2.444649
 161.480672,    2.441742
 163.454366,    2.438837
 165.447592,    2.435922
 167.462226,    2.432995
 169.492733,    2.430063
 171.538871,    2.427128
 173.594710,    2.424197
 175.668740,    2.421260
 177.757892,    2.418319
 179.863736,    2.415373
 181.988083,    2.412420
 184.140491,    2.409447
 186.295717,    2.406488
 188.471494,    2.403520
 190.673404,    2.400534
 192.886272,    2.397552
 195.112828,    2.394570
 197.354508,    2.391586
 199.607121,    2.388606
 201.888973,    2.385605
 204.188884,    2.382599
 206.494484,    2.379604
 208.822449,    2.376598
 211.167672,    2.373587
 213.533987,    2.370568
 215.921709,    2.367539
 218.323734,    2.364510
 220.741057,    2.361480
 223.178000,    2.358444
 225.629230,    2.355408
 228.096802,    2.352369
 230.585806,    2.349321
 233.090999,    2.346272
 235.602815,    2.343233
 238.145559,    2.340173
 240.700760,    2.337117
 243.282550,    2.334046
 245.886903,    2.330967
 246.407860,    2.330353
 246.420215,    2.330338
 246.436538,    2.330319
 246.441840,    2.330313
 246.449261,    2.330304
 246.451955,    2.330301
 246.457288,    2.330294
 246.457793,    2.330294
 246.458021,    2.330293
 246.458235,    2.330293
 246.460381,    2.330290
 246.481835,    2.330257
 246.602607,    2.330074
 247.159348,    2.329232
 249.044223,    2.326386
 251.333014,    2.322948
 253.634607,    2.319510
 255.951323,    2.316067
 258.288324,    2.312613
 260.636799,    2.309160
 263.001934,    2.305701
 265.382312,    2.302238
 267.769884,    2.298784
 270.165372,    2.295336
 272.590040,    2.291864
 275.028535,    2.288391
 277.464938,    2.284939
 279.927735,    2.281468
 282.400215,    2.278001
 284.892182,    2.274526
 287.395698,    2.271052
 289.918334,    2.267570
 292.459794,    2.264080
 295.015932,    2.260588
 297.579173,    2.257104
 300.157760,    2.253617
 302.748750,    2.250132
 305.351287,    2.246649
 307.973675,    2.243157
 310.618269,    2.239654
 313.274420,    2.236153
 315.953015,    2.232641
 318.646901,    2.229126
 321.350577,    2.225617
 324.071239,    2.222103
 326.802729,    2.218593
 329.554962,    2.215074
 332.315799,    2.211562
 335.090195,    2.208050
 337.881754,    2.204535
 340.687260,    2.201019
 343.509826,    2.197499
 346.351550,    2.193973
 349.207124,    2.190448
 352.073927,    2.186926
 354.965333,    2.183391
 357.863262,    2.179866
 360.772334,    2.176345
 363.696490,    2.172822
 366.648239,    2.169284
 369.613522,    2.165747
 372.592925,    2.162211
 375.588926,    2.158672
 378.596845,    2.155136
 381.625246,    2.151594
 384.666806,    2.148053
 387.721545,    2.144514
 390.792286,    2.140974
 393.886315,    2.137424
 396.990849,    2.133879
 400.108467,    2.130336
 403.238422,    2.126797
 406.394283,    2.123244
 409.565211,    2.119692
 412.751127,    2.116141
 415.958702,    2.112582
 419.181738,    2.109023
 422.415639,    2.105469
 425.660802,    2.101919
 428.922778,    2.098368
 432.210329,    2.094805
 435.512211,    2.091244
 438.828443,    2.087685
 442.156990,    2.084129
 445.501022,    2.080573
 448.866264,    2.077011
 452.251416,    2.073445
 455.653446,    2.069878
 459.077195,    2.066304
 462.505596,    2.062743
 465.950288,    2.059181
 466.642389,    2.058467
 466.732287,    2.058375
 466.828939,    2.058275
 466.928994,    2.058172
 466.950055,    2.058150
 466.956938,    2.058143
 466.962619,    2.058137
 466.965328,    2.058134
 466.967171,    2.058133
 466.969465,    2.058130
 466.992403,    2.058106
 467.141003,    2.057952
 467.928433,    2.057132
 470.506422,    2.054457
 473.970485,    2.050876
 477.443252,    2.047302
 480.944874,    2.043716
 484.457802,    2.040134
 487.992228,    2.036547
 491.547542,    2.032955
 495.118559,    2.029364
 498.702873,    2.025776
 502.303937,    2.022187
 505.922116,    2.018598
 509.563376,    2.015003
 513.222557,    2.011406
 516.888220,    2.007819
 520.568269,    2.004235
 524.278134,    2.000637
 528.001059,    1.997044
 531.737299,    1.993453
 535.489397,    1.989864
 539.263469,    1.986270
 543.057790,    1.982672
 546.870920,    1.979073
 550.689036,    1.975486
 554.534697,    1.971889
 558.396310,    1.968293
 562.273154,    1.964699
 566.165422,    1.961106
 570.070840,    1.957518
 573.999568,    1.953924
