Ground distance, Rate of Climb
   0.000000,    0.000000
   1.855531,    0.000000
   7.385609,    0.000000
  16.535086,    0.000000
  29.248359,    0.000000
  45.469417,    0.000000
  65.141892,    0.000000
  88.209100,    0.000000
 114.614104,    0.000000
 144.299754,    0.000000
 177.208735,    0.000000
 213.283630,    0.000000
 252.466987,    0.000000
 294.701407,    0.000000
 339.929664,    0.000000
 388.094774,    0.000000
 439.140110,    0.000000
 493.009403,    0.000000
 549.646767,    0.000000
 576.706917,    0.000000
 637.296842,    0.000000
 676.680347,    0.000000
 715.305342,    0.574722
 748.193701,    1.552742
 815.500997,    4.072239
 884.055824,    7.045605
 900.128167,    7.775303
 968.279523,   10.923396
1037.564603,   12.961641
1106.849082,   13.668226
1176.133051,   13.906808
1245.416646,   14.000116
1314.700084,   14.048059
1383.983792,   14.082142
1453.267559,   14.116545
1522.551392,   14.147351
1591.835313,   14.177485
1661.119341,   14.207250
1730.403491,   14.236807
1731.464140,   14.237311
1773.107388,   14.248189
1842.391432,   14.241772
1911.675527,   14.223779
1980.959732,   14.204038
2050.244049,   14.183776
2119.528504,   14.163045
2188.813103,   14.142568
2258.097857,   14.122184
2327.382760,   14.101943
2355.171330,   14.094560
2424.455895,   13.251545
2493.739783,   11.605670
2563.023254,    9.763717
2632.306969,    7.885613
2701.591223,    6.861331
2770.876058,    6.569101
2840.161291,    6.476106
2909.446836,    6.444037
2978.732601,    6.429647
3048.018517,    6.422818
3117.304514,    6.414509
3186.590477,    6.410412
3255.876473,    6.402147
3325.162420,    6.398495
3394.448319,    6.389451
3463.734243,    6.386246
3533.020074,    6.377129
3602.306011,    6.373898
3671.591826,    6.365243
3740.877773,    6.361777
3810.163545,    6.353582
3879.449486,    6.349557
3948.735224,    6.341830
4018.021166,    6.337236
4087.306905,    6.329990
4156.592844,    6.325133
4225.878548,    6.318363
4295.164453,    6.312842
4364.450139,    6.306558
4433.736015,    6.300583
4503.021686,    6.294789
4572.307528,    6.288241
4641.593201,    6.282947
4710.879017,    6.275976
4780.164690,    6.271186
4849.450468,    6.263458
4918.736184,    6.259188
4988.021977,    6.251094
5057.307754,    6.247355
5126.593550,    6.238737
5195.879385,    6.235532
5265.165173,    6.226546
5334.451044,    6.223775
5403.736791,    6.215310
5473.022700,    6.211779
5542.308451,    6.203852
5611.594402,    6.199800
5680.880153,    6.192410
5750.166124,    6.187637
5819.451891,    6.180792
5888.737877,    6.175494
5958.023656,    6.169199
6027.309654,    6.163138
6096.595491,    6.157411
6165.881518,    6.151104
6235.167372,    6.145939
6304.453365,    6.138799
6373.739243,    6.134202
6443.025215,    6.126514
6512.311116,    6.122489
6581.597046,    6.114076
6650.882926,    6.110608
6720.168687,    6.101438
6789.454510,    6.098074
6858.740154,    6.089450
6928.025923,    6.085513
6997.311468,    6.077448
7066.597195,    6.072827
7135.882691,    6.065339
7205.168378,    6.060330
7274.453804,    6.053420
7343.739430,    6.047633
7413.024819,    6.041317
7482.310388,    6.035073
7551.595723,    6.029353
7620.881201,    6.022383
7690.166489,    6.017266
7759.451871,    6.009673
7828.737115,    6.005167
7898.022389,    5.996952
7967.307582,    5.993061
8000.000000,    5.989270
