Mach, Efficiency
   0.286798,   12.260071
   0.291780,   12.496015
   0.296762,   12.724081
   0.301744,   12.941019
   0.306726,   13.146735
   0.311708,   13.342195
   0.316689,   13.526745
   0.321671,   13.699855
   0.326653,   13.861131
   0.331635,   14.010325
   0.336617,   14.147343
   0.341599,   14.272255
   0.346580,   14.385288
   0.351562,   14.486834
   0.356544,   14.577442
   0.361526,   14.657814
   0.366508,   14.723003
   0.371490,   14.777978
   0.376471,   14.824433
   0.381453,   14.858082
   0.386435,   14.880739
   0.391417,   14.897516
   0.396399,   14.898353
   0.401381,   14.894401
   0.406362,   14.878760
   0.411344,   14.856190
   0.416326,   14.824218
   0.421308,   14.785537
   0.426290,   14.737650
   0.431272,   14.685669
   0.436253,   14.622514
   0.441235,   14.559184
   0.446217,   14.482663
   0.451199,   14.405042
   0.456181,   14.322204
   0.461163,   14.231326
   0.466144,   14.140626
   0.471126,   14.042348
   0.476108,   13.939749
   0.481090,   13.837584
   0.486072,   13.729065
   0.491054,   13.616455
   0.496035,   13.504556
   0.501017,   13.390832
   0.505999,   13.269958
   0.510981,   13.150082
   0.515963,   13.031210
   0.520945,   12.908408
   0.525926,   12.782253
   0.530908,   12.657373
   0.535890,   12.533766
   0.540872,   12.408470
   0.545854,   12.279141
   0.550836,   12.151330
   0.555817,   12.025028
   0.560799,   11.900221
   0.565781,   11.772255
   0.570763,   11.643322
   0.575745,   11.516088
   0.580727,   11.390535
   0.585708,   11.266643
   0.590690,   11.142843
   0.595672,   11.016137
   0.600654,   10.891252
   0.605636,   10.768162
   0.610618,   10.646840
   0.615599,   10.527260
   0.620581,   10.409356
   0.625563,   10.288133
   0.630545,   10.168766
   0.635527,   10.051222
   0.640509,    9.935472
   0.645490,    9.821484
   0.650472,    9.709228
   0.655454,    9.598676
   0.660436,    9.487116
   0.665418,    9.375963
   0.670400,    9.266578
   0.675381,    9.158928
   0.680363,    9.052981
   0.685345,    8.948705
   0.690327,    8.846069
   0.695309,    8.745042
   0.700291,    8.645595
   0.705272,    8.545105
   0.710254,    8.445759
   0.715236,    8.348020
   0.720218,    8.251858
   0.725200,    8.157241
   0.730182,    8.064139
   0.735163,    7.972523
   0.740145,    7.882363
   0.745127,    7.793630
   0.750109,    7.706298
   0.755091,    7.620338
   0.760073,    7.533555
   0.765054,    7.448122
   0.770036,    7.364066
   0.775018,    7.281358
   0.780000,    7.199972
