Mach, Rate of Climb
   0.192755,    7.281458
   0.196465,    7.432818
   0.200174,    7.576121
   0.203884,    7.710614
   0.207593,    7.837354
   0.211303,    7.955224
   0.215013,    8.065409
   0.218722,    8.167704
   0.222432,    8.262130
   0.226141,    8.349597
   0.229851,    8.428946
   0.233560,    8.500381
   0.237270,    8.564529
   0.240979,    8.622170
   0.244689,    8.672128
   0.248398,    8.714597
   0.252108,    8.751747
   0.255817,    8.782721
   0.259527,    8.804728
   0.263237,    8.820055
   0.266946,    8.832649
   0.270656,    8.836033
   0.274365,    8.833653
   0.278075,    8.824121
   0.281784,    8.811621
   0.285494,    8.792774
   0.289203,    8.765301
   0.292913,    8.734678
   0.296622,    8.699386
   0.300332,    8.658039
   0.304042,    8.609162
   0.307751,    8.557448
   0.311461,    8.503175
   0.315170,    8.438650
   0.318880,    8.369704
   0.322589,    8.299071
   0.326299,    8.221224
   0.330008,    8.138821
   0.333718,    8.048454
   0.337427,    7.956201
   0.341137,    7.859238
   0.344847,    7.754212
   0.348556,    7.643241
   0.352266,    7.530587
   0.355975,    7.413024
   0.359685,    7.283955
   0.363394,    7.152929
   0.367104,    7.018341
   0.370813,    6.878626
   0.374523,    6.726991
   0.378232,    6.574014
   0.381942,    6.415905
   0.385651,    6.252433
   0.389361,    6.081096
   0.393071,    5.903419
   0.396780,    5.720160
   0.400490,    5.531286
   0.404199,    5.338117
   0.407909,    5.138828
   0.411618,    4.928930
   0.415328,    4.713156
   0.419037,    4.493295
   0.422747,    4.268201
   0.426456,    4.037173
   0.430166,    3.798429
   0.433876,    3.550638
   0.437585,    3.296693
   0.441295,    3.036537
   0.445004,    2.770577
   0.448714,    2.499685
   0.452423,    2.222507
   0.456133,    1.938323
   0.459842,    1.642271
   0.463552,    1.340354
   0.467261,    1.031864
   0.470971,    0.716765
   0.474681,    0.395749
   0.478390,    0.068286
   0.482100,   -0.265881
   0.485809,   -0.606776
   0.489519,   -0.956887
   0.493228,   -1.317819
   0.496938,   -1.685750
   0.500647,   -2.060713
   0.504357,   -2.442740
   0.508066,   -2.831878
   0.511776,   -3.228165
   0.515485,   -3.631908
   0.519195,   -4.043106
   0.522905,   -4.461573
   0.526614,   -4.887347
   0.530324,   -5.325504
   0.534033,   -5.774006
   0.537743,   -6.230087
   0.541452,   -6.693882
   0.545162,   -7.166837
   0.548871,   -7.647509
   0.552581,   -8.135935
   0.556290,   -8.632855
   0.560000,   -9.139109
