CD, CL
   0.023766,   -0.890331
   0.022288,   -0.868752
   0.020891,   -0.847280
   0.019573,   -0.825893
   0.018333,   -0.804595
   0.017172,   -0.783377
   0.016089,   -0.762237
   0.015081,   -0.741173
   0.014146,   -0.720186
   0.013286,   -0.699282
   0.012503,   -0.678451
   0.011790,   -0.657691
   0.011148,   -0.637001
   0.010577,   -0.616380
   0.010079,   -0.595835
   0.009651,   -0.575356
   0.009290,   -0.554942
   0.008997,   -0.534591
   0.008771,   -0.514303
   0.008617,   -0.494082
   0.008528,   -0.473922
   0.008503,   -0.453820
   0.008541,   -0.433775
   0.008647,   -0.413786
   0.008818,   -0.393856
   0.009097,   -0.370637
   0.009647,   -0.337293
   0.010412,   -0.302690
   0.011398,   -0.267141
   0.012646,   -0.229967
