CD, CL
   0.022606,   -0.665908
   0.021128,   -0.644330
   0.019731,   -0.622858
   0.018413,   -0.601470
   0.017173,   -0.580173
   0.016012,   -0.558955
   0.014929,   -0.537815
   0.013921,   -0.516751
   0.012986,   -0.495763
   0.012126,   -0.474860
   0.011343,   -0.454029
   0.010630,   -0.433269
   0.009988,   -0.412579
   0.009417,   -0.391958
   0.008919,   -0.371412
   0.008491,   -0.350934
   0.008130,   -0.330520
   0.007837,   -0.310169
   0.007611,   -0.289881
   0.007457,   -0.269660
   0.007368,   -0.249500
   0.007343,   -0.229398
   0.007381,   -0.209353
   0.007487,   -0.189364
   0.007658,   -0.169434
   0.007937,   -0.146214
   0.008487,   -0.112871
   0.009252,   -0.078268
   0.010238,   -0.042718
   0.011486,   -0.005545
