CD, CL
   0.025706,   -1.073027
   0.024228,   -1.051449
   0.022831,   -1.029977
   0.021513,   -1.008590
   0.020273,   -0.987292
   0.019112,   -0.966074
   0.018029,   -0.944934
   0.017021,   -0.923870
   0.016086,   -0.902883
   0.015226,   -0.881979
   0.014443,   -0.861148
   0.013730,   -0.840388
   0.013088,   -0.819698
   0.012517,   -0.799077
   0.012019,   -0.778532
   0.011591,   -0.758053
   0.011230,   -0.737639
   0.010937,   -0.717288
   0.010711,   -0.697000
   0.010557,   -0.676779
   0.010468,   -0.656619
   0.010443,   -0.636517
   0.010481,   -0.616472
   0.010587,   -0.596483
   0.010758,   -0.576553
   0.011037,   -0.553334
   0.011587,   -0.519990
   0.012352,   -0.485387
   0.013338,   -0.449838
   0.014586,   -0.412664
