CD, CL
   0.036206,   -1.279157
   0.034728,   -1.257578
   0.033331,   -1.236106
   0.032013,   -1.214719
   0.030773,   -1.193421
   0.029612,   -1.172203
   0.028529,   -1.151063
   0.027521,   -1.130000
   0.026586,   -1.109012
   0.025726,   -1.088108
   0.024943,   -1.067277
   0.024230,   -1.046517
   0.023588,   -1.025827
   0.023017,   -1.005206
   0.022519,   -0.984661
   0.022091,   -0.964182
   0.021730,   -0.943768
   0.021437,   -0.923418
   0.021211,   -0.903129
   0.021057,   -0.882908
   0.020968,   -0.862748
   0.020943,   -0.842646
   0.020981,   -0.822601
   0.021087,   -0.802612
   0.021258,   -0.782682
   0.021537,   -0.759463
   0.022087,   -0.726119
   0.022852,   -0.691516
   0.023838,   -0.655967
   0.025086,   -0.618793
