Ground Roll Distance, Horizontal Forces
1097.930005, -692.977796
1123.041432, -689.979779
1295.202078, -669.498676
1329.257198, -665.462186
1363.188072, -661.445244
1396.995301, -657.497662
1406.529687, -656.535081
1425.569015, -654.613745
1432.294856, -653.935284
1434.983821, -653.664078
1436.059188, -653.555623
1436.517985, -653.509353
1437.435512, -653.416822
1437.511818, -653.409127
1437.549637, -653.405313
1437.572672, -653.402990
1437.591167, -653.401125
1437.604171, -653.399813
1437.608037, -653.399423
1437.609132, -653.399090
1437.610137, -653.398765
1437.620186, -653.395519
1437.720683, -653.363059
1438.725458, -653.038283
1448.753841, -649.773174
1547.030358, -615.321956
1657.658616, -570.256299
1758.068646, -521.931356
1847.571022, -470.970379
1926.661209, -417.632951
1995.994799, -362.138388
2056.273604, -304.677060
2070.826907, -289.131814
2079.929396, -279.014847
2086.583807, -271.412784
2089.807712, -267.664240
2093.054244, -263.845301
2124.242829, -224.686261
2138.687950, -204.807394
2146.865522, -192.978975
2149.811330, -189.486130
2153.326881, -186.766289
2186.226675, -158.743796
2194.754263, -150.561757
2202.486663, -142.731223
2206.003410, -139.025683
2207.980235, -136.900024
2210.004374, -134.690486
2228.902874, -112.192710
2254.542919,  -73.619917
2259.336082,  -64.709755
2263.695454,  -55.867024
2267.899694,  -46.480117
2268.789006,  -44.362134
2269.095565,  -43.619847
2269.436009,  -42.787836
2272.671891,  -34.427431
2283.986943,    7.326691
2285.605774,   17.764355
2286.520786,   25.663225
2287.111806,   32.670121
2287.473331,   39.096860
2287.655064,   45.032166
2287.676508,   46.412547
2287.695920,   49.176529
2287.696125,   49.411625
2287.696143,   49.507425
