Ground Roll Distance, Horizontal Forces
   0.000000, 3728.057712
   0.000000, 3708.631595
   0.000000, 3576.972729
   0.000000, 3551.299215
   0.000000, 3525.839743
   0.000000, 3500.592066
   0.000000, 3475.553970
   0.000000, 3470.571307
   0.000000, 3470.491652
   0.000000, 3470.430578
   0.000000, 3470.399317
   0.000000, 3470.384442
   0.000000, 3470.378273
   0.000000, 3470.376879
   0.000000, 3470.374367
   0.000000, 3470.371925
   0.000000, 3470.347505
   0.000000, 3470.103293
   0.000000, 3467.660341
   0.000000, 3443.147262
   0.000000, 3386.136693
   0.000000, 3323.832917
   0.000000, 3021.234963
   0.000000, 2703.206877
   0.000000, 2385.563852
   0.000000, 2073.569658
   0.000000, 1771.585330
   0.000000, 1483.525374
   0.000000, 1212.895804
   0.000000, 1176.443070
   0.000000, 1155.889625
   0.000000, 1028.174447
   0.000000,  913.998393
   0.000000,  865.233964
   0.000000,  843.766161
   0.000000,  823.268007
   0.000000,  626.484782
   0.000000,  569.122933
   0.000000,  522.723340
   0.000000,  513.061944
   0.000000,  501.946426
   0.000000,  395.873493
   0.000000,  230.090389
   0.000000,  197.367476
   0.000000,  168.338740
   0.000000,  140.182726
   0.000000,  131.005418
   0.000000,  127.908318
   0.000000,  124.868939
   0.000000,   96.316214
   0.000000,   21.831264
   0.000000,   11.136822
   0.000000,    5.764766
   0.000000,    2.471384
   0.000000,    0.658995
   0.000000,    0.012544
   0.000000,    0.002587
   0.000000,    0.000168
   0.000000,    0.000008
