Ground Roll Distance, Horizontal Forces
   0.000000,  388.660672
   0.000000,  394.096479
   0.000000,  430.844882
   0.000000,  438.007831
   0.000000,  445.110086
   0.000000,  452.152302
   0.000000,  454.132273
   0.000000,  458.078245
   0.000000,  459.469702
   0.000000,  460.025637
   0.000000,  460.247907
   0.000000,  460.342727
   0.000000,  460.532335
   0.000000,  460.548102
   0.000000,  460.555917
   0.000000,  460.560677
   0.000000,  460.564498
   0.000000,  460.567185
   0.000000,  460.567984
   0.000000, 10328.767893
   0.000000, 10328.784453
   0.000000, 10328.950057
   0.000000, 10330.606181
   0.000000, 10347.175990
   0.000000, 10513.733522
   0.000000, 12267.690105
   0.000000, 14548.944096
   0.000000, 16971.696755
   0.000000, 19491.420039
   0.000000, 22079.667989
   0.000000, 24707.722793
   0.000000, 27346.121023
   0.000000, 28043.652641
   0.000000, 28493.633860
   0.000000, 28829.639352
   0.000000, 28993.690800
   0.000000, 29153.672966
   0.000000, 30762.407465
   0.000000, 31556.216746
   0.000000, 32020.980535
   0.000000, 32191.299424
   0.000000, 32396.655862
   0.000000, 34442.410674
   0.000000, 35014.790813
   0.000000, 35551.611447
   0.000000, 35801.841275
   0.000000, 35943.634539
   0.000000, 36080.769380
   0.000000, 37422.758881
   0.000000, 39484.459819
   0.000000, 39915.982103
   0.000000, 40327.116283
   0.000000, 40744.609722
   0.000000, 40836.082599
   0.000000, 40868.622480
   0.000000, 40908.238033
   0.000000, 41297.794954
   0.000000, 43003.489940
   0.000000, 43364.970393
   0.000000, 43620.619323
   0.000000, 43834.288650
   0.000000, 44019.291615
   0.000000, 44180.714601
   0.000000, 44216.948216
   0.000000, 44288.006907
   0.000000, 44293.958819
   0.000000, 44296.379987
