Mach, Climb Angle
   0.189492,    2.010584
   0.191619,    1.996721
   0.193745,    1.982248
   0.195871,    1.965374
   0.197998,    1.946212
   0.200124,    1.924877
   0.202250,    1.901494
   0.204377,    1.882381
   0.206503,    1.863037
   0.208629,    1.841186
   0.210756,    1.817699
   0.212882,    1.792719
   0.215008,    1.765909
   0.217135,    1.737085
   0.219261,    1.707095
   0.221387,    1.675346
   0.223514,    1.641881
   0.225640,    1.607606
   0.227766,    1.570937
   0.229893,    1.533599
   0.232019,    1.494467
   0.234145,    1.454295
   0.236272,    1.412693
   0.238398,    1.369929
   0.240524,    1.325855
   0.242651,    1.280757
   0.244777,    1.234214
   0.246903,    1.187051
   0.249030,    1.138047
   0.251156,    1.088920
   0.253283,    1.041331
   0.255409,    0.995901
   0.257535,    0.949354
   0.259662,    0.901472
   0.261788,    0.853430
   0.263914,    0.803487
   0.266041,    0.752997
   0.268167,    0.702303
   0.270293,    0.649394
   0.272420,    0.596292
   0.274546,    0.542996
   0.276672,    0.487495
   0.278799,    0.431780
   0.280925,    0.375855
   0.283051,    0.318251
   0.285178,    0.259930
   0.287304,    0.201385
   0.289430,    0.142165
   0.291557,    0.081252
   0.293683,    0.020100
   0.295809,   -0.041291
   0.297936,   -0.103703
   0.300062,   -0.167439
   0.302188,   -0.229823
   0.304315,   -0.290030
   0.306441,   -0.350959
   0.308567,   -0.413482
   0.310694,   -0.476270
   0.312820,   -0.539325
   0.314946,   -0.602646
   0.317073,   -0.667449
   0.319199,   -0.733060
   0.321325,   -0.798949
   0.323452,   -0.865117
   0.325578,   -0.931564
   0.327704,   -0.999401
   0.329831,   -1.068103
   0.331957,   -1.137095
   0.334083,   -1.206378
   0.336210,   -1.275952
   0.338336,   -1.345914
   0.340462,   -1.417699
   0.342589,   -1.489786
   0.344715,   -1.562174
   0.346841,   -1.634864
   0.348968,   -1.707856
   0.351094,   -1.780346
   0.353221,   -1.851134
   0.355347,   -1.922564
   0.357473,   -1.994306
   0.359600,   -2.066360
   0.361726,   -2.138725
   0.363852,   -2.211404
   0.365979,   -2.284394
   0.368105,   -2.358745
   0.370231,   -2.433870
   0.372358,   -2.509316
   0.374484,   -2.585085
   0.376610,   -2.661176
   0.378737,   -2.737590
   0.380863,   -2.814326
   0.382989,   -2.891386
   0.385116,   -2.969616
   0.387242,   -3.048761
   0.389368,   -3.128238
   0.391495,   -3.208047
   0.393621,   -3.288188
   0.395747,   -3.368662
   0.397874,   -3.449468
   0.400000,   -3.530608
