Cl, Efficiency
  -0.867846,   -8.477535
  -0.753527,   -8.535743
  -0.639374,   -8.468027
  -0.525389,   -8.195787
  -0.411575,   -7.606269
  -0.297919,   -6.512725
  -0.184421,   -4.725777
  -0.071093,   -2.101352
   0.042452,    1.407396
   0.155517,    5.549396
   0.268412,    9.754866
   0.381150,   13.242195
   0.493719,   15.574430
   0.606114,   16.732933
   0.718334,   16.956668
   0.830384,   16.550455
   0.942277,   15.746647
   1.054004,   14.793527
   1.165559,   13.818296
   1.276942,   12.879103
   1.388155,   11.998777
   1.498888,   11.177784
   1.597283,   10.345474
   1.664471,    9.431911
   1.695720,    8.463978
   1.701687,    7.529084
   1.708300,    6.739639
   1.755645,    6.447253
   1.899748,    6.737796
