Cl, Efficiency
  -0.847397,   -8.279320
  -0.735773,   -8.335814
  -0.624312,   -8.269243
  -0.513015,   -8.002842
  -0.401882,   -7.427137
  -0.290902,   -6.359345
  -0.180076,   -4.614426
  -0.069413,   -2.051671
   0.041466,    1.374695
   0.151877,    5.419527
   0.262127,    9.526435
   0.372226,   12.932130
   0.482163,   15.209880
   0.591933,   16.340380
   0.701537,   16.557404
   0.810979,   16.159845
   0.920271,   15.374548
   1.029404,   14.443783
   1.138373,   13.491624
   1.247179,   12.574754
   1.355823,   11.715410
   1.464002,   10.914009
   1.560126,   10.101399
   1.625751,    9.209155
   1.656241,    8.262793
   1.662002,    7.348799
   1.668373,    6.577468
   1.714631,    6.291054
   1.855599,    6.574621
