Ground Distance, Acceleration
   0.000000, 44958.394858
   0.000002, 44958.146617
   0.000024, 44957.370611
   0.000213, 44955.201295
   0.001223, 44950.667690
   0.005427, 44942.048060
   0.017414, 44929.054886
   0.036164, 44916.067709
   0.061885, 44902.981172
   0.094405, 44889.906553
   0.133774, 44876.816930
   0.180311, 44863.629144
   0.233793, 44850.426100
   0.294480, 44837.154446
   0.362803, 44823.750379
   0.438568, 44810.278505
   0.520746, 44796.913152
   0.610180, 44783.505339
   0.708579, 44769.832355
   0.814399, 44756.137255
   0.927723, 44742.411940
   1.048619, 44728.651909
   1.179096, 44714.650867
   1.317420, 44700.616448
   1.463609, 44686.549563
   1.617910, 44672.431136
   1.782053, 44658.118694
   1.954722, 44643.743253
   2.137004, 44629.226228
   2.328640, 44614.602607
   2.528440, 44599.968568
   2.736883, 44585.290657
   2.955769, 44570.452117
   3.184975, 44555.476434
   3.425114, 44540.338195
   3.676159, 44525.053760
   3.937829, 44509.652144
   4.210668, 44494.112563
   4.495574, 44478.397483
   4.788442, 44462.737508
   5.093948, 44446.887298
   5.413497, 44430.791926
   5.745207, 44414.561490
   6.091047, 44398.113252
   6.447489, 44381.624409
   6.811662, 44365.224335
   7.194696, 44348.422916
   7.590569, 44331.503192
   7.992856, 44314.737033
   8.411049, 44297.730655
   8.844679, 44280.518144
   9.287027, 44263.369960
   9.746863, 44245.951934
  10.217314, 44228.532524
  10.704270, 44210.899515
  11.209956, 44192.987451
  11.733331, 44174.848556
  12.272476, 44156.560181
  12.832336, 44137.967771
  13.404761, 44119.351027
  13.991004, 44100.670569
  14.590686, 44081.940676
  15.210135, 44062.970984
  15.844722, 44043.911633
  16.492690, 44024.817772
  17.165952, 44005.348710
  17.851486, 43985.889973
  18.556243, 43966.247842
  19.277679, 43946.499785
  20.019481, 43926.551872
  20.773073, 43906.637864
  21.562827, 43886.127252
  22.357464, 43865.840703
  23.179772, 43845.198603
  24.020085, 43824.453896
  24.874962, 43803.693205
  25.758410, 43782.584127
  26.659661, 43761.393137
  27.578403, 43740.130039
  28.511819, 43718.860686
  29.475571, 43697.235394
  30.459782, 43675.485664
  31.460039, 43653.711189
  32.477707, 43631.882864
  33.529449, 43609.652184
  34.603523, 43587.278119
  35.689857, 43564.970988
  36.795406, 43542.587018
  37.936611, 43519.802264
  39.092774, 43497.036785
  40.275618, 43474.062499
  41.476323, 43451.054541
  42.703425, 43427.852807
  43.950453, 43404.583721
  45.223907, 43381.129861
  46.527980, 43357.421439
  47.849233, 43333.706736
  49.201538, 43309.740566
  50.573996, 43285.720767
  51.977795, 43261.456024
  53.394928, 43237.259769
  54.851956, 43212.683140
  56.319163, 43188.230925
  57.820969, 43163.497867
  59.346949, 43138.661445
  60.915978, 43113.422267
  60.978936, 43112.415686
  60.980826, 43112.385476
  60.984353, 43112.329099
  60.984814, 43112.321731
  60.985086, 43112.317379
  60.985205, 43112.315162
  60.985475, 43112.309691
  60.988179, 43112.254973
  61.009336, 43111.826838
  61.116061, 43109.668266
  61.516307, 43101.588792
  62.518456, 43081.466656
  63.969114, 43052.605023
  65.460879, 43023.243799
  66.974816, 42993.764947
  68.520825, 42963.981837
  70.075193, 42934.353035
  71.664944, 42904.365975
  73.271996, 42874.366900
  74.892132, 42844.433075
  76.547433, 42814.160072
  78.222160, 42783.841005
  79.920677, 42753.398807
  81.646330, 42722.777406
  83.391637, 42692.112283
  85.167548, 42661.214513
  86.972147, 42630.123077
  88.797912, 42598.970677
  90.651829, 42567.640966
  92.526205, 42536.266539
  94.429757, 42504.704173
  96.356038, 42473.063958
  98.328679, 42440.964698
 100.302907, 42409.136969
 102.317951, 42376.948991
 104.361521, 42344.603633
 106.423406, 42312.263984
 108.508809, 42279.848815
 110.634105, 42247.108409
 112.779863, 42214.346216
 114.941740, 42181.627652
 117.150456, 42148.492161
 119.360031, 42115.630867
 121.609989, 42082.455895
 123.886679, 42049.173434
 126.194135, 42015.727407
 128.526616, 41982.203566
 130.891472, 41948.499030
 133.294396, 41914.537601
 135.712143, 41880.649569
 138.173914, 41846.428364
 140.661490, 41812.131746
 143.181650, 41777.668717
 145.727155, 41743.140567
 148.303044, 41708.480791
 150.900846, 41673.804673
 153.537696, 41638.886044
 156.194774, 41603.976427
 158.900415, 41568.707165
 161.615501, 41533.590137
 164.344686, 41498.561841
 167.132402, 41463.055994
 169.956791, 41427.358241
 172.795220, 41391.755268
 175.671424, 41355.950085
 178.591347, 41319.873594
 181.538760, 41283.729656
 184.517815, 41247.468949
 187.526948, 41211.112401
 190.566149, 41174.661776
 193.631008, 41138.170997
 196.712519, 41101.746540
 199.857141, 41064.843279
 203.005101, 41028.164959
 206.213978, 40991.042614
 209.452808, 40953.839630
 212.703050, 40916.768011
 216.000618, 40879.419214
 219.337064, 40841.893281
 222.712561, 40804.191537
 226.107075, 40766.538633
 229.521555, 40728.922767
 232.991979, 40690.950424
 236.485017, 40652.989424
 240.019366, 40614.837993
 243.614817, 40576.288061
 247.223211, 40537.858383
 250.869260, 40499.285610
 251.603557, 40491.548110
 252.061039, 40486.732677
 252.369565, 40483.487385
 252.665535, 40480.375860
 252.883533, 40478.085111
 253.097257, 40475.840152
 253.105329, 40475.755375
 253.108830, 40475.718605
 253.114814, 40475.655765
 253.115671, 40475.646764
 253.116173, 40475.641490
 253.116504, 40475.637435
 253.116809, 40475.633485
 253.119851, 40475.593987
 253.147688, 40475.232565
 253.324527, 40472.937029
 254.047075, 40463.565770
 256.393682, 40433.220134
 259.763129, 40389.883057
 263.163256, 40346.428140
 266.602446, 40302.751375
 270.068949, 40259.004684
 273.558669, 40215.240514
 277.081741, 40171.333221
 280.637897, 40127.288672
 284.215714, 40083.249544
 287.834006, 40038.986202
 291.476856, 39994.695647
 295.154443, 39950.255692
 298.855002, 39905.809878
 302.574122, 39861.410762
 306.334238, 39816.792045
 310.120064, 39772.137379
 313.942747, 39727.317058
 317.800249, 39682.357681
 321.684156, 39637.358867
 325.593382, 39592.333764
 329.533112, 39547.223615
 333.508088, 39501.976061
 337.525205, 39456.515670
 341.559677, 39411.124182
 345.625225, 39365.647358
 349.732092, 39319.973074
 353.858372, 39274.346236
 358.031391, 39228.466453
 362.241687, 39182.441168
 366.469920, 39136.482498
 370.740340, 39090.327961
 375.032452, 39044.200488
 379.349011, 38998.070303
 383.702819, 38951.801780
 388.103090, 38905.300138
 392.534217, 38858.732833
 396.993997, 38812.123932
 401.499764, 38765.294488
 406.014360, 38718.631180
 410.556772, 38671.936654
 415.137335, 38625.106105
 419.752568, 38578.177051
 424.406112, 38531.114423
 429.094509, 38483.955088
 433.807211, 38436.805897
 438.546382, 38389.645277
 443.320878, 38342.386016
 448.134202, 38294.995337
 453.001895, 38247.323590
 457.895519, 38199.651584
 462.828669, 38151.847986
 467.773420, 38104.183404
 472.759086, 38056.375391
 477.770508, 38008.570460
 482.831216, 37960.545937
 487.909083, 37912.607810
 493.021539, 37864.591541
 498.164111, 37816.540111
 503.335500, 37768.466189
 508.561592, 37720.131388
 513.809929, 37671.837683
 519.120236, 37623.221791
 524.477113, 37574.428606
 529.865066, 37525.600977
 535.279559, 37476.780317
 540.709709, 37428.064039
 546.188860, 37379.153766
 551.688010, 37330.309473
 557.227226, 37281.353382
 562.818483, 37232.182220
 568.430411, 37183.073108
 574.079650, 37133.880726
 579.766519, 37084.603669
 585.485320, 37035.292317
 591.242589, 36985.891347
 597.044294, 36936.351378
 598.209182, 36926.433571
 598.362826, 36925.126178
 598.528594, 36923.715801
 598.743081, 36921.891209
 598.783872, 36921.544246
 598.838094, 36921.083057
 598.912128, 36920.453391
 598.913917, 36920.438174
 598.914863, 36920.430129
 598.915385, 36920.424979
 598.916001, 36920.418430
 598.922157, 36920.352946
 598.983724, 36919.698111
 599.352799, 36915.773357
 600.847355, 36899.893854
 605.281438, 36852.910587
 610.532958, 36797.511925
 615.795126, 36742.265448
 621.098892, 36686.846764
 626.416477, 36631.546953
 631.753662, 36576.305055
 637.136778, 36520.850062
 642.554565, 36465.300582
 647.978985, 36409.943818
 653.453785, 36354.334203
 658.954424, 36298.723225
 664.472258, 36243.198120
 670.013182, 36187.699215
 675.605327, 36131.946787
 681.209166, 36076.336109
 686.856739, 36020.549933
 692.513155, 35964.933379
 698.218425, 35909.093866
 703.954067, 35853.214533
 709.709418, 35797.399570
 715.501912, 35741.480617
 721.338814, 35685.389903
 727.193113, 35629.388001
 733.079798, 35573.331786
 738.990221, 35517.304220
 744.933809, 35461.216636
 750.918845, 35404.992670
 756.910903, 35348.955846
