Mach, Rate of Climb
   0.325001,    5.611160
   0.329597,    5.421130
   0.334193,    5.220658
   0.338789,    5.047692
   0.343385,    5.142388
   0.347981,    5.255147
   0.352577,    5.369103
   0.357173,    5.482329
   0.361769,    5.591550
   0.366365,    5.699938
   0.370961,    5.800614
   0.375557,    5.898904
   0.380153,    6.000283
   0.384749,    6.086297
   0.389345,    6.172049
   0.393941,    6.260530
   0.398537,    6.340511
   0.403132,    6.406598
   0.407728,    6.473655
   0.412324,    6.542912
   0.416920,    6.603199
   0.421516,    6.648791
   0.426112,    6.697016
   0.430708,    6.747779
   0.435304,    6.798566
   0.439900,    6.832703
   0.444496,    6.867590
   0.449092,    6.903449
   0.453688,    6.938847
   0.458284,    6.975047
   0.462880,    7.011492
   0.467476,    7.030882
   0.472072,    7.049318
   0.476668,    7.069016
   0.481264,    7.090481
   0.485859,    7.111089
   0.490455,    7.130842
   0.495051,    7.130728
   0.499647,    7.123982
   0.504243,    7.115708
   0.508839,    7.105663
   0.513435,    7.091289
   0.518031,    7.075317
   0.522627,    7.057743
   0.527223,    7.038169
   0.531819,    6.997589
   0.536415,    6.950292
   0.541011,    6.900742
   0.545607,    6.850538
   0.550203,    6.798771
   0.554799,    6.744760
   0.559395,    6.688543
   0.563991,    6.633092
   0.568587,    6.575417
   0.573182,    6.515506
   0.577778,    6.437099
   0.582374,    6.349283
   0.586970,    6.258645
   0.591566,    6.165170
   0.596162,    6.068110
   0.600758,    5.967757
   0.605354,    5.864506
   0.609950,    5.758341
   0.614546,    5.649544
   0.619142,    5.537824
   0.623738,    5.423150
   0.628334,    5.305716
   0.632930,    5.185879
   0.637526,    5.055183
   0.642122,    4.905989
   0.646718,    4.753240
   0.651314,    4.596926
   0.655909,    4.437057
   0.660505,    4.273614
   0.665101,    4.107137
   0.669697,    3.937127
   0.674293,    3.763497
   0.678889,    3.586540
   0.683485,    3.407170
   0.688081,    3.224148
   0.692677,    3.037452
   0.697273,    2.847874
   0.701869,    2.655368
   0.706465,    2.459155
   0.711061,    2.259218
   0.715657,    2.056643
   0.720253,    1.850557
   0.724849,    1.629701
   0.729445,    1.392863
   0.734041,    1.152526
   0.738636,    0.907937
   0.743232,    0.659078
   0.747828,    0.406193
   0.752424,    0.149327
   0.757020,   -0.111866
   0.761616,   -0.377408
   0.766212,   -0.646101
   0.770808,   -0.918896
   0.775404,   -1.196430
   0.780000,   -1.478873
