CL_e, delta_e_eq
   0.590614,   -8.681257
   0.671366,   -9.418285
   0.752357,  -10.118756
   0.833586,  -10.782823
   0.915052,  -11.425000
   0.996753,  -12.105063
   1.078688,  -12.830409
   1.160857,  -13.528740
   1.243261,  -14.200291
   1.327136,  -14.598708
   1.409017,  -16.167523
   1.491131,  -18.513812
   1.573480,  -22.768215
   1.656064,  -24.880201
   1.738883,  -25.000000
