Speed (TAS), Efficiency
  73.437714,   14.635897
  74.139590,   14.745392
  74.841467,   14.850475
  75.543343,   14.951322
  76.245219,   15.048149
  76.947095,   15.139324
  77.648972,   15.224982
  78.350848,   15.307008
  79.052724,   15.384681
  79.754600,   15.455501
  80.456477,   15.523329
  81.158353,   15.586095
  81.860229,   15.643072
  82.562105,   15.697939
  83.263982,   15.744726
  83.965858,   15.789478
  84.667734,   15.828242
  85.369610,   15.863315
  86.071487,   15.893774
  86.773363,   15.919738
  87.475239,   15.941682
  88.177116,   15.959229
  88.878992,   15.972519
  89.580868,   15.982455
  90.282744,   15.987021
  90.984621,   15.990251
  91.686497,   15.986093
  92.388373,   15.981904
  93.090249,   15.970787
  93.792126,   15.957889
  94.494002,   15.942290
  95.195878,   15.920823
  95.897754,   15.899255
  96.599631,   15.872050
  97.301507,   15.842100
  98.003383,   15.812047
  98.705259,   15.774921
  99.407136,   15.736756
 100.109012,   15.698506
 100.810888,   15.653267
 101.512764,   15.607245
 102.214641,   15.561177
 102.916517,   15.509712
 103.618393,   15.456267
 104.320269,   15.402829
 105.022146,   15.347061
 105.724022,   15.286684
 106.425898,   15.226382
 107.127774,   15.166161
 107.829651,   15.101449
 108.531527,   15.034827
 109.233403,   14.968363
 109.935279,   14.902062
 110.637156,   14.831158
 111.339032,   14.759025
 112.040908,   14.687140
 112.742785,   14.615507
 113.444661,   14.541091
 114.146537,   14.464202
 114.848413,   14.387656
 115.550290,   14.311454
 116.252166,   14.235598
 116.954042,   14.155179
 117.655918,   14.074725
 118.357795,   13.994706
 119.059671,   13.915125
 119.761547,   13.835981
 120.463423,   13.752912
 121.165300,   13.669800
 121.867176,   13.587212
 122.569052,   13.505148
 123.270928,   13.423606
 123.972805,   13.340922
 124.674681,   13.255999
 125.376557,   13.171679
 126.078433,   13.087962
 126.780310,   13.004843
 127.482186,   12.922320
 128.184062,   12.839247
 128.885938,   12.753949
 129.587815,   12.669322
 130.289691,   12.585359
 130.991567,   12.502057
 131.693443,   12.419412
 132.395320,   12.337420
 133.097196,   12.254235
 133.799072,   12.170066
 134.500948,   12.086612
 135.202825,   12.003867
 135.904701,   11.921826
 136.606577,   11.840482
 137.308454,   11.759830
 138.010330,   11.679865
 138.712206,   11.597704
 139.414082,   11.516121
 140.115959,   11.435274
 140.817835,   11.355157
 141.519711,   11.275763
 142.221587,   11.197085
 142.923464,   11.119116
