eta	  	menodue		zero		tre		dieci	
0		-0.127928565	0.190911686	0.66905875	    1.782829352
0.034482759	-0.128076795	0.191177128	0.669944251	1.785154203
0.068965517	-0.128188459	0.191354004	0.670553627	1.786767554
0.103448276	-0.128318271	0.191546533	0.67122932	1.788564831
0.137931034	-0.128477162	0.191774644	0.67203752	1.790719599
0.172413793	-0.128671161	0.192048419	0.673012455	1.793322129
0.206896552	-0.128905523	0.192375948	0.67418222	1.796446932
0.24137931	-0.129185914	0.192765512	0.675575996	1.800171694
0.275862069	-0.129519014	0.193226604	0.677227518	1.804586388
0.310344828	-0.129913004	0.193770687	0.679177691	1.809800225
0.344827586	-0.130378099	0.194411971	0.681477334	1.815948942
0.379310345	-0.130927216	0.195168359	0.684190542	1.823203779
0.413793103	-0.131576867	0.196062695	0.687399144	1.831783366
0.448275862	-0.132348388	0.19712446	0.691208781	1.841969953
0.482758621	-0.133269647	0.198392136	0.695757376	1.854132024
0.517241379	-0.1343775	0.199916591	0.701227259	    1.868756668
0.551724138	-0.135721526	0.20176621	0.707863601	1.886498781
0.586206897	-0.137368581	0.204033037	0.715996568	1.908240254
0.620689655	-0.139818322	0.206452603	0.725714338	1.934887158
0.655172414	-0.142916571	0.20954668	0.738089344	1.968786389
0.689655172	-0.146792427	0.213707503	0.754294905	2.012918673
0.724137931	-0.151801782	0.2194351	0.776113376	2.072032188
0.75862069	-0.15854498	0.227562176	0.806524184	    2.154066675
0.793103448	-0.168096368	0.239580448	0.850862285	2.273225214
0.827586207	-0.182556035	0.258409142	0.919562231	2.457246387
0.862068966	-0.206543568	0.290475389	1.035582834	2.767012315
0.896551724	-0.252362726	0.352923285	1.260093568	3.363948503
0.931034483	-0.365711574	0.509502253	1.820034804	4.839434501
0.965517241	-0.959620094	1.336907687	4.740913765	12.0603893
1		0.866999868	-1.222952674	-4.326935865	-11.08937223
