Ground Roll distance, Load Factor
1082.832036,    0.725563
1106.800277,    0.722732
1270.110435,    0.703588
1302.510253,    0.699821
1334.823214,    0.696074
1367.049552,    0.692347
1399.189498,    0.688640
1400.473302,    0.688492
1403.040497,    0.688196
1404.067221,    0.688078
1404.503194,    0.688028
1405.375092,    0.687927
1405.447329,    0.687919
1405.509101,    0.687912
1405.543006,    0.687908
1405.560146,    0.687906
1405.566797,    0.687905
1405.570893,    0.687905
1405.573567,    0.687905
1405.574361,    0.687904
1405.575173,    0.687904
1405.583292,    0.687900
1405.664479,    0.687862
1406.476231,    0.687482
1414.581379,    0.683669
1494.351293,    0.644142
1592.710502,    0.589892
1683.605589,    0.533499
1766.011091,    0.476295
1840.093214,    0.419115
1906.164398,    0.362777
1964.609302,    0.308081
1985.793746,    0.286989
1999.124324,    0.273342
2012.663321,    0.259173
2025.131301,    0.245844
2036.256996,    0.233722
2056.652454,    0.210915
2069.402173,    0.196256
2075.083503,    0.189620
2080.534093,    0.183192
2116.221658,    0.139510
2124.200113,    0.129342
2134.140209,    0.116453
2136.894178,    0.112838
2139.706209,    0.109127
2165.193827,    0.074566
2187.781639,    0.042406
2191.763119,    0.036568
2195.989727,    0.030311
2196.731233,    0.029206
2197.066946,    0.028705
2197.446910,    0.028138
2201.037210,    0.022747
2212.265813,    0.005477
2214.081235,    0.002611
2214.773309,    0.001510
2215.230538,    0.000780
2215.521706,    0.000313
2215.693408,    0.000037
2215.706242,    0.000016
2215.713613,    0.000004
2215.715475,    0.000001
2215.716013,    0.000000
2215.716082,    0.000000
