Cruise Altitude[ft];Cruise Mach number;BlockFuel[kg];AnnualDOC[M$_year]
21500;0.45;8035.468256;24.2322657
21500;0.46;7863.670818;24.24302396
21500;0.47;7706.960498;24.26003903
21500;0.48;7563.821153;24.28269904
21500;0.49;7432.936252;24.31047363
21500;0.5;7314.18936;24.34750152
21500;0.51;7205.538968;24.39540775
21500;0.52;7109.11238;24.44976536
21500;0.53;7024.001673;24.51024981
21500;0.54;6949.226963;24.57642427
21500;0.55;6883.767452;24.64776502
21500;0.56;6826.728902;24.72381091
21500;0.57;6777.354478;24.80418102
21500;0.58;6735.099807;24.88865128
21500;0.59;6699.443575;24.97699095
21500;0.6;6669.879695;25.06895731
21500;0.61;6645.921448;25.16423791
21500;0.62;6627.138516;25.26266368
21500;0.63;6613.166832;25.36408279
21500;0.64;6603.727903;25.4683853
21750;0.64;6603.727903;25.4683853
21750;0.63;6613.166832;25.36408279
21750;0.62;6627.138516;25.26266368
21750;0.61;6645.921448;25.16423791
21750;0.6;6669.879695;25.06895731
21750;0.59;6699.443575;24.97699095
21750;0.58;6735.099807;24.88865128
21750;0.57;6777.354478;24.80418102
21750;0.56;6826.728902;24.72381091
21750;0.55;6883.767452;24.64776502
21750;0.54;6949.226963;24.57642427
21750;0.53;7024.001673;24.51024981
21750;0.52;7109.11238;24.44976536
21750;0.51;7205.538968;24.39540775
21750;0.5;7314.18936;24.34750152
21750;0.49;7432.936252;24.31047363
21750;0.48;7563.821153;24.28269904
21750;0.47;7706.960498;24.26003903
21750;0.46;7863.670818;24.24302396
21750;0.45;8035.468256;24.2322657
22000;0.45;8035.468256;24.2322657
22000;0.46;7863.670818;24.24302396
22000;0.47;7706.960498;24.26003903
22000;0.48;7563.821153;24.28269904
22000;0.49;7432.936252;24.31047363
22000;0.5;7314.18936;24.34750152
22000;0.51;7205.538968;24.39540775
22000;0.52;7109.11238;24.44976536
22000;0.53;7024.001673;24.51024981
22000;0.54;6949.226963;24.57642427
22000;0.55;6883.767452;24.64776502
22000;0.56;6826.728902;24.72381091
22000;0.57;6777.354478;24.80418102
22000;0.58;6735.099807;24.88865128
22000;0.59;6699.443575;24.97699095
22000;0.6;6669.879695;25.06895731
22000;0.61;6645.921448;25.16423791
22000;0.62;6627.138516;25.26266368
22000;0.63;6613.166832;25.36408279
22000;0.64;6603.727903;25.4683853
22250;0.64;6603.727903;25.4683853
22250;0.63;6613.166832;25.36408279
22250;0.62;6627.138516;25.26266368
22250;0.61;6645.921448;25.16423791
22250;0.6;6669.879695;25.06895731
22250;0.59;6699.443575;24.97699095
22250;0.58;6735.099807;24.88865128
22250;0.57;6777.354478;24.80418102
22250;0.56;6826.728902;24.72381091
22250;0.55;6883.767452;24.64776502
22250;0.54;6949.226963;24.57642427
22250;0.53;7024.001673;24.51024981
22250;0.52;7109.11238;24.44976536
22250;0.51;7205.538968;24.39540775
22250;0.5;7314.18936;24.34750152
22250;0.49;7432.936252;24.31047363
22250;0.48;7563.821153;24.28269904
22250;0.47;7706.960498;24.26003903
22250;0.46;7863.670818;24.24302396
22250;0.45;8035.468256;24.2322657
22500;0.45;8035.468256;24.2322657
22500;0.46;7863.670818;24.24302396
22500;0.47;7706.960498;24.26003903
22500;0.48;7563.821153;24.28269904
22500;0.49;7432.936252;24.31047363
22500;0.5;7314.18936;24.34750152
22500;0.51;7205.538968;24.39540775
22500;0.52;7109.11238;24.44976536
22500;0.53;7024.001673;24.51024981
22500;0.54;6949.226963;24.57642427
22500;0.55;6883.767452;24.64776502
22500;0.56;6826.728902;24.72381091
22500;0.57;6777.354478;24.80418102
22500;0.58;6735.099807;24.88865128
22500;0.59;6699.443575;24.97699095
22500;0.6;6669.879695;25.06895731
22500;0.61;6645.921448;25.16423791
22500;0.62;6627.138516;25.26266368
22500;0.63;6613.166832;25.36408279
22500;0.64;6603.727903;25.4683853
22750;0.64;6603.727903;25.4683853
22750;0.63;6613.166832;25.36408279
22750;0.62;6627.138516;25.26266368
22750;0.61;6645.921448;25.16423791
22750;0.6;6669.879695;25.06895731
22750;0.59;6699.443575;24.97699095
22750;0.58;6735.099807;24.88865128
22750;0.57;6777.354478;24.80418102
22750;0.56;6826.728902;24.72381091
22750;0.55;6883.767452;24.64776502
22750;0.54;6949.226963;24.57642427
22750;0.53;7024.001673;24.51024981
22750;0.52;7109.11238;24.44976536
22750;0.51;7205.538968;24.39540775
22750;0.5;7314.18936;24.34750152
22750;0.49;7432.936252;24.31047363
22750;0.48;7563.821153;24.28269904
22750;0.47;7706.960498;24.26003903
22750;0.46;7863.670818;24.24302396
22750;0.45;8035.468256;24.2322657
23000;0.45;7932.16199;24.09977573
23000;0.46;7749.410302;24.09928528
23000;0.47;7582.342236;24.10530316
23000;0.48;7429.118036;24.11697595
23000;0.49;7288.275184;24.13366406
23000;0.5;7158.692579;24.15493524
23000;0.51;7038.743976;24.17986892
23000;0.52;6932.105232;24.21717708
23000;0.53;6837.708767;24.26596017
23000;0.54;6753.532855;24.32013891
23000;0.55;6678.783593;24.37938914
23000;0.56;6612.624955;24.44330827
23000;0.57;6554.200596;24.51143424
23000;0.58;6502.759623;24.58336004
23000;0.59;6457.690013;24.65877056
23000;0.6;6418.552322;24.7374814
23000;0.61;6384.950378;24.81932674
23000;0.62;6356.472597;24.90410658
23000;0.63;6332.707004;24.99159098
23000;0.64;6313.268067;25.08150705
23250;0.64;6313.268067;25.08150705
23250;0.63;6332.707004;24.99159098
23250;0.62;6356.472597;24.90410658
23250;0.61;6384.950378;24.81932674
23250;0.6;6418.552322;24.7374814
23250;0.59;6457.690013;24.65877056
23250;0.58;6502.759623;24.58336004
23250;0.57;6554.200596;24.51143424
23250;0.56;6612.624956;24.44330827
23250;0.55;6678.783592;24.37938914
23250;0.54;6753.532855;24.32013891
23250;0.53;6837.708767;24.26596017
23250;0.52;6932.105232;24.21717708
23250;0.51;7038.743976;24.17986892
23250;0.5;7158.692579;24.15493524
23250;0.49;7288.275184;24.13366406
23250;0.48;7429.118036;24.11697595
23250;0.47;7582.342236;24.10530316
23250;0.46;7749.410302;24.09928528
23250;0.45;7932.16199;24.09977573
23500;0.45;7932.16199;24.09977573
23500;0.46;7749.410302;24.09928528
23500;0.47;7582.342236;24.10530316
23500;0.48;7429.118036;24.11697595
23500;0.49;7288.275184;24.13366406
23500;0.5;7158.692579;24.15493524
23500;0.51;7038.743976;24.17986892
23500;0.52;6932.105232;24.21717708
23500;0.53;6837.708767;24.26596017
23500;0.54;6753.532855;24.32013891
23500;0.55;6678.783593;24.37938914
23500;0.56;6612.624955;24.44330827
23500;0.57;6554.200596;24.51143424
23500;0.58;6502.759623;24.58336004
23500;0.59;6457.690013;24.65877056
23500;0.6;6418.552322;24.7374814
23500;0.61;6384.950378;24.81932674
23500;0.62;6356.472597;24.90410658
23500;0.63;6332.707004;24.99159098
23500;0.64;6313.268067;25.08150705
23750;0.64;6313.268067;25.08150705
23750;0.63;6332.707004;24.99159098
23750;0.62;6356.472597;24.90410658
23750;0.61;6384.950378;24.81932674
23750;0.6;6418.552322;24.7374814
23750;0.59;6457.690013;24.65877056
23750;0.58;6502.759623;24.58336004
23750;0.57;6554.200596;24.51143424
23750;0.56;6612.624956;24.44330827
23750;0.55;6678.783592;24.37938914
23750;0.54;6753.532855;24.32013891
23750;0.53;6837.708767;24.26596017
23750;0.52;6932.105232;24.21717708
23750;0.51;7038.743976;24.17986892
23750;0.5;7158.692579;24.15493524
23750;0.49;7288.275184;24.13366406
23750;0.48;7429.118036;24.11697595
23750;0.47;7582.342236;24.10530316
23750;0.46;7749.410302;24.09928528
23750;0.45;7932.16199;24.09977573
24000;0.45;7932.16199;24.09977573
24000;0.46;7749.410302;24.09928528
24000;0.47;7582.342236;24.10530316
24000;0.48;7429.118036;24.11697595
24000;0.49;7288.275184;24.13366406
24000;0.5;7158.692579;24.15493524
24000;0.51;7038.743976;24.17986892
24000;0.52;6932.105232;24.21717708
24000;0.53;6837.708767;24.26596017
24000;0.54;6753.532855;24.32013891
24000;0.55;6678.783593;24.37938914
24000;0.56;6612.624955;24.44330827
24000;0.57;6554.200596;24.51143424
24000;0.58;6502.759623;24.58336004
24000;0.59;6457.690013;24.65877056
24000;0.6;6418.552322;24.7374814
24000;0.61;6384.950378;24.81932674
24000;0.62;6356.472597;24.90410658
24000;0.63;6332.707004;24.99159098
24000;0.64;6313.268067;25.08150705
24250;0.64;6313.268067;25.08150705
24250;0.63;6332.707004;24.99159098
24250;0.62;6356.472597;24.90410658
24250;0.61;6384.950378;24.81932674
24250;0.6;6418.552322;24.7374814
24250;0.59;6457.690013;24.65877056
24250;0.58;6502.759623;24.58336004
24250;0.57;6554.200596;24.51143424
24250;0.56;6612.624956;24.44330827
24250;0.55;6678.783592;24.37938914
24250;0.54;6753.532855;24.32013891
24250;0.53;6837.708767;24.26596017
24250;0.52;6932.105232;24.21717708
24250;0.51;7038.743976;24.17986892
24250;0.5;7158.692579;24.15493524
24250;0.49;7288.275184;24.13366406
24250;0.48;7429.118036;24.11697595
24250;0.47;7582.342236;24.10530316
24250;0.46;7749.410302;24.09928528
24250;0.45;7932.16199;24.09977573
24500;0.45;7932.16199;24.09977573
24500;0.46;7749.410302;24.09928528
24500;0.47;7582.342236;24.10530316
24500;0.48;7429.118036;24.11697595
24500;0.49;7288.275184;24.13366406
24500;0.5;7158.692579;24.15493524
24500;0.51;7038.743976;24.17986892
24500;0.52;6932.105232;24.21717708
24500;0.53;6837.708767;24.26596017
24500;0.54;6753.532855;24.32013891
24500;0.55;6678.783593;24.37938914
24500;0.56;6612.624955;24.44330827
24500;0.57;6554.200596;24.51143424
24500;0.58;6502.759623;24.58336004
24500;0.59;6457.690013;24.65877056
24500;0.6;6418.552322;24.7374814
24500;0.61;6384.950378;24.81932674
24500;0.62;6356.472597;24.90410658
24500;0.63;6332.707004;24.99159098
24500;0.64;6313.268067;25.08150705
24750;0.64;6313.268067;25.08150705
24750;0.63;6332.707004;24.99159098
24750;0.62;6356.472597;24.90410658
24750;0.61;6384.950378;24.81932674
24750;0.6;6418.552322;24.7374814
24750;0.59;6457.690013;24.65877056
24750;0.58;6502.759623;24.58336004
24750;0.57;6554.200596;24.51143424
24750;0.56;6612.624956;24.44330827
24750;0.55;6678.783592;24.37938914
24750;0.54;6753.532855;24.32013891
24750;0.53;6837.708767;24.26596017
24750;0.52;6932.105232;24.21717708
24750;0.51;7038.743976;24.17986892
24750;0.5;7158.692579;24.15493524
24750;0.49;7288.275184;24.13366406
24750;0.48;7429.118036;24.11697595
24750;0.47;7582.342236;24.10530316
24750;0.46;7749.410302;24.09928528
24750;0.45;7932.16199;24.09977573
25000;0.45;7808.66487;23.95564237
25000;0.46;7617.239988;23.94529236
25000;0.47;7442.149275;23.94182536
25000;0.48;7281.355236;23.94424718
25000;0.49;7133.135062;23.95171787
25000;0.5;6996.134326;23.96361611
25000;0.51;6870.15843;23.98022657
25000;0.52;6755.384913;24.00213086
25000;0.53;6651.249153;24.02926714
25000;0.54;6558.431259;24.06815034
25000;0.55;6475.703305;24.11646707
25000;0.56;6401.432661;24.16918282
25000;0.57;6334.94719;24.22599853
25000;0.58;6275.548802;24.28655876
25000;0.59;6222.554999;24.35048942
25000;0.6;6175.323256;24.41742193
25000;0.61;6133.356716;24.48709414
25000;0.62;6096.278959;24.55933396
25000;0.63;6063.802052;24.63403511
25000;0.64;6035.606477;24.71104697
25250;0.64;6035.606477;24.71104697
25250;0.63;6063.802052;24.63403511
25250;0.62;6096.278959;24.55933396
25250;0.61;6133.356716;24.48709414
25250;0.6;6175.323256;24.41742193
25250;0.59;6222.554999;24.35048942
25250;0.58;6275.548802;24.28655876
25250;0.57;6334.94719;24.22599853
25250;0.56;6401.43266;24.16918282
25250;0.55;6475.703304;24.11646707
25250;0.54;6558.431259;24.06815034
25250;0.53;6651.249153;24.02926714
25250;0.52;6755.384913;24.00213086
25250;0.51;6870.15843;23.98022657
25250;0.5;6996.134326;23.96361611
25250;0.49;7133.135062;23.95171787
25250;0.48;7281.355236;23.94424718
25250;0.47;7442.149275;23.94182536
25250;0.46;7617.239988;23.94529236
25250;0.45;7808.66487;23.95564237
25500;0.45;7808.66487;23.95564237
25500;0.46;7617.239988;23.94529236
25500;0.47;7442.149275;23.94182536
25500;0.48;7281.355236;23.94424718
25500;0.49;7133.135062;23.95171787
25500;0.5;6996.134326;23.96361611
25500;0.51;6870.15843;23.98022657
25500;0.52;6755.384913;24.00213086
25500;0.53;6651.249153;24.02926714
25500;0.54;6558.431259;24.06815034
25500;0.55;6475.703305;24.11646707
25500;0.56;6401.432661;24.16918282
25500;0.57;6334.94719;24.22599853
25500;0.58;6275.548802;24.28655876
25500;0.59;6222.554999;24.35048942
25500;0.6;6175.323256;24.41742193
25500;0.61;6133.356716;24.48709414
25500;0.62;6096.278959;24.55933396
25500;0.63;6063.802052;24.63403511
25500;0.64;6035.606477;24.71104697
25750;0.64;6035.606477;24.71104697
25750;0.63;6063.802052;24.63403511
25750;0.62;6096.278959;24.55933396
25750;0.61;6133.356716;24.48709414
25750;0.6;6175.323256;24.41742193
25750;0.59;6222.554999;24.35048942
25750;0.58;6275.548802;24.28655876
25750;0.57;6334.94719;24.22599853
25750;0.56;6401.43266;24.16918282
25750;0.55;6475.703304;24.11646707
25750;0.54;6558.431259;24.06815034
25750;0.53;6651.249153;24.02926714
25750;0.52;6755.384913;24.00213086
25750;0.51;6870.15843;23.98022657
25750;0.5;6996.134326;23.96361611
25750;0.49;7133.135062;23.95171787
25750;0.48;7281.355236;23.94424718
25750;0.47;7442.149275;23.94182536
25750;0.46;7617.239988;23.94529236
25750;0.45;7808.66487;23.95564237
26000;0.45;7808.66487;23.95564237
26000;0.46;7617.239988;23.94529236
26000;0.47;7442.149275;23.94182536
26000;0.48;7281.355236;23.94424718
26000;0.49;7133.135062;23.95171787
26000;0.5;6996.134326;23.96361611
26000;0.51;6870.15843;23.98022657
26000;0.52;6755.384913;24.00213086
26000;0.53;6651.249153;24.02926714
26000;0.54;6558.431259;24.06815034
26000;0.55;6475.703305;24.11646707
26000;0.56;6401.432661;24.16918282
26000;0.57;6334.94719;24.22599853
26000;0.58;6275.548802;24.28655876
26000;0.59;6222.554999;24.35048942
26000;0.6;6175.323256;24.41742193
26000;0.61;6133.356716;24.48709414
26000;0.62;6096.278959;24.55933396
26000;0.63;6063.802052;24.63403511
26000;0.64;6035.606477;24.71104697
26250;0.64;6035.606477;24.71104697
26250;0.63;6063.802052;24.63403511
26250;0.62;6096.278959;24.55933396
26250;0.61;6133.356716;24.48709414
26250;0.6;6175.323256;24.41742193
26250;0.59;6222.554999;24.35048942
26250;0.58;6275.548802;24.28655876
26250;0.57;6334.94719;24.22599853
26250;0.56;6401.43266;24.16918282
26250;0.55;6475.703304;24.11646707
26250;0.54;6558.431259;24.06815034
26250;0.53;6651.249153;24.02926714
26250;0.52;6755.384913;24.00213086
26250;0.51;6870.15843;23.98022657
26250;0.5;6996.134326;23.96361611
26250;0.49;7133.135062;23.95171787
26250;0.48;7281.355236;23.94424718
26250;0.47;7442.149275;23.94182536
26250;0.46;7617.239988;23.94529236
26250;0.45;7808.66487;23.95564237
26500;0.45;7808.66487;23.95564237
26500;0.46;7617.239988;23.94529236
26500;0.47;7442.149275;23.94182536
26500;0.48;7281.355236;23.94424718
26500;0.49;7133.135062;23.95171787
26500;0.5;6996.134326;23.96361611
26500;0.51;6870.15843;23.98022657
26500;0.52;6755.384913;24.00213086
26500;0.53;6651.249153;24.02926714
26500;0.54;6558.431259;24.06815034
26500;0.55;6475.703305;24.11646707
26500;0.56;6401.432661;24.16918282
26500;0.57;6334.94719;24.22599853
26500;0.58;6275.548802;24.28655876
26500;0.59;6222.554999;24.35048942
26500;0.6;6175.323256;24.41742193
26500;0.61;6133.356716;24.48709414
26500;0.62;6096.278959;24.55933396
26500;0.63;6063.802052;24.63403511
26500;0.64;6035.606477;24.71104697
26750;0.64;6035.606477;24.71104697
26750;0.63;6063.802052;24.63403511
26750;0.62;6096.278959;24.55933396
26750;0.61;6133.356716;24.48709414
26750;0.6;6175.323256;24.41742193
26750;0.59;6222.554999;24.35048942
26750;0.58;6275.548802;24.28655876
26750;0.57;6334.94719;24.22599853
26750;0.56;6401.43266;24.16918282
26750;0.55;6475.703304;24.11646707
26750;0.54;6558.431259;24.06815034
26750;0.53;6651.249153;24.02926714
26750;0.52;6755.384913;24.00213086
26750;0.51;6870.15843;23.98022657
26750;0.5;6996.134326;23.96361611
26750;0.49;7133.135062;23.95171787
26750;0.48;7281.355236;23.94424718
26750;0.47;7442.149275;23.94182536
26750;0.46;7617.239988;23.94529236
26750;0.45;7808.66487;23.95564237
27000;0.45;7654.484009;23.79383948
27000;0.46;7457.94043;23.77557751
27000;0.47;7277.959331;23.76437689
27000;0.48;7112.493209;23.7592294
27000;0.49;6959.790281;23.75926852
27000;0.5;6818.385869;23.76377991
27000;0.51;6689.748558;23.77443025
27000;0.52;6571.193943;23.78942014
27000;0.53;6462.337182;23.80880085
27000;0.54;6362.753879;23.83256474
27000;0.55;6271.927688;23.86059818
27000;0.56;6190.405047;23.89855954
27000;0.57;6117.298246;23.94521386
27000;0.58;6051.090266;23.99533264
27000;0.59;5991.227639;24.0486542
27000;0.6;5937.147313;24.10488235
27000;0.61;5888.309014;24.16371661
27000;0.62;5844.197389;24.22485602
27000;0.63;5804.392985;24.28806742
27000;0.64;5768.577818;24.35319544
27250;0.64;5768.577818;24.35319544
27250;0.63;5804.392985;24.28806742
27250;0.62;5844.197389;24.22485602
27250;0.61;5888.309014;24.16371661
27250;0.6;5937.147313;24.10488235
27250;0.59;5991.227639;24.0486542
27250;0.58;6051.090266;23.99533264
27250;0.57;6117.298244;23.94521386
27250;0.56;6190.405046;23.89855954
27250;0.55;6271.927688;23.86059818
27250;0.54;6362.753879;23.83256474
27250;0.53;6462.337182;23.80880085
27250;0.52;6571.193943;23.78942014
27250;0.51;6689.748558;23.77443025
27250;0.5;6818.385869;23.76377991
27250;0.49;6959.790281;23.75926852
27250;0.48;7112.493209;23.7592294
27250;0.47;7277.959331;23.76437689
27250;0.46;7457.94043;23.77557751
27250;0.45;7654.484009;23.79383948
27500;0.45;7654.484009;23.79383948
27500;0.46;7457.94043;23.77557751
27500;0.47;7277.959331;23.76437689
27500;0.48;7112.493209;23.7592294
27500;0.49;6959.790281;23.75926852
27500;0.5;6818.385869;23.76377991
27500;0.51;6689.748558;23.77443025
27500;0.52;6571.193943;23.78942014
27500;0.53;6462.337182;23.80880085
27500;0.54;6362.753879;23.83256474
27500;0.55;6271.927688;23.86059818
27500;0.56;6190.405047;23.89855954
27500;0.57;6117.298246;23.94521386
27500;0.58;6051.090266;23.99533264
27500;0.59;5991.227639;24.0486542
27500;0.6;5937.147313;24.10488235
27500;0.61;5888.309014;24.16371661
27500;0.62;5844.197389;24.22485602
27500;0.63;5804.392985;24.28806742
27500;0.64;5768.577818;24.35319544
27750;0.64;5768.577818;24.35319544
27750;0.63;5804.392985;24.28806742
27750;0.62;5844.197389;24.22485602
27750;0.61;5888.309014;24.16371661
27750;0.6;5937.147313;24.10488235
27750;0.59;5991.227639;24.0486542
27750;0.58;6051.090266;23.99533264
27750;0.57;6117.298244;23.94521386
27750;0.56;6190.405046;23.89855954
27750;0.55;6271.927688;23.86059818
27750;0.54;6362.753879;23.83256474
27750;0.53;6462.337182;23.80880085
27750;0.52;6571.193943;23.78942014
27750;0.51;6689.748558;23.77443025
27750;0.5;6818.385869;23.76377991
27750;0.49;6959.790281;23.75926852
27750;0.48;7112.493209;23.7592294
27750;0.47;7277.959331;23.76437689
27750;0.46;7457.94043;23.77557751
27750;0.45;7654.484009;23.79383948
28000;0.45;7654.484009;23.79383948
28000;0.46;7457.94043;23.77557751
28000;0.47;7277.959331;23.76437689
28000;0.48;7112.493209;23.7592294
28000;0.49;6959.790281;23.75926852
28000;0.5;6818.385869;23.76377991
28000;0.51;6689.748558;23.77443025
28000;0.52;6571.193943;23.78942014
28000;0.53;6462.337182;23.80880085
28000;0.54;6362.753879;23.83256474
28000;0.55;6271.927688;23.86059818
28000;0.56;6190.405047;23.89855954
28000;0.57;6117.298246;23.94521386
28000;0.58;6051.090266;23.99533264
28000;0.59;5991.227639;24.0486542
28000;0.6;5937.147313;24.10488235
28000;0.61;5888.309014;24.16371661
28000;0.62;5844.197389;24.22485602
28000;0.63;5804.392985;24.28806742
28000;0.64;5768.577818;24.35319544
28250;0.64;5768.577818;24.35319544
28250;0.63;5804.392985;24.28806742
28250;0.62;5844.197389;24.22485602
28250;0.61;5888.309014;24.16371661
28250;0.6;5937.147313;24.10488235
28250;0.59;5991.227639;24.0486542
28250;0.58;6051.090266;23.99533264
28250;0.57;6117.298244;23.94521386
28250;0.56;6190.405046;23.89855954
28250;0.55;6271.927688;23.86059818
28250;0.54;6362.753879;23.83256474
28250;0.53;6462.337182;23.80880085
28250;0.52;6571.193943;23.78942014
28250;0.51;6689.748558;23.77443025
28250;0.5;6818.385869;23.76377991
28250;0.49;6959.790281;23.75926852
28250;0.48;7112.493209;23.7592294
28250;0.47;7277.959331;23.76437689
28250;0.46;7457.94043;23.77557751
28250;0.45;7654.484009;23.79383948
28500;0.45;7654.484009;23.79383948
28500;0.46;7457.94043;23.77557751
28500;0.47;7277.959331;23.76437689
28500;0.48;7112.493209;23.7592294
28500;0.49;6959.790281;23.75926852
28500;0.5;6818.385869;23.76377991
28500;0.51;6689.748558;23.77443025
28500;0.52;6571.193943;23.78942014
28500;0.53;6462.337182;23.80880085
28500;0.54;6362.753879;23.83256474
28500;0.55;6271.927688;23.86059818
28500;0.56;6190.405047;23.89855954
28500;0.57;6117.298246;23.94521386
28500;0.58;6051.090266;23.99533264
28500;0.59;5991.227639;24.0486542
28500;0.6;5937.147313;24.10488235
28500;0.61;5888.309014;24.16371661
28500;0.62;5844.197389;24.22485602
28500;0.63;5804.392985;24.28806742
28500;0.64;5768.577818;24.35319544
28750;0.64;5768.577818;24.35319544
28750;0.63;5804.392985;24.28806742
28750;0.62;5844.197389;24.22485602
28750;0.61;5888.309014;24.16371661
28750;0.6;5937.147313;24.10488235
28750;0.59;5991.227639;24.0486542
28750;0.58;6051.090266;23.99533264
28750;0.57;6117.298244;23.94521386
28750;0.56;6190.405046;23.89855954
28750;0.55;6271.927688;23.86059818
28750;0.54;6362.753879;23.83256474
28750;0.53;6462.337182;23.80880085
28750;0.52;6571.193943;23.78942014
28750;0.51;6689.748558;23.77443025
28750;0.5;6818.385869;23.76377991
28750;0.49;6959.790281;23.75926852
28750;0.48;7112.493209;23.7592294
28750;0.47;7277.959331;23.76437689
28750;0.46;7457.94043;23.77557751
28750;0.45;7654.484009;23.79383948
29000;0.45;7452.815447;23.60764486
29000;0.46;7257.024787;23.58397331
29000;0.47;7077.312049;23.56731349
29000;0.48;6911.752686;23.55668268
29000;0.49;6758.662758;23.55121485
29000;0.5;6616.600068;23.55017212
29000;0.51;6489.15816;23.55694203
29000;0.52;6370.720514;23.56729441
29000;0.53;6260.862069;23.58119521
29000;0.54;6159.209526;23.59863217
29000;0.55;6065.384821;23.61956836
29000;0.56;5979.000832;23.64393858
