Range, Altitude
   0.287505,    0.000000
   0.290363,    0.000000
   0.293222,    0.000000
   0.296105,    0.000000
   0.299041,    0.000000
   0.301977,    0.000000
   0.304914,    0.000000
   0.307850,    0.000000
   0.310786,    0.000000
   0.313722,    0.000000
   0.316659,    0.000000
   0.319595,    0.000000
   0.322531,    0.000000
   0.325501,    0.000000
   0.328546,    0.000000
   0.331591,    0.000000
   0.334636,    0.000000
   0.337680,    0.000000
   0.340725,    0.000000
   0.343770,    0.000000
   0.346815,    0.000000
   0.349859,    0.000000
   0.352904,    0.000000
   0.355980,    0.000000
   0.359126,    0.000000
   0.362273,    0.000000
   0.365419,    0.000000
   0.368565,    0.000000
   0.371711,    0.000000
   0.374857,    0.000000
   0.378003,    0.000000
   0.381149,    0.000000
   0.384295,    0.000000
   0.386464,    0.000000
   0.389693,    0.502638
   0.392922,    1.005276
   0.396152,    1.507914
   0.399381,    2.010552
   0.402610,    2.513190
   0.405839,    3.015828
   0.409068,    3.518466
   0.412297,    4.021104
   0.415526,    4.523742
   0.418755,    5.026380
   0.422019,    6.338912
   0.425282,    7.651444
   0.428546,    8.963976
   0.431810,   10.276508
   0.435073,   11.589040
   0.438349,   13.472968
   0.441624,   15.356897
   0.444899,   17.240826
   0.448174,   19.124754
   0.451450,   21.008683
   0.454728,   23.507505
   0.458007,   26.006327
   0.461286,   28.505149
   0.464565,   31.003971
   0.467844,   33.502792
   0.467844,   35.000000
   3.887147, 1920.000000
   7.476838, 3805.000000
  11.290358, 5690.000000
  15.499570, 7575.000000
  20.276524, 9460.000000
  25.725322, 11345.000000
  31.998362, 13230.000000
  39.350293, 15115.000000
  48.368821, 17000.000000
  48.368821, 17000.000000
  51.943084, 17000.000000
  55.517346, 17000.000000
  59.091608, 17000.000000
  62.665871, 17000.000000
  66.240133, 17000.000000
  69.814395, 17000.000000
  73.388657, 17000.000000
  76.962920, 17000.000000
  80.537182, 17000.000000
  84.111444, 17000.000000
  87.685707, 17000.000000
  91.259969, 17000.000000
  94.834231, 17000.000000
  98.408493, 17000.000000
 101.982756, 17000.000000
 105.557018, 17000.000000
 109.131280, 17000.000000
 112.705542, 17000.000000
 116.279805, 17000.000000
 119.854067, 17000.000000
 123.428329, 17000.000000
 127.002592, 17000.000000
 130.576854, 17000.000000
 134.151116, 17000.000000
 137.725378, 17000.000000
 141.299641, 17000.000000
 144.873903, 17000.000000
 148.448165, 17000.000000
 152.022428, 17000.000000
 152.022428, 17000.000000
 157.477630, 15277.777778
 162.793945, 13555.555556
 167.958048, 11833.333333
 172.959740, 10111.111111
 177.796190, 8388.888889
 182.456488, 6666.666667
 186.931628, 4944.444444
 191.276167, 3222.222222
 195.481192, 1500.000000
 195.481192, 1500.000000
 197.164179, 2444.444444
 198.887944, 3388.888889
 200.652919, 4333.333333
 202.468532, 5277.777778
 204.369481, 6222.222222
 206.387336, 7166.666667
 208.534781, 8111.111111
 210.822892, 9055.555556
 213.261595, 10000.000000
 213.261595, 10000.000000
 218.371130, 10000.000000
 223.480665, 10000.000000
 228.590200, 10000.000000
 233.699735, 10000.000000
 238.809270, 10000.000000
 243.918805, 10000.000000
 249.028340, 10000.000000
 254.137875, 10000.000000
 259.247410, 10000.000000
 259.247410, 10000.000000
 261.980648, 9055.555556
 264.631481, 8111.111111
 267.254064, 7166.666667
 269.849572, 6222.222222
 272.419052, 5277.777778
 274.962141, 4333.333333
 277.478766, 3388.888889
 279.967630, 2444.444444
 282.425776, 1500.000000
 282.425776, 1500.000000
 282.425776, 1500.000000
 282.425776, 1500.000000
 282.425776, 1500.000000
 282.425776, 1500.000000
 282.425776, 1500.000000
 282.425776, 1500.000000
 282.425776, 1500.000000
 282.425776, 1500.000000
 282.425776, 1500.000000
 282.425776, 1500.000000
 282.428760, 1499.051170
 282.431743, 1498.102350
 282.434727, 1497.153530
 282.437711, 1496.205125
 282.440695, 1495.256800
 282.443679, 1494.308474
 282.446663, 1493.360149
 282.449647, 1492.411824
 282.452631, 1491.463499
 282.455615, 1490.515173
 282.458599, 1489.566848
 282.461583, 1488.618523
 282.464567, 1487.670198
 282.467551, 1486.722476
 282.470535, 1485.774872
 282.473519, 1484.827267
 282.476503, 1483.879662
 282.479487, 1482.932058
 282.482471, 1481.984453
 282.485455, 1481.036848
 282.488440, 1480.089244
 282.491424, 1479.141639
 282.494408, 1478.194034
 282.497392, 1477.246682
 282.500376, 1476.299378
 282.503360, 1475.352074
 282.506345, 1474.404770
 282.509329, 1473.457466
 282.512313, 1472.510163
 282.515297, 1471.562859
 282.518282, 1470.615555
 282.521266, 1469.668251
 282.524250, 1468.720947
 282.527234, 1467.774562
 282.530219, 1466.828354
 282.533203, 1465.882146
 282.536187, 1464.935938
 282.539172, 1463.989730
 282.542156, 1463.043522
 282.545140, 1462.097315
 282.548125, 1461.151107
 282.551109, 1460.204899
 282.554094, 1459.258691
 282.557078, 1458.312470
 282.560062, 1457.366247
 282.563047, 1456.420023
 282.566031, 1455.473800
 282.569016, 1454.527577
 282.572000, 1453.581353
 282.574985, 1452.635130
 282.577969, 1451.688907
 282.580954, 1450.742683
 282.583938, 1449.796460
 282.586923, 1448.850139
 282.589907, 1447.903799
 282.592892, 1446.957459
 282.595876, 1446.011119
 282.598861, 1445.064779
 282.601846, 1444.118439
 282.604830, 1443.172100
 282.607815, 1442.225760
 282.610799, 1441.279420
 282.613784, 1440.333080
 282.616768, 1439.387047
 282.619753, 1438.441072
 282.622738, 1437.495098
 282.625723, 1436.549124
 282.628707, 1435.603150
 282.631692, 1434.657176
 282.634677, 1433.711202
 282.637661, 1432.765227
 282.640646, 1431.819253
 282.643631, 1430.873279
 282.646615, 1429.926959
 282.649600, 1428.980572
 282.652585, 1428.034185
 282.655570, 1427.087798
 282.658555, 1426.141411
 282.661540, 1425.195024
 282.664524, 1424.248637
 282.667509, 1423.302250
 282.670494, 1422.355863
 282.673479, 1421.409477
 282.676464, 1420.463209
 282.679449, 1419.516964
 282.682434, 1418.570720
 282.685419, 1417.624475
 282.688404, 1416.678230
 282.691388, 1415.731986
 282.694373, 1414.785741
 282.697358, 1413.839496
 282.700343, 1412.893252
 282.703328, 1411.947007
 282.706313, 1411.001036
 282.709298, 1410.055119
 282.712283, 1409.109201
 282.715268, 1408.163283
 282.718254, 1407.217365
 282.721239, 1406.271447
 282.724224, 1405.325530
 282.727209, 1404.379612
 282.730194, 1403.433694
 282.733179, 1402.487776
 282.736164, 1401.542759
 282.739149, 1400.597916
 282.742134, 1399.653072
 282.745119, 1398.708229
 282.748105, 1397.763385
 282.751090, 1396.818542
 282.754075, 1395.873699
 282.757060, 1394.928855
 282.760045, 1393.984012
 282.763030, 1393.039168
 282.766016, 1392.094929
 282.769001, 1391.150806
 282.771986, 1390.206684
 282.774971, 1389.262561
 282.777956, 1388.318438
 282.780942, 1387.374316
 282.783927, 1386.430193
 282.786912, 1385.486070
 282.789897, 1384.541948
 282.792882, 1383.597825
 282.795868, 1382.654219
 282.798853, 1381.710714
 282.801838, 1380.767208
 282.804824, 1379.823702
 282.807809, 1378.880196
 282.810794, 1377.936690
 282.813779, 1376.993184
 282.816765, 1376.049679
 282.819750, 1375.106173
 282.822735, 1374.162667
 282.825720, 1373.218915
 282.828706, 1372.275115
 282.831691, 1371.331316
 282.834677, 1370.387516
 282.837662, 1369.443716
 282.840647, 1368.499917
 282.843633, 1367.556117
 282.846618, 1366.612317
 282.849603, 1365.668518
 282.852589, 1364.724718
 282.855574, 1363.781028
 282.858559, 1362.837358
 282.861545, 1361.893689
 282.864530, 1360.950019
 282.867516, 1360.006350
 282.870501, 1359.062681
 282.873486, 1358.119011
 282.876472, 1357.175342
 282.879457, 1356.231672
 282.882443, 1355.288003
 282.885428, 1354.344742
 282.888414, 1353.401561
 282.891399, 1352.458379
 282.894384, 1351.515197
 282.897370, 1350.572016
 282.900355, 1349.628834
 282.903341, 1348.685652
 282.906326, 1347.742471
 282.909312, 1346.799289
 282.912297, 1345.856107
 282.915283, 1344.912573
 282.918268, 1343.968970
 282.921254, 1343.025367
 282.924239, 1342.081764
 282.927225, 1341.138161
 282.930210, 1340.194558
 282.933196, 1339.250956
 282.936181, 1338.307353
 282.939167, 1337.363750
 282.942153, 1336.420147
 282.945138, 1335.476555
 282.948124, 1334.532966
 282.951109, 1333.589377
 282.954095, 1332.645787
 282.957081, 1331.702198
 282.960066, 1330.758608
 282.963052, 1329.815019
 282.966037, 1328.871429
 282.969023, 1327.927840
 282.972009, 1326.984250
 282.974994, 1326.040985
 282.977980, 1325.097782
 282.980966, 1324.154579
 282.983951, 1323.211376
 282.986937, 1322.268173
 282.989923, 1321.324970
 282.992908, 1320.381768
 282.995894, 1319.438565
 282.998880, 1318.495362
 283.001865, 1317.552159
 283.004851, 1316.608539
 283.007837, 1315.664839
 283.010823, 1314.721140
 283.013808, 1313.777440
 283.016794, 1312.833740
 283.019780, 1311.890040
 283.022766, 1310.946340
 283.025751, 1310.002640
 283.028737, 1309.058940
 283.031723, 1308.115241
 283.034709, 1307.171509
 283.037695, 1306.227772
 283.040681, 1305.284034
 283.043666, 1304.340297
 283.046652, 1303.396559
 283.049638, 1302.452822
 283.052624, 1301.509084
 283.055610, 1300.565347
 283.058596, 1299.621609
 283.061581, 1298.677872
 283.064567, 1297.734440
 283.067553, 1296.791066
 283.070539, 1295.847693
 283.073525, 1294.904319
 283.076511, 1293.960946
 283.079497, 1293.017572
 283.082483, 1292.074199
 283.085469, 1291.130825
 283.088455, 1290.187452
 283.091441, 1289.244079
 283.094427, 1288.300293
 283.097413, 1287.356428
 283.100399, 1286.412562
 283.103385, 1285.468697
 283.106371, 1284.524832
 283.109357, 1283.580966
 283.112343, 1282.637101
 283.115329, 1281.693236
 283.118315, 1280.749370
 283.121301, 1279.805505
 283.124287, 1278.861635
 283.127273, 1277.917765
 283.130259, 1276.973894
 283.133245, 1276.030023
 283.136232, 1275.086153
 283.139218, 1274.142282
 283.142204, 1273.198411
 283.145190, 1272.254541
 283.148176, 1271.310670
 283.151162, 1270.366799
 283.154148, 1269.423283
 283.157135, 1268.479834
 283.160121, 1267.536386
 283.163107, 1266.592938
 283.166093, 1265.649489
 283.169080, 1264.706041
 283.172066, 1263.762592
 283.175052, 1262.819144
 283.178038, 1261.875696
 283.181024, 1260.932247
 283.184011, 1259.988447
 283.186997, 1259.044579
 283.189983, 1258.100712
 283.192970, 1257.156844
 283.195956, 1256.212976
 283.198942, 1255.269108
 283.201929, 1254.325240
 283.204915, 1253.381372
 283.207901, 1252.437504
 283.210888, 1251.493636
 283.213874, 1250.549838
 283.216860, 1249.606054
 283.219847, 1248.662269
 283.222833, 1247.718484
 283.225820, 1246.774700
 283.228806, 1245.830915
 283.231793, 1244.887130
 283.234779, 1243.943346
 283.237765, 1242.999561
 283.240752, 1242.055776
 283.243738, 1241.112427
 283.246725, 1240.169161
 283.249711, 1239.225895
 283.252698, 1238.282629
 283.255684, 1237.339363
 283.258671, 1236.396097
 283.261658, 1235.452831
 283.264644, 1234.509565
 283.267631, 1233.566299
 283.270617, 1232.623033
 283.273604, 1231.679497
 283.276590, 1230.735909
 283.279577, 1229.792320
 283.282564, 1228.848732
 283.285550, 1227.905143
 283.288537, 1226.961555
 283.291523, 1226.017966
 283.294510, 1225.074378
 283.297497, 1224.130789
 283.300483, 1223.187200
 283.303470, 1222.243759
 283.306457, 1221.300347
 283.309444, 1220.356934
 283.312430, 1219.413521
 283.315417, 1218.470108
 283.318404, 1217.526696
 283.321390, 1216.583283
 283.324377, 1215.639870
 283.327364, 1214.696457
 283.330351, 1213.753045
 283.333337, 1212.809413
 283.336324, 1211.865740
 283.339311, 1210.922066
 283.342298, 1209.978393
 283.345285, 1209.034720
 283.348272, 1208.091046
 283.351258, 1207.147373
 283.354245, 1206.203699
 283.357232, 1205.260026
 283.360219, 1204.316352
 283.363206, 1203.371490
 283.366193, 1202.426397
 283.369180, 1201.481305
 283.372167, 1200.536213
 283.375154, 1199.591121
 283.378141, 1198.646029
 283.381128, 1197.700937
 283.384115, 1196.755844
 283.387102, 1195.810752
 283.390089, 1194.865660
 283.393076, 1193.920977
 283.396063, 1192.976372
 283.399051, 1192.031767
 283.402038, 1191.087163
 283.405025, 1190.142558
 283.408012, 1189.197954
 283.410999, 1188.253349
 283.413986, 1187.308744
 283.416974, 1186.364140
 283.419961, 1185.419535
 283.422948, 1184.475509
 283.425935, 1183.531595
 283.428923, 1182.587681
 283.431910, 1181.643767
 283.434897, 1180.699852
 283.437884, 1179.755938
 283.440872, 1178.812024
 283.443859, 1177.868110
 283.446846, 1176.924196
 283.449834, 1175.980282
 283.452821, 1175.036798
 283.455808, 1174.093398
 283.458796, 1173.149997
 283.461783, 1172.206597
 283.464770, 1171.263197
 283.467758, 1170.319796
 283.470745, 1169.376396
 283.473733, 1168.432996
 283.476720, 1167.489595
 283.479707, 1166.546195
 283.482695, 1165.602557
 283.485683, 1164.658873
 283.488670, 1163.715190
 283.491658, 1162.771506
 283.494645, 1161.827822
 283.497633, 1160.884139
 283.500620, 1159.940455
 283.503608, 1158.996771
 283.506595, 1158.053088
 283.509583, 1157.109404
 283.512570, 1156.165936
 283.515558, 1155.222511
 283.518546, 1154.279085
 283.521533, 1153.335659
 283.524521, 1152.392234
 283.527509, 1151.448808
 283.530496, 1150.505382
 283.533484, 1149.561956
 283.536472, 1148.618531
 283.539459, 1147.675105
 283.542447, 1146.732031
 283.545435, 1145.789024
 283.548423, 1144.846017
 283.551410, 1143.903011
 283.554398, 1142.960004
 283.557386, 1142.016997
 283.560374, 1141.073991
 283.563361, 1140.130984
 283.566349, 1139.187978
 283.569337, 1138.244971
 283.572325, 1137.302923
 283.575313, 1136.361061
 283.578300, 1135.419198
 283.581288, 1134.477336
 283.584276, 1133.535473
 283.587264, 1132.593611
 283.590252, 1131.651748
 283.593240, 1130.709885
 283.596227, 1129.768023
 283.599215, 1128.826160
 283.602203, 1127.884931
 283.605191, 1126.943823
 283.608179, 1126.002716
 283.611167, 1125.061608
 283.614155, 1124.120501
 283.617143, 1123.179393
 283.620131, 1122.238286
 283.623119, 1121.297178
 283.626106, 1120.356071
 283.629094, 1119.414963
 283.632082, 1118.474374
 283.635070, 1117.533884
 283.638058, 1116.593394
 283.641046, 1115.652905
 283.644034, 1114.712415
 283.647022, 1113.771925
 283.650010, 1112.831436
 283.652998, 1111.890946
 283.655986, 1110.950456
 283.658974, 1110.009967
 283.661962, 1109.069198
 283.664950, 1108.128377
 283.667938, 1107.187555
 283.670926, 1106.246733
 283.673914, 1105.305911
 283.676902, 1104.365089
 283.679890, 1103.424267
 283.682878, 1102.483445
 283.685866, 1101.542623
 283.688854, 1100.601802
 283.691842, 1099.661037
 283.694830, 1098.720284
 283.697818, 1097.779531
 283.700806, 1096.838778
 283.703794, 1095.898025
 283.706782, 1094.957272
 283.709770, 1094.016518
 283.712759, 1093.075765
 283.715747, 1092.135012
 283.718735, 1091.194259
 283.721723, 1090.253846
 283.724711, 1089.313498
 283.727699, 1088.373151
 283.730687, 1087.432804
 283.733675, 1086.492456
 283.736663, 1085.552109
 283.739652, 1084.611761
 283.742640, 1083.671414
 283.745628, 1082.731066
 283.748616, 1081.790719
 283.751604, 1080.849932
 283.754592, 1079.909061
 283.757581, 1078.968190
 283.760569, 1078.027318
 283.763557, 1077.086447
 283.766545, 1076.145576
 283.769533, 1075.204704
 283.772522, 1074.263833
 283.775510, 1073.322962
 283.778498, 1072.382090
 283.781486, 1071.441138
 283.784474, 1070.500170
 283.787463, 1069.559203
 283.790451, 1068.618235
 283.793439, 1067.677267
 283.796428, 1066.736300
 283.799416, 1065.795332
 283.802404, 1064.854364
 283.805392, 1063.913397
 283.808381, 1062.972429
 283.811369, 1062.032474
 283.814357, 1061.092714
 283.817346, 1060.152954
 283.820334, 1059.213195
 283.823322, 1058.273435
 283.826311, 1057.333675
 283.829299, 1056.393915
 283.832287, 1055.454155
 283.835276, 1054.514395
 283.838264, 1053.574636
 283.841252, 1052.635489
 283.844241, 1051.696460
 283.847229, 1050.757432
 283.850217, 1049.818403
 283.853206, 1048.879375
 283.856194, 1047.940346
 283.859182, 1047.001317
 283.862171, 1046.062289
 283.865159, 1045.123260
 283.868147, 1044.184232
 283.871136, 1043.245633
 283.874124, 1042.307117
 283.877113, 1041.368601
 283.880101, 1040.430084
 283.883089, 1039.491568
 283.886078, 1038.553052
 283.889066, 1037.614536
 283.892054, 1036.676020
 283.895043, 1035.737504
 283.898031, 1034.798988
 283.901019, 1033.860043
 283.904008, 1032.921016
 283.906996, 1031.981989
 283.909985, 1031.042962
 283.912973, 1030.103935
 283.915961, 1029.164908
 283.918950, 1028.225881
 283.921938, 1027.286854
 283.924927, 1026.347827
 283.927915, 1025.408800
 283.930903, 1024.469634
 283.933892, 1023.530441
 283.936880, 1022.591248
 283.939869, 1021.652055
 283.942857, 1020.712862
 283.945846, 1019.773669
 283.948834, 1018.834476
 283.951822, 1017.895282
 283.954811, 1016.956089
 283.957799, 1016.016896
 283.960788, 1015.077661
 283.963776, 1014.138417
 283.966765, 1013.199173
 283.969753, 1012.259930
 283.972742, 1011.320686
 283.975730, 1010.381442
 283.978719, 1009.442199
 283.981707, 1008.502955
 283.984696, 1007.563711
 283.987684, 1006.624467
 283.990673, 1005.684713
 283.993661, 1004.744860
 283.996650, 1003.805007
 283.999638, 1002.865154
 284.002627, 1001.925301
 284.005615, 1000.985448
 284.008604, 1000.045595
 284.011592,  999.105742
 284.014581,  998.165889
 284.017570,  997.226036
 284.020558,  996.286647
 284.023547,  995.347348
 284.026535,  994.408049
 284.029524,  993.468749
 284.032513,  992.529450
 284.035501,  991.590150
 284.038490,  990.650851
 284.041478,  989.711552
 284.044467,  988.772252
 284.047456,  987.832953
 284.050444,  986.893322
 284.053433,  985.953627
 284.056422,  985.013933
 284.059410,  984.074238
 284.062399,  983.134544
 284.065388,  982.194849
 284.068376,  981.255155
 284.071365,  980.315460
 284.074354,  979.375765
 284.077342,  978.436071
 284.080331,  977.496390
 284.083320,  976.556711
 284.086309,  975.617032
 284.089297,  974.677354
 284.092286,  973.737675
 284.095275,  972.797996
 284.098263,  971.858318
 284.101252,  970.918639
 284.104241,  969.978961
 284.107230,  969.039282
 284.110219,  968.099910
 284.113207,  967.160597
 284.116196,  966.221285
 284.119185,  965.281972
 284.122174,  964.342659
 284.125163,  963.403347
 284.128151,  962.464034
 284.131140,  961.524721
 284.134129,  960.585409
 284.137118,  959.646096
 284.140107,  958.706319
 284.143096,  957.766452
 284.146084,  956.826586
 284.149073,  955.886719
 284.152062,  954.946852
 284.155051,  954.006985
 284.158040,  953.067119
 284.161029,  952.127252
 284.164018,  951.187385
 284.167007,  950.247519
 284.169996,  949.307560
 284.172985,  948.367583
 284.175974,  947.427607
 284.178963,  946.487630
 284.181951,  945.547653
 284.184940,  944.607677
 284.187929,  943.667700
 284.190918,  942.727723
 284.193907,  941.787747
 284.196896,  940.847770
 284.199885,  939.908811
 284.202874,  938.970049
 284.205863,  938.031287
 284.208853,  937.092524
 284.211842,  936.153762
 284.214831,  935.215000
 284.217820,  934.276238
 284.220809,  933.337475
 284.223798,  932.398713
 284.226787,  931.459951
 284.229776,  930.521817
 284.232765,  929.583804
 284.235754,  928.645792
 284.238743,  927.707779
 284.241732,  926.769767
 284.244721,  925.831755
 284.247710,  924.893742
 284.250699,  923.955730
 284.253688,  923.017717
 284.256677,  922.079705
 284.259666,  921.142147
 284.262655,  920.204677
 284.265645,  919.267207
 284.268634,  918.329738
 284.271623,  917.392268
 284.274612,  916.454798
 284.277601,  915.517328
 284.280590,  914.579858
 284.283579,  913.642388
 284.286568,  912.704919
 284.289557,  911.767051
 284.292546,  910.829106
 284.295535,  909.891161
 284.298525,  908.953217
 284.301514,  908.015272
 284.304503,  907.077327
 284.307492,  906.139383
 284.310481,  905.201438
 284.313470,  904.263494
 284.316459,  903.325549
 284.319448,  902.387503
 284.322438,  901.449437
 284.325427,  900.511371
 284.328416,  899.573305
 284.331405,  898.635240
 284.334394,  897.697174
 284.337384,  896.759108
 284.340373,  895.821042
 284.343362,  894.882976
 284.346351,  893.944911
 284.349340,  893.006844
 284.352329,  892.068777
 284.355319,  891.130710
 284.358308,  890.192643
 284.361297,  889.254576
 284.364286,  888.316509
 284.367276,  887.378442
 284.370265,  886.440375
 284.373254,  885.502308
 284.376243,  884.564241
 284.379232,  883.625703
 284.382222,  882.687075
 284.385211,  881.748447
 284.388200,  880.809818
 284.391190,  879.871190
 284.394179,  878.932562
 284.397168,  877.993933
 284.400157,  877.055305
 284.403147,  876.116677
 284.406136,  875.178048
 284.409125,  874.239926
 284.412115,  873.301902
 284.415104,  872.363877
 284.418093,  871.425853
 284.421083,  870.487828
 284.424072,  869.549804
 284.427061,  868.611779
 284.430051,  867.673755
 284.433040,  866.735730
 284.436030,  865.797706
 284.439019,  864.859384
 284.442008,  863.921004
 284.444998,  862.982624
 284.447987,  862.044245
 284.450977,  861.105865
 284.453966,  860.167485
 284.456955,  859.229106
 284.459945,  858.290726
 284.462934,  857.352346
 284.465924,  856.413967
 284.468913,  855.475627
 284.471903,  854.537294
 284.474892,  853.598962
 284.477882,  852.660629
 284.480871,  851.722297
 284.483861,  850.783964
 284.486850,  849.845632
 284.489839,  848.907299
 284.492829,  847.968967
 284.495818,  847.030634
 284.498808,  846.092625
 284.501798,  845.154679
 284.504787,  844.216732
 284.507777,  843.278786
 284.510766,  842.340839
 284.513756,  841.402893
 284.516745,  840.464947
 284.519735,  839.527000
 284.522724,  838.589054
 284.525714,  837.651107
 284.528703,  836.712698
 284.531693,  835.774199
 284.534683,  834.835700
 284.537672,  833.897201
 284.540662,  832.958702
 284.543652,  832.020203
 284.546641,  831.081704
 284.549631,  830.143205
 284.552620,  829.204705
 284.555610,  828.266206
 284.558600,  827.327604
 284.561589,  826.388982
 284.564579,  825.450360
 284.567569,  824.511737
 284.570558,  823.573115
 284.573548,  822.634493
 284.576538,  821.695870
 284.579528,  820.757248
 284.582517,  819.818626
 284.585507,  818.880003
 284.588497,  817.942379
 284.591487,  817.004948
 284.594476,  816.067516
 284.597466,  815.130085
 284.600456,  814.192653
 284.603446,  813.255222
 284.606435,  812.317790
 284.609425,  811.380358
 284.612415,  810.442927
 284.615405,  809.505495
 284.618394,  808.568660
 284.621384,  807.631941
 284.624374,  806.695221
 284.627364,  805.758501
 284.630353,  804.821781
 284.633343,  803.885061
 284.636333,  802.948341
 284.639323,  802.011621
 284.642313,  801.074901
 284.645302,  800.138181
 284.648292,  799.201873
 284.651282,  798.265645
 284.654272,  797.329416
 284.657262,  796.393188
 284.660251,  795.456959
 284.663241,  794.520730
 284.666231,  793.584502
 284.669221,  792.648273
 284.672211,  791.712045
 284.675200,  790.775816
 284.678190,  789.839134
 284.681180,  788.902365
 284.684170,  787.965596
 284.687160,  787.028827
 284.690149,  786.092058
 284.693139,  785.155289
 284.696129,  784.218519
 284.699119,  783.281750
 284.702109,  782.344981
 284.705099,  781.408212
 284.708089,  780.471281
 284.711078,  779.534318
 284.714068,  778.597356
 284.717058,  777.660393
 284.720048,  776.723430
 284.723038,  775.786468
 284.726028,  774.849505
 284.729018,  773.912543
 284.732008,  772.975580
 284.734998,  772.038618
 284.737987,  771.101591
