Speed(TAS), Altitude
  62.059535,    0.000000
  62.358479,  100.000000
  62.659535,  200.000000
  62.962723,  300.000000
  63.268063,  400.000000
  63.575575,  500.000000
  63.885279,  600.000000
  64.197195,  700.000000
  64.511346,  800.000000
  64.827752,  900.000000
  65.146434, 1000.000000
  65.467414, 1100.000000
  65.790713, 1200.000000
  66.116355, 1300.000000
  66.444362, 1400.000000
  66.774755, 1500.000000
  67.107558, 1600.000000
  67.442795, 1700.000000
  67.780489, 1800.000000
  68.120663, 1900.000000
  68.463342, 2000.000000
  68.808550, 2100.000000
  69.156311, 2200.000000
  69.506652, 2300.000000
  69.859596, 2400.000000
  70.215169, 2500.000000
  70.573398, 2600.000000
  70.934309, 2700.000000
  71.297928, 2800.000000
  71.664281, 2900.000000
  72.033397, 3000.000000
  72.405303, 3100.000000
  72.780026, 3200.000000
  73.157594, 3300.000000
  73.538037, 3400.000000
  73.921383, 3500.000000
  74.307662, 3600.000000
  74.696903, 3700.000000
  75.089136, 3800.000000
  75.484391, 3900.000000
  75.882699, 4000.000000
  76.284093, 4100.000000
  76.688602, 4200.000000
  77.096259, 4300.000000
  77.507096, 4400.000000
  77.921147, 4500.000000
  78.338444, 4600.000000
  78.759021, 4700.000000
  79.182912, 4800.000000
  79.610151, 4900.000000
  80.040775, 5000.000000
  80.474817, 5100.000000
  80.912314, 5200.000000
  81.353302, 5300.000000
  81.797818, 5400.000000
  82.245899, 5500.000000
  82.697584, 5600.000000
  83.152910, 5700.000000
  83.611916, 5800.000000
  84.074641, 5900.000000
  84.541126, 6000.000000
  85.011411, 6100.000000
  85.485536, 6200.000000
  85.963543, 6300.000000
  86.445475, 6400.000000
  86.931373, 6500.000000
  87.421281, 6600.000000
  87.915242, 6700.000000
  88.413301, 6800.000000
  88.915503, 6900.000000
  89.421894, 7000.000000
  89.932519, 7100.000000
  90.447425, 7200.000000
  90.966660, 7300.000000
  91.490272, 7400.000000
  92.018310, 7500.000000
  92.550823, 7600.000000
  93.087861, 7700.000000
  93.629475, 7800.000000
  94.175717, 7900.000000
 116.299444, 8000.000000
 118.636309, 7900.000000
 120.571450, 7800.000000
 122.315336, 7700.000000
 123.864874, 7600.000000
 125.217005, 7500.000000
 126.588067, 7400.000000
 127.757592, 7300.000000
 128.722605, 7200.000000
 129.702338, 7100.000000
 130.696666, 7000.000000
 131.481433, 6900.000000
 132.503660, 6800.000000
 133.088385, 6700.000000
 133.910358, 6600.000000
 134.516840, 6500.000000
 135.133608, 6400.000000
 135.760576, 6300.000000
 136.167283, 6200.000000
 136.813501, 6100.000000
 137.237522, 6000.000000
 137.669647, 5900.000000
 138.109808, 5800.000000
 138.323169, 5700.000000
 138.778330, 5600.000000
 139.004831, 5500.000000
 139.474741, 5400.000000
 139.714153, 5300.000000
 139.959511, 5200.000000
 140.210763, 5100.000000
 140.467858, 5000.000000
 140.730747, 4900.000000
 140.999379, 4800.000000
 141.030459, 4700.000000
 141.309608, 4600.000000
 141.349462, 4500.000000
 141.393235, 4400.000000
 141.440890, 4300.000000
 141.492394, 4200.000000
 141.547712, 4100.000000
 141.357854, 4000.000000
 141.419897, 3900.000000
 141.485657, 3800.000000
 141.555100, 3700.000000
 141.376059, 3600.000000
 141.451987, 3500.000000
 141.277799, 3400.000000
 141.360100, 3300.000000
 141.190669, 3200.000000
 141.279232, 3100.000000
 141.114463, 3000.000000
 140.694034, 2900.000000
 140.532307, 2800.000000
 140.113360, 2700.000000
 139.954610, 2600.000000
 139.537094, 2500.000000
 139.381259, 2400.000000
 138.965123, 2300.000000
 138.812140, 2200.000000
 138.397336, 2100.000000
 138.247145, 2000.000000
 138.098694, 1900.000000
 137.686167, 1800.000000
 137.540417, 1700.000000
 137.396361, 1600.000000
 136.985997, 1500.000000
 136.575851, 1400.000000
 136.165913, 1300.000000
 135.756176, 1200.000000
 135.346631, 1100.000000
 134.937272, 1000.000000
 134.528090,  900.000000
 134.119078,  800.000000
 133.710229,  700.000000
 133.301535,  600.000000
 132.892989,  500.000000
 132.484583,  400.000000
 132.076312,  300.000000
 131.668167,  200.000000
 131.260142,  100.000000
 130.852231,    0.000000
