Mach, Specific Range
   0.311687,    0.274765
   0.314598,    0.277071
   0.317508,    0.279171
   0.320419,    0.281068
   0.323330,    0.282768
   0.326240,    0.284289
   0.329151,    0.285641
   0.332061,    0.286835
   0.334972,    0.287867
   0.337883,    0.288666
   0.340793,    0.289332
   0.343704,    0.289879
   0.346615,    0.290273
   0.349525,    0.290464
   0.352436,    0.290562
   0.355347,    0.290516
   0.358257,    0.290322
   0.361168,    0.290067
   0.364079,    0.289577
   0.366989,    0.289040
   0.369900,    0.288362
   0.372811,    0.287600
   0.375721,    0.286720
   0.378632,    0.285715
   0.381543,    0.284624
   0.384453,    0.283451
   0.387364,    0.282183
   0.390274,    0.280839
   0.393185,    0.279351
   0.396096,    0.277877
   0.399006,    0.276227
   0.401917,    0.274594
   0.404828,    0.272831
   0.407738,    0.270994
   0.410649,    0.269175
   0.413560,    0.267207
   0.416470,    0.265247
   0.419381,    0.263239
   0.422292,    0.261113
   0.425202,    0.259007
   0.428113,    0.256893
   0.431024,    0.254664
   0.433934,    0.252438
   0.436845,    0.250234
   0.439756,    0.247911
   0.442666,    0.245609
   0.445577,    0.243322
   0.448487,    0.240983
   0.451398,    0.238603
   0.454309,    0.236250
   0.457219,    0.233923
   0.460130,    0.231524
   0.463041,    0.229120
   0.465951,    0.226744
   0.468862,    0.224396
   0.471773,    0.222003
   0.474683,    0.219601
   0.477594,    0.217228
   0.480505,    0.214885
   0.483415,    0.212556
   0.486326,    0.210171
   0.489237,    0.207824
   0.492147,    0.205508
   0.495058,    0.203222
   0.497969,    0.200946
   0.500879,    0.198634
   0.503790,    0.196361
   0.506700,    0.194118
   0.509611,    0.191905
   0.512522,    0.189723
   0.515432,    0.187514
   0.518343,    0.185318
   0.521254,    0.183153
   0.524164,    0.181018
   0.527075,    0.178913
   0.529986,    0.176835
   0.532896,    0.174743
   0.535807,    0.172656
   0.538718,    0.170599
   0.541628,    0.168571
   0.544539,    0.166564
   0.547450,    0.164587
   0.550360,    0.162638
   0.553271,    0.160675
   0.556182,    0.158721
   0.559092,    0.156787
   0.562003,    0.154882
   0.564913,    0.153005
   0.567824,    0.151156
   0.570735,    0.149324
   0.573645,    0.147511
   0.576556,    0.145685
   0.579467,    0.143881
   0.582377,    0.142105
   0.585288,    0.140337
   0.588199,    0.138592
   0.591109,    0.136875
   0.594020,    0.135184
   0.596931,    0.133518
   0.599841,    0.131854
