Mach, Specific Range
   0.320228,    0.256311
   0.322984,    0.258364
   0.325740,    0.260246
   0.328496,    0.261965
   0.331252,    0.263528
   0.334008,    0.264939
   0.336764,    0.266200
   0.339519,    0.267314
   0.342275,    0.268246
   0.345031,    0.269064
   0.347787,    0.269769
   0.350543,    0.270295
   0.353299,    0.270689
   0.356055,    0.271007
   0.358810,    0.271166
   0.361566,    0.271213
   0.364322,    0.271167
   0.367078,    0.270947
   0.369834,    0.270696
   0.372590,    0.270287
   0.375346,    0.269822
   0.378102,    0.269203
   0.380857,    0.268526
   0.383613,    0.267741
   0.386369,    0.266908
   0.389125,    0.265951
   0.391881,    0.264938
   0.394637,    0.263787
   0.397393,    0.262649
   0.400148,    0.261366
   0.402904,    0.260069
   0.405660,    0.258666
   0.408416,    0.257186
   0.411172,    0.255720
   0.413928,    0.254122
   0.416684,    0.252517
   0.419439,    0.250870
   0.422195,    0.249108
   0.424951,    0.247361
   0.427707,    0.245597
   0.430463,    0.243732
   0.433219,    0.241861
   0.435975,    0.239998
   0.438731,    0.238023
   0.441486,    0.236067
   0.444242,    0.234129
   0.446998,    0.232104
   0.449754,    0.230061
   0.452510,    0.228038
   0.455266,    0.226030
   0.458022,    0.223927
   0.460777,    0.221840
   0.463533,    0.219775
   0.466289,    0.217722
   0.469045,    0.215590
   0.471801,    0.213482
   0.474557,    0.211398
   0.477313,    0.209338
   0.480068,    0.207223
   0.482824,    0.205109
   0.485580,    0.203020
   0.488336,    0.200963
   0.491092,    0.198926
   0.493848,    0.196826
   0.496604,    0.194753
   0.499360,    0.192704
   0.502115,    0.190691
   0.504871,    0.188703
   0.507627,    0.186671
   0.510383,    0.184652
   0.513139,    0.182660
   0.515895,    0.180697
   0.518651,    0.178759
   0.521406,    0.176841
   0.524162,    0.174882
   0.526918,    0.172948
   0.529674,    0.171039
   0.532430,    0.169155
   0.535186,    0.167295
   0.537942,    0.165460
   0.540698,    0.163610
   0.543453,    0.161757
   0.546209,    0.159928
   0.548965,    0.158124
   0.551721,    0.156344
   0.554477,    0.154589
   0.557233,    0.152848
   0.559989,    0.151108
   0.562744,    0.149361
   0.565500,    0.147639
   0.568256,    0.145941
   0.571012,    0.144254
   0.573768,    0.142586
   0.576524,    0.140943
   0.579280,    0.139322
   0.582035,    0.137721
   0.584791,    0.136090
   0.587547,    0.134477
   0.590303,    0.132888
   0.593059,    0.131322
