Mach, Specific Range
   0.302905,    0.295652
   0.305973,    0.298238
   0.309041,    0.300587
   0.312109,    0.302706
   0.315177,    0.304585
   0.318245,    0.306244
   0.321313,    0.307685
   0.324380,    0.308925
   0.327448,    0.309981
   0.330516,    0.310867
   0.333584,    0.311541
   0.336652,    0.311995
   0.339720,    0.312310
   0.342788,    0.312502
   0.345855,    0.312450
   0.348923,    0.312269
   0.351991,    0.311970
   0.355059,    0.311449
   0.358127,    0.310866
   0.361195,    0.310110
   0.364263,    0.309206
   0.367330,    0.308203
   0.370398,    0.307054
   0.373466,    0.305847
   0.376534,    0.304453
   0.379602,    0.302996
   0.382670,    0.301402
   0.385738,    0.299754
   0.388806,    0.298011
   0.391873,    0.296124
   0.394941,    0.294218
   0.398009,    0.292162
   0.401077,    0.290126
   0.404145,    0.287936
   0.407213,    0.285686
   0.410281,    0.283444
   0.413348,    0.281050
   0.416416,    0.278679
   0.419484,    0.276246
   0.422552,    0.273705
   0.425620,    0.271191
   0.428688,    0.268671
   0.431756,    0.266029
   0.434823,    0.263402
   0.437891,    0.260805
   0.440959,    0.258098
   0.444027,    0.255409
   0.447095,    0.252734
   0.450163,    0.250042
   0.453231,    0.247290
   0.456298,    0.244573
   0.459366,    0.241887
   0.462434,    0.239171
   0.465502,    0.236421
   0.468570,    0.233708
   0.471638,    0.231031
   0.474706,    0.228367
   0.477773,    0.225647
   0.480841,    0.222964
   0.483909,    0.220320
   0.486977,    0.217715
   0.490045,    0.215099
   0.493113,    0.212471
   0.496181,    0.209881
   0.499248,    0.207328
   0.502316,    0.204824
   0.505384,    0.202328
   0.508452,    0.199808
   0.511520,    0.197325
   0.514588,    0.194882
   0.517656,    0.192479
   0.520724,    0.190112
   0.523791,    0.187739
   0.526859,    0.185366
   0.529927,    0.183027
   0.532995,    0.180724
   0.536063,    0.178455
   0.539131,    0.176222
   0.542199,    0.174019
   0.545266,    0.171780
   0.548334,    0.169576
   0.551402,    0.167406
   0.554470,    0.165271
   0.557538,    0.163156
   0.560606,    0.161072
   0.563674,    0.159020
   0.566741,    0.156973
   0.569809,    0.154928
   0.572877,    0.152901
   0.575945,    0.150908
   0.579013,    0.148946
   0.582081,    0.147017
   0.585149,    0.145100
   0.588216,    0.143208
   0.591284,    0.141347
   0.594352,    0.139477
   0.597420,    0.137630
   0.600488,    0.135792
   0.603556,    0.133985
   0.606624,    0.132208
