Mach, Specific Range
   0.293862,    0.319465
   0.297089,    0.322376
   0.300317,    0.325007
   0.303545,    0.327364
   0.306772,    0.329455
   0.310000,    0.331289
   0.313228,    0.332870
   0.316456,    0.334181
   0.319683,    0.335260
   0.322911,    0.336112
   0.326139,    0.336765
   0.329367,    0.337237
   0.332594,    0.337450
   0.335822,    0.337454
   0.339050,    0.337311
   0.342277,    0.336980
   0.345505,    0.336442
   0.348733,    0.335783
   0.351961,    0.334903
   0.355188,    0.333888
   0.358416,    0.332772
   0.361644,    0.331438
   0.364871,    0.330041
   0.368099,    0.328402
   0.371327,    0.326771
   0.374555,    0.324913
   0.377782,    0.323020
   0.381010,    0.320905
   0.384238,    0.318806
   0.387465,    0.316544
   0.390693,    0.314210
   0.393921,    0.311779
   0.397149,    0.309246
   0.400376,    0.306739
   0.403604,    0.304032
   0.406832,    0.301301
   0.410060,    0.298547
   0.413287,    0.295673
   0.416515,    0.292828
   0.419743,    0.289897
   0.422970,    0.286882
   0.426198,    0.283904
   0.429426,    0.280914
   0.432654,    0.277806
   0.435881,    0.274730
   0.439109,    0.271693
   0.442337,    0.268550
   0.445564,    0.265422
   0.448792,    0.262325
   0.452020,    0.259238
   0.455248,    0.256078
   0.458475,    0.252962
   0.461703,    0.249882
   0.464931,    0.246821
   0.468159,    0.243697
   0.471386,    0.240619
   0.474614,    0.237589
   0.477842,    0.234603
   0.481069,    0.231573
   0.484297,    0.228561
   0.487525,    0.225601
   0.490753,    0.222691
   0.493980,    0.219826
   0.497208,    0.216918
   0.500436,    0.214045
   0.503663,    0.211228
   0.506891,    0.208455
   0.510119,    0.205726
   0.513347,    0.203010
   0.516574,    0.200287
   0.519802,    0.197608
   0.523030,    0.194973
   0.526258,    0.192381
   0.529485,    0.189829
   0.532713,    0.187305
   0.535941,    0.184761
   0.539168,    0.182260
   0.542396,    0.179796
   0.545624,    0.177367
   0.548852,    0.174979
   0.552079,    0.172630
   0.555307,    0.170312
   0.558535,    0.167963
   0.561762,    0.165655
   0.564990,    0.163387
   0.568218,    0.161157
   0.571446,    0.158948
   0.574673,    0.156771
   0.577901,    0.154632
   0.581129,    0.152529
   0.584356,    0.150403
   0.587584,    0.148299
   0.590812,    0.146231
   0.594040,    0.144201
   0.597267,    0.142201
   0.600495,    0.140211
   0.603723,    0.138256
   0.606951,    0.136336
   0.610178,    0.134449
   0.613406,    0.132556
