Ground distance, Load Factor
   0.000000,    0.000000
   0.016710,    0.000014
   0.183425,    0.000150
   0.368636,    0.000302
   0.553847,    0.000454
   0.739059,    0.000605
   0.924270,    0.000757
   1.109481,    0.000908
   1.294692,    0.001060
   1.479903,    0.001212
   1.665114,    0.001363
   1.850325,    0.001515
   2.302802,    0.001882
   2.788649,    0.002276
   3.274497,    0.002669
   3.760344,    0.003063
   4.246191,    0.003457
   4.732039,    0.003851
   5.217886,    0.004244
   5.703734,    0.004638
   6.189581,    0.005032
   6.675428,    0.005426
   7.425528,    0.006027
   8.208622,    0.006655
   8.991715,    0.007282
   9.774809,    0.007910
  10.557903,    0.008537
  11.340997,    0.009165
  12.124090,    0.009792
  12.907184,    0.010420
  13.690278,    0.011047
  14.473372,    0.011675
  15.517622,    0.012502
  16.594479,    0.013355
  17.671337,    0.014208
  18.748195,    0.015060
  19.825052,    0.015913
  20.901910,    0.016766
  21.978768,    0.017618
  23.055626,    0.018471
  24.132483,    0.019324
  25.209341,    0.020176
  26.544182,    0.021222
  27.911234,    0.022291
  29.278286,    0.023360
  30.645338,    0.024429
  32.012390,    0.025498
  33.379442,    0.026567
  34.746494,    0.027637
  36.113546,    0.028706
  37.480599,    0.029775
  38.847651,    0.030844
  40.469440,    0.032098
  42.123036,    0.033374
  43.776632,    0.034651
  45.430228,    0.035927
  47.083824,    0.037204
  48.737419,    0.038480
  50.391015,    0.039757
  52.044611,    0.041034
  53.698207,    0.042310
  55.351803,    0.043587
  57.256362,    0.045034
  59.192256,    0.046503
  61.128151,    0.047972
  63.064045,    0.049441
  64.999939,    0.050910
  66.935834,    0.052378
  68.871728,    0.053847
  70.807622,    0.055316
  72.743516,    0.056785
  74.679411,    0.058254
  76.861703,    0.059882
  79.074761,    0.061530
  81.287818,    0.063178
  83.500876,    0.064826
  85.713933,    0.066474
  87.926991,    0.068122
  90.140048,    0.069770
  92.353106,    0.071418
  94.566163,    0.073066
  96.779221,    0.074714
  99.234050,    0.076511
 101.719067,    0.078327
 104.204085,    0.080142
 106.689102,    0.081958
 109.174119,    0.083773
 111.659136,    0.085589
 114.144153,    0.087404
 116.629171,    0.089220
 119.114188,    0.091036
 121.599205,    0.092851
 124.321358,    0.094805
 127.073121,    0.096777
 129.824883,    0.098748
 132.576645,    0.100720
 135.328408,    0.102692
 138.080170,    0.104663
 140.831932,    0.106635
 143.583695,    0.108606
 146.335457,    0.110578
 149.087219,    0.112549
 152.071478,    0.114650
 155.084766,    0.116766
 158.098055,    0.118882
 161.111343,    0.120999
 164.124631,    0.123115
 167.137919,    0.125231
 170.151207,    0.127348
 173.164496,    0.129464
 176.177784,    0.131580
 179.191072,    0.133697
 182.432219,    0.135932
 185.701815,    0.138182
 188.971412,    0.140432
 192.241008,    0.142683
 195.510605,    0.144933
 198.780201,    0.147183
 202.049798,    0.149433
 205.319395,    0.151683
 208.588991,    0.153933
 211.858588,    0.156184
 215.351186,    0.158537
 218.871628,    0.160902
 222.392070,    0.163268
 225.912512,    0.165634
 229.432954,    0.168000
 232.953396,    0.170365
 236.473838,    0.172731
 239.994280,    0.175097
 243.514722,    0.177463
 247.035164,    0.179828
 250.772826,    0.182279
 254.537610,    0.184740
 258.302394,    0.187201
 262.067178,    0.189662
 265.831961,    0.192123
 269.596745,    0.194584
 273.361529,    0.197045
 277.126313,    0.199506
 280.891097,    0.201967
 284.655881,    0.204428
 288.631919,    0.206963
 292.634333,    0.209507
 296.636748,    0.212051
 300.639163,    0.214596
 304.641578,    0.217140
 308.643992,    0.219684
 312.646407,    0.222228
 316.648822,    0.224772
 320.651237,    0.227316
 324.653651,    0.229861
 328.861444,    0.232468
 333.094881,    0.235084
 337.328317,    0.237700
 341.561754,    0.240316
 345.795190,    0.242932
 350.028627,    0.245547
 354.262063,    0.248163
 358.495499,    0.250779
 362.728936,    0.253395
 366.962372,    0.256011
 371.395406,    0.258680
 375.853361,    0.261357
 380.311315,    0.264034
 384.769270,    0.266710
 389.227225,    0.269387
 393.685180,    0.272063
 398.143135,    0.274740
 402.601090,    0.277417
 407.059045,    0.280093
 411.517000,    0.282770
 416.168868,    0.285492
 420.844948,    0.288219
 425.521028,    0.290946
 430.197108,    0.293673
 434.873188,    0.296401
 439.549268,    0.299128
 444.225348,    0.301855
 448.901428,    0.304583
 453.577508,    0.307310
 458.253588,    0.310037
 463.117997,    0.312801
 468.005921,    0.315569
 472.893845,    0.318338
 477.781769,    0.321106
 482.669693,    0.323874
 487.557617,    0.326643
 492.445541,    0.329411
 497.333465,    0.332180
 502.221389,    0.334948
 507.109313,    0.337716
 512.180087,    0.340513
 517.273692,    0.343314
 522.367297,    0.346115
 527.460902,    0.348916
 532.554506,    0.351716
 537.648111,    0.354517
 542.741716,    0.357318
 547.835321,    0.360118
 552.928925,    0.362919
 558.022530,    0.365720
 563.293639,    0.368542
 568.586911,    0.371368
 573.880184,    0.374193
 579.173456,    0.377019
 584.466728,    0.379844
 589.760000,    0.382670
 595.053272,    0.385495
 600.346545,    0.388321
 605.639817,    0.391146
 610.933089,    0.393972
 616.398659,    0.396813
 621.885743,    0.399655
 627.372827,    0.402498
 632.859910,    0.405341
 638.346994,    0.408184
 643.834078,    0.411026
 649.321161,    0.413869
 654.808245,    0.416712
 660.295328,    0.419555
 665.782412,    0.422397
 671.431279,    0.425249
 677.100346,    0.428102
 682.769414,    0.430954
 688.438481,    0.433807
 694.107548,    0.436659
 699.776615,    0.439512
 705.445682,    0.442365
 711.114750,    0.445217
 716.783817,    0.448070
 719.337716,    0.449355
 725.131192,    0.658901
 730.987301,    0.664176
 736.843409,    0.669451
 742.699518,    0.674725
 748.555627,    0.680000
 754.411735,    0.685275
 760.267844,    0.690550
 766.123952,    0.695825
 771.980061,    0.701100
 777.836170,    0.706375
 783.750336,    0.718173
 789.777456,    0.742659
 795.804575,    0.767146
 801.831695,    0.791633
 807.858815,    0.816120
 813.885934,    0.840606
 819.913054,    0.865093
 825.940173,    0.889580
 831.967293,    0.914066
 837.994413,    0.938553
 844.075505,    0.962445
 850.261604,    0.985181
 856.447703,    1.007917
 862.633801,    1.030652
 868.819900,    1.053388
 875.005999,    1.076124
 881.192097,    1.098859
 887.378196,    1.121595
 893.564295,    1.144330
 899.750393,    1.167066
 903.836329,    1.182083
 910.146858,    1.200778
 916.457386,    1.219473
 922.767915,    1.238168
 929.078444,    1.256864
 935.388973,    1.275559
 941.699502,    1.294254
 948.010031,    1.312949
 954.320560,    1.331644
 960.631089,    1.350339
 966.941618,    1.369034
 973.292781,    1.370655
 979.643945,    1.372276
 985.995108,    1.373896
 992.346272,    1.375517
 998.697435,    1.377138
1005.055072,    1.377796
1011.412710,    1.378453
1017.770347,    1.379111
1024.127984,    1.379769
1030.485621,    1.380426
1036.836308,    1.380184
1043.186996,    1.379942
1049.537683,    1.379699
1055.888370,    1.379457
