Ground Roll distance, Vertical Forces
 331.473468, 149009.638305
 338.891409, 148421.631263
 389.568447, 144436.756984
 399.621374, 143652.915135
 409.646987, 142873.384268
 419.645362, 142098.136263
 429.616575, 141327.143225
 431.607565, 141173.452774
 431.614209, 141172.939979
 431.616547, 141172.759621
 431.619034, 141172.567637
 431.619291, 141172.541695
 431.619553, 141172.461800
 431.622169, 141171.662847
 431.648334, 141163.673021
 431.909934, 141083.745408
 434.521853, 140281.531908
 460.217480, 131964.760855
 491.467928, 120703.423977
 520.297518, 109021.297137
 546.390242, 97195.407067
 569.804590, 85400.212991
 590.647569, 73804.806108
 609.049725, 62572.725278
 625.153583, 51858.852455
 626.020809, 51255.989694
 627.012204, 50563.482063
 636.548709, 43717.887393
 641.186140, 40262.591932
 643.783233, 38289.379451
 645.092137, 37284.205837
 646.256848, 36383.564533
 657.102823, 27700.877423
 659.626393, 25599.340075
 662.247113, 23382.030741
 662.925251, 22802.325732
 664.045682, 21839.282838
 672.661014, 14209.976081
 679.487464, 7852.633891
 680.822738, 6572.262667
 681.314735, 6097.149258
 681.670714, 5752.226749
 681.807534, 5619.388862
 681.944248, 5486.490829
 683.221019, 4237.134035
 686.528388,  921.059010
 687.012466,  423.199683
 687.199517,  229.490654
 687.318313,  105.944872
 687.388034,   33.175487
 687.417491,    2.335515
 687.419406,    0.326530
 687.419677,    0.041842
 687.419717,    0.000097
 687.419717,    0.000000
