Speed (CAS), Rate of Climb
 136.427291, -421.344981
 137.462792, -405.964711
 138.498292, -390.698062
 139.533793, -375.655846
 140.569294, -361.197550
 141.604794, -346.675376
 142.640295, -332.712874
 143.675796, -318.971848
 144.711296, -305.471622
 145.746797, -292.394527
 146.782298, -279.158341
 147.817798, -266.629330
 148.853299, -253.938756
 149.888800, -242.064633
 150.924301, -229.878351
 151.959801, -218.354286
 152.995302, -206.628531
 154.030803, -195.629481
 155.066303, -184.563159
 156.101804, -173.923273
 157.137305, -163.272643
 158.172805, -152.804502
 159.208306, -142.875149
 160.243807, -132.713939
 161.279308, -123.424917
 162.314808, -113.818885
 163.350309, -104.542691
 164.385810,  -95.731497
 165.421310,  -86.724206
 166.456811,  -78.533770
 167.492312,  -70.459791
 168.527812,  -62.251889
 169.563313,  -55.042563
 170.598814,  -47.676653
 171.634314,  -40.352290
 172.669815,  -34.129920
 173.705316,  -27.772353
 174.740817,  -21.301548
 175.776317,  -15.888430
 176.811818,  -10.316827
 177.847319,   -4.513384
 178.882819,    0.500026
 179.918320,    5.311847
 180.953821,   10.224538
 181.989321,   15.058325
 183.024822,   19.585384
 184.060323,   24.202028
 185.095823,   28.908923
 186.131324,   32.983537
 187.166825,   36.782951
 188.202326,   41.094723
 189.237826,   45.485269
 190.273327,   49.144624
 191.308828,   52.464419
 192.344328,   55.894649
 193.379829,   59.556985
 194.415330,   62.714489
 195.450830,   65.279148
 196.486331,   67.888932
 197.521832,   70.577796
 198.557332,   73.437455
 199.592833,   75.167908
 200.628334,   76.888906
 201.663835,   78.639311
 202.699335,   80.472078
 203.734836,   82.396596
 204.770337,   83.287353
 205.805837,   84.192669
 206.841338,   85.112691
 207.876839,   86.089193
 208.912339,   87.265367
 209.947840,   87.369396
 210.983341,   87.348580
 212.018841,   87.327346
 213.054342,   87.328295
 214.089843,   87.439047
 215.125344,   87.275853
 216.160844,   86.169252
 217.196345,   85.046261
 218.231846,   83.951271
 219.267346,   83.080271
 220.302847,   82.195494
 221.338348,   81.234232
 222.373848,   79.105683
 223.409349,   76.997087
 224.444850,   75.164893
 225.480350,   73.304916
 226.515851,   71.417050
 227.551352,   69.501192
 228.586853,   67.214619
 229.622353,   64.085874
 230.657854,   60.912874
 231.693355,   57.695441
 232.728855,   54.433396
 233.764356,   51.116669
 234.799857,   47.677993
 235.835357,   44.193402
 236.870858,   39.640039
 237.906359,   34.834909
 238.941859,   29.998611
