Mach, Climb Angle
   0.236390,    0.675239
   0.238245,    0.671562
   0.240100,    0.668831
   0.241954,    0.665246
   0.243809,    0.659849
   0.245664,    0.653658
   0.247518,    0.646540
   0.249373,    0.637865
   0.251228,    0.628676
   0.253082,    0.617984
   0.254937,    0.611018
   0.256791,    0.603465
   0.258646,    0.594844
   0.260501,    0.585551
   0.262355,    0.574995
   0.264210,    0.563958
   0.266065,    0.551623
   0.267919,    0.538842
   0.269774,    0.524891
   0.271629,    0.510368
   0.273483,    0.494971
   0.275338,    0.478709
   0.277193,    0.462042
   0.279047,    0.444049
   0.280902,    0.426060
   0.282756,    0.406579
   0.284611,    0.386856
   0.286466,    0.366502
   0.288320,    0.345055
   0.290175,    0.323589
   0.292030,    0.300871
   0.293884,    0.277685
   0.295739,    0.254469
   0.297594,    0.229638
   0.299448,    0.204707
   0.301303,    0.179680
   0.303158,    0.154497
   0.305012,    0.130907
   0.306867,    0.107266
   0.308721,    0.082099
   0.310576,    0.056765
   0.312431,    0.031370
   0.314285,    0.004923
   0.316140,   -0.022149
   0.317995,   -0.049292
   0.319849,   -0.076713
   0.321704,   -0.105515
   0.323559,   -0.134396
   0.325413,   -0.163356
   0.327268,   -0.192991
   0.329123,   -0.223597
   0.330977,   -0.254292
   0.332832,   -0.285074
   0.334686,   -0.316530
   0.336541,   -0.348942
   0.338396,   -0.381450
   0.340250,   -0.414055
   0.342105,   -0.446917
   0.343960,   -0.481131
   0.345814,   -0.515449
   0.347669,   -0.549871
   0.349524,   -0.584397
   0.351378,   -0.619648
   0.353233,   -0.653093
   0.355088,   -0.686649
   0.356942,   -0.720318
   0.358797,   -0.754097
   0.360651,   -0.788659
   0.362506,   -0.824010
   0.364361,   -0.859479
   0.366215,   -0.895067
   0.368070,   -0.930774
   0.369925,   -0.966698
   0.371779,   -1.003950
   0.373634,   -1.041327
   0.375489,   -1.078830
   0.377343,   -1.116458
   0.379198,   -1.154212
   0.381053,   -1.192292
   0.382907,   -1.231566
   0.384762,   -1.270972
   0.386616,   -1.310511
   0.388471,   -1.350181
   0.390326,   -1.389983
   0.392180,   -1.429918
   0.394035,   -1.470803
   0.395890,   -1.512235
   0.397744,   -1.553804
   0.399599,   -1.595512
   0.401454,   -1.636415
   0.403308,   -1.676767
   0.405163,   -1.717258
   0.407018,   -1.758485
   0.408872,   -1.800442
   0.410727,   -1.842544
   0.412581,   -1.884789
   0.414436,   -1.927179
   0.416291,   -1.969712
   0.418145,   -2.012389
   0.420000,   -2.055210
