Ground Distance, Mach number
   0.000000,    0.000001
   0.015488,    0.000828
   0.169973,    0.001652
   0.341596,    0.002475
   0.513220,    0.003298
   0.684843,    0.004121
   0.856466,    0.004944
   1.028089,    0.005767
   1.199713,    0.006590
   1.371336,    0.007413
   1.542959,    0.008236
   1.714582,    0.009059
   2.133732,    0.009874
   2.583788,    0.010687
   3.033843,    0.011500
   3.483899,    0.012314
   3.933955,    0.013127
   4.384010,    0.013941
   4.834066,    0.014754
   5.284122,    0.015567
   5.734177,    0.016381
   6.184233,    0.017194
   6.878893,    0.017999
   7.604095,    0.018803
   8.329296,    0.019606
   9.054498,    0.020410
   9.779699,    0.021214
  10.504901,    0.022017
  11.230102,    0.022821
  11.955303,    0.023625
  12.680505,    0.024429
  13.405706,    0.025232
  14.372573,    0.026027
  15.369614,    0.026821
  16.366654,    0.027615
  17.363695,    0.028409
  18.360736,    0.029203
  19.357777,    0.029997
  20.354817,    0.030791
  21.351858,    0.031585
  22.348899,    0.032379
  23.345940,    0.033173
  24.581690,    0.033958
  25.847246,    0.034742
  27.112802,    0.035527
  28.378359,    0.036311
  29.643915,    0.037095
  30.909471,    0.037879
  32.175027,    0.038663
  33.440583,    0.039447
  34.706139,    0.040232
  35.971695,    0.041016
  37.472993,    0.041791
  39.003725,    0.042566
  40.534457,    0.043340
  42.065189,    0.044114
  43.595922,    0.044889
  45.126654,    0.045663
  46.657386,    0.046437
  48.188119,    0.047212
  49.718851,    0.047986
  51.249583,    0.048760
  53.013077,    0.049526
  54.805634,    0.050290
  56.598190,    0.051055
  58.390747,    0.051819
  60.183303,    0.052584
  61.975860,    0.053348
  63.768416,    0.054113
  65.560973,    0.054877
  67.353529,    0.055642
  69.146086,    0.056406
  71.168415,    0.057162
  73.219433,    0.057916
  75.270451,    0.058671
  77.321469,    0.059425
  79.372487,    0.060180
  81.423505,    0.060935
  83.474524,    0.061689
  85.525542,    0.062444
  87.576560,    0.063198
  89.627578,    0.063953
  91.905372,    0.064699
  94.211480,    0.065443
  96.517589,    0.066188
  98.823697,    0.066933
 101.129806,    0.067677
 103.435915,    0.068422
 105.742023,    0.069167
 108.048132,    0.069911
 110.354240,    0.070656
 112.660349,    0.071401
 115.190230,    0.072136
 117.748052,    0.072871
 120.305874,    0.073606
 122.863695,    0.074341
 125.421517,    0.075075
 127.979338,    0.075810
 130.537160,    0.076545
 133.094982,    0.077280
 135.652803,    0.078014
 138.210625,    0.078749
 140.989213,    0.079475
 143.795366,    0.080200
 146.601518,    0.080924
 149.407671,    0.081649
 152.213824,    0.082374
 155.019977,    0.083099
 157.826130,    0.083824
 160.632283,    0.084548
 163.438435,    0.085273
 166.244588,    0.085998
 169.268499,    0.086714
 172.319599,    0.087429
 175.370699,    0.088144
 178.421799,    0.088858
 181.472899,    0.089573
 184.523999,    0.090288
 187.575099,    0.091003
 190.626199,    0.091718
 193.677300,    0.092433
 196.728400,    0.093147
 199.994249,    0.093853
 203.286912,    0.094558
 206.579575,    0.095263
 209.872238,    0.095968
 213.164901,    0.096673
 216.457564,    0.097378
 219.750227,    0.098083
 223.042890,    0.098788
 226.335553,    0.099493
 229.628216,    0.100198
 233.132706,    0.100894
 236.663645,    0.101590
 240.194584,    0.102286
 243.725523,    0.102982
 247.256461,    0.103677
 250.787400,    0.104373
 254.318339,    0.105069
 257.849278,    0.105765
 261.380217,    0.106460
 264.911156,    0.107156
 268.651292,    0.107844
 272.417549,    0.108532
 276.183806,    0.109219
 279.950063,    0.109906
 283.716320,    0.110593
 287.482577,    0.111281
 291.248834,    0.111968
 295.015091,    0.112655
 298.781348,    0.113342
 302.547605,    0.114030
 306.520491,    0.114709
 310.519178,    0.115388
 314.517864,    0.116067
 318.516550,    0.116746
 322.515236,    0.117425
 326.513922,    0.118103
 330.512608,    0.118782
 334.511294,    0.119461
 338.509980,    0.120140
 342.508667,    0.120818
 346.711408,    0.121490
 350.939628,    0.122160
 355.167848,    0.122830
 359.396068,    0.123500
 363.624288,    0.124171
 367.852508,    0.124841
 372.080728,    0.125511
 376.308948,    0.126181
 380.537168,    0.126852
 384.765388,    0.127522
 389.195085,    0.128185
 393.649939,    0.128846
 398.104793,    0.129508
 402.559647,    0.130170
 407.014501,    0.130832
 411.469354,    0.131493
 415.924208,    0.132155
 420.379062,    0.132817
 424.833916,    0.133478
 429.288770,    0.134140
 433.942520,    0.134794
 438.621105,    0.135448
 443.299689,    0.136101
 447.978274,    0.136754
 452.656858,    0.137407
 457.335443,    0.138060
 462.014027,    0.138714
 466.692612,    0.139367
 471.371196,    0.140020
 476.049781,    0.140673
 480.924679,    0.141319
 485.824090,    0.141963
 490.723500,    0.142608
 495.622911,    0.143253
 500.522321,    0.143897
 505.421732,    0.144542
 510.321142,    0.145187
 515.220553,    0.145831
 520.119964,    0.146476
 525.019374,    0.147121
 530.112527,    0.147758
 535.229870,    0.148394
 540.347213,    0.149030
 545.464557,    0.149667
 550.581900,    0.150303
 555.699243,    0.150939
 560.816587,    0.151576
 565.933930,    0.152212
 571.051273,    0.152848
 576.168616,    0.153484
 581.477248,    0.154114
 586.809764,    0.154742
 592.142280,    0.155370
 597.474796,    0.155999
 602.807312,    0.156627
 608.139828,    0.157256
 613.472344,    0.157884
 618.804860,    0.158512
 624.137376,    0.159141
 629.469892,    0.159769
 634.991339,    0.160391
 640.536377,    0.161011
 646.081415,    0.161632
 651.626453,    0.162253
 657.171491,    0.162873
 662.716529,    0.163494
 668.261567,    0.164115
 673.806605,    0.164735
 679.351643,    0.165356
 684.896680,    0.165977
 690.628299,    0.166590
 696.383213,    0.167203
 702.138128,    0.167816
 707.893042,    0.168429
 713.647957,    0.169042
 719.402872,    0.169655
 725.157786,    0.170267
 730.912701,    0.170880
 736.667615,    0.171493
 742.422530,    0.172106
 748.361672,    0.172712
 754.323817,    0.173317
 760.285962,    0.173922
 766.248107,    0.174527
 772.210251,    0.175132
 778.172396,    0.175737
 784.134541,    0.176343
 790.096686,    0.176948
 796.058831,    0.177553
 802.020976,    0.178158
 808.164996,    0.178756
 814.331724,    0.179353
 820.498453,    0.179951
 826.665182,    0.180548
 832.831911,    0.181145
 838.998639,    0.181743
 845.165368,    0.182340
 851.332097,    0.182937
 857.498826,    0.183534
 863.665554,    0.184132
 870.011807,    0.184722
 876.380475,    0.185312
 882.749143,    0.185901
 889.117810,    0.186491
 895.486478,    0.187080
 901.855146,    0.187670
 908.223814,    0.188259
 914.592482,    0.188849
 920.961149,    0.189439
 927.329817,    0.190028
 933.875660,    0.190611
 940.443624,    0.191192
 947.011589,    0.191774
 953.579553,    0.192356
 960.147518,    0.192938
 966.715482,    0.193520
 973.283447,    0.194101
 979.851412,    0.194683
 986.419376,    0.195265
 992.987341,    0.195847
 999.710439,    0.196422
1006.452906,    0.196997
1013.195374,    0.197572
1019.937842,    0.198147
1026.680310,    0.198722
1033.422777,    0.199297
1040.165245,    0.199872
1045.827981,    0.200355
1052.668000,    0.200926
1059.508018,    0.201497
1066.434821,    0.202067
1073.393907,    0.202636
1080.352994,    0.203204
1087.312080,    0.203773
1094.271167,    0.204342
1101.230253,    0.204911
1108.189340,    0.205480
1115.148426,    0.206049
1122.107513,    0.206618
1129.066599,    0.207187
1136.165693,    0.207750
1143.316869,    0.208310
1150.468046,    0.208870
1157.619223,    0.209430
1164.770399,    0.209990
1171.921576,    0.210550
1179.072752,    0.211110
1186.223929,    0.211670
1193.375105,    0.212230
1200.526282,    0.212790
1207.814836,    0.213341
1215.154496,    0.213888
1222.494155,    0.214436
1229.833814,    0.214984
1237.173474,    0.215532
1244.513133,    0.216079
1251.852792,    0.216627
1259.192451,    0.217175
1266.532111,    0.217723
1273.871770,    0.218270
1275.861837,    0.218419
1283.372677,    0.218853
1290.883517,    0.219287
1298.394357,    0.219722
1305.905197,    0.220156
1313.416036,    0.220590
1320.926876,    0.221025
1328.437716,    0.221459
1335.948556,    0.221893
1343.459396,    0.222328
1350.970236,    0.222762
1358.579988,    0.223099
1366.189741,    0.223436
1373.799493,    0.223774
1381.409246,    0.224111
1389.018998,    0.224448
1396.681233,    0.224729
1404.343469,    0.225011
1412.005704,    0.225292
1419.667940,    0.225573
1427.330175,    0.225854
1435.047737,    0.226054
1442.765299,    0.226255
1450.482861,    0.226456
1458.200423,    0.226656
1465.917985,    0.226857
1473.635547,    0.227057
1481.353108,    0.227258
1489.070670,    0.227458
