Time, Aircraft mass
   0.000000, 34397.595150
   0.489233, 34381.815536
  21.252871, 33953.445426
 227.486178, 30956.610952
 243.152844, 30849.839614
 247.606828, 30745.476399
 267.572930, 30390.349222
 273.239597, 30348.038743
 303.239597, 29985.128779
 304.206264, 29977.397282
 304.386646, 29976.919270
