Ground Roll Distance, Horizontal Forces
 342.412792, -30531.333623
 350.627524, -30429.708965
 407.634734, -29737.391408
 418.916862, -29603.029013
 430.159676, -29469.998063
 441.363368, -29338.283709
 452.528131, -29207.871301
 453.268518, -29199.252757
 453.835708, -29192.652838
 454.311711, -29187.115655
 454.553229, -29184.306735
 454.704591, -29182.546555
 454.828326, -29181.107768
 454.876900, -29180.542972
 454.906982, -29180.193207
 454.922421, -29180.013690
 454.928923, -34765.751211
 454.935433, -34767.077733
 455.000531, -34780.344610
 455.651429, -34913.179670
 462.152254, -36258.302320
 506.467511, -46396.681500
 550.492490, -58421.926304
 592.068064, -72003.005579
 608.392812, -78042.687939
 619.952401, -82581.904498
 631.549152, -87374.903017
 666.440020, -103470.129635
 699.941722, -121733.047709
 730.840998, -141631.530576
 759.107722, -163061.443535
 784.793124, -185900.423718
 807.975365, -209984.147780
 828.753845, -235109.175075
 847.243999, -261038.406915
 863.571212, -287506.923177
 867.103113, -293765.447377
 869.220203, -297619.431078
 871.732959, -302182.051327
 874.021265, -306368.927677
 887.026454, -332022.746921
 888.747127, -335683.119630
 889.520655, -337343.486726
 890.331305, -339081.233066
 898.065884, -356517.815250
 907.748589, -380978.608732
 908.085188, -381881.617837
 908.434428, -382777.661786
 911.800166, -391656.715493
 919.596283, -414314.902630
 925.774685, -435492.432582
 926.939435, -440032.675055
 927.073053, -440614.564109
 927.192913, -441150.913037
 928.322113, -446409.833358
 931.673931, -466210.610573
 932.141247, -470405.518645
 932.349981, -472749.810562
 932.494640, -474776.487300
 932.591560, -476588.108400
 932.648363, -478208.934000
 932.671455, -479653.787100
 932.672609, -479949.274713
 932.672702, -480037.462211
 932.672707, -480064.014227
