Ground Roll Distance, Horizontal Forces
   0.000000, -676.417648
   0.000000, -609.104555
   0.000000, -148.556468
   0.000000,  -58.761600
   0.000000,   30.280627
   0.000000,  118.578122
   0.000000,  206.138692
   0.000000,  211.930105
   0.000000,  216.365466
   0.000000,  220.086906
   0.000000,  221.974825
   0.000000,  223.157901
   0.000000,  224.124977
   0.000000,  224.504608
   0.000000,  224.739706
   0.000000,  224.860370
   0.000000, 5810.725754
   0.000000, 5812.192895
   0.000000, 5826.866116
   0.000000, 5973.779715
   0.000000, 7461.207456
   0.000000, 18657.222664
   0.000000, 31903.472914
   0.000000, 46821.195015
   0.000000, 53441.239951
   0.000000, 58423.821559
   0.000000, 63687.927860
   0.000000, 81326.795827
   0.000000, 101271.478297
   0.000000, 122920.570050
   0.000000, 146143.217729
   0.000000, 170789.660582
   0.000000, 196666.082141
   0.000000, 223538.417492
   0.000000, 251138.803099
   0.000000, 279172.205011
   0.000000, 285779.395156
   0.000000, 289843.936692
   0.000000, 294657.865253
   0.000000, 299074.739497
   0.000000, 326050.202671
   0.000000, 329886.288801
   0.000000, 331633.484747
   0.000000, 333480.132368
   0.000000, 351970.330564
   0.000000, 377779.042035
   0.000000, 378729.225362
   0.000000, 379674.215475
   0.000000, 389024.351026
   0.000000, 412753.269158
   0.000000, 434706.016301
   0.000000, 439373.461654
   0.000000, 439969.272762
   0.000000, 440517.977044
   0.000000, 445886.065431
   0.000000, 465841.080828
   0.000000, 469992.658012
   0.000000, 472295.161530
   0.000000, 474273.445649
   0.000000, 476030.539766
   0.000000, 477592.040791
   0.000000, 478974.198297
   0.000000, 479255.583445
   0.000000, 479339.471927
   0.000000, 479364.721068
