Speed (TAS), Efficiency
 176.789183,   12.605741
 180.058249,   12.739276
 183.327314,   12.936892
 186.596380,   13.133205
 189.865446,   13.320242
 193.134511,   13.503124
 196.403577,   13.665943
 199.672642,   13.827906
 202.941708,   13.963360
 206.210774,   14.103759
 209.479839,   14.216363
 212.748905,   14.311018
 216.017971,   14.408438
 219.287036,   14.473789
 222.556102,   14.522410
 225.825167,   14.572085
 229.094233,   14.611739
 232.363299,   14.616164
 235.632364,   14.620654
 238.901430,   14.625210
 242.170495,   14.619025
 245.439561,   14.577309
 248.708627,   14.535276
 251.977692,   14.492933
 255.246758,   14.450288
 258.515823,   14.388652
 261.784889,   14.303616
 265.053955,   14.218529
 268.323020,   14.133412
 271.592086,   14.048283
 274.861152,   13.963161
 278.130217,   13.857234
 281.399283,   13.736534
 284.668348,   13.616544
 287.937414,   13.497283
 291.206480,   13.378766
 294.475545,   13.261009
 297.744611,   13.144027
 301.013676,   13.023534
 304.282742,   12.879453
 307.551808,   12.737019
 310.820873,   12.596229
 314.089939,   12.457078
 317.359004,   12.319559
 320.628070,   12.183666
 323.897136,   12.049391
 327.166201,   11.916726
 330.435267,   11.785661
 333.704333,   11.649447
 336.973398,   11.501020
 340.242464,   11.354935
 343.511529,   11.211157
 346.780595,   11.069651
 350.049661,   10.930382
 353.318726,   10.793316
 356.587792,   10.658418
 359.856857,   10.525653
 363.125923,   10.394988
 366.394989,   10.266390
 369.664054,   10.139823
 372.933120,   10.015256
 376.202185,    9.892656
 379.471251,    9.766181
 382.740317,    9.634820
 386.009382,    9.505864
 389.278448,    9.379261
 392.547514,    9.254960
 395.816579,    9.132912
 399.085645,    9.013068
 402.354710,    8.895381
 405.623776,    8.779804
 408.892842,    8.666293
 412.161907,    8.554803
 415.430973,    8.445291
 418.700038,    8.337714
 421.969104,    8.232032
 425.238170,    8.128205
 428.507235,    8.026192
 431.776301,    7.925956
 435.045366,    7.827459
 438.314432,    7.730665
 441.583498,    7.635536
 444.852563,    7.542040
 448.121629,    7.450140
 451.390695,    7.355563
 454.659760,    7.260789
 457.928826,    7.167768
 461.197891,    7.076459
 464.466957,    6.986823
 467.736023,    6.898818
 471.005088,    6.812389
 474.274154,    6.727431
 477.543219,    6.643785
 480.812285,    6.561241
 484.081351,    6.479540
 487.350416,    6.398378
 490.619482,    6.317407
 493.888547,    6.236239
 497.157613,    6.154452
 500.426679,    6.071590
