Ground distance, Altitude
   0.000000, 4000.000000
 100.129423, 3994.763982
 200.260944, 3989.492740
 300.399752, 3984.163764
 400.542426, 3978.820493
 500.703138, 3973.410500
 600.870044, 3967.984971
 701.065862, 3962.486931
 801.270509, 3956.972750
 901.516372, 3951.383234
1001.773469, 3945.777682
1102.082998, 3940.097282
1202.406019, 3934.401761
1302.792014, 3928.635662
1403.193578, 3922.855246
1503.667811, 3917.008012
1604.159562, 3911.146835
1704.733074, 3905.220575
1805.326130, 3899.279856
1906.010408, 3893.271642
2006.716474, 3887.247148
2107.524234, 3881.146665
2208.355911, 3875.029062
2309.299222, 3868.831547
2410.283278, 3862.610129
2511.372390, 3856.327082
2612.506800, 3850.018320
2713.757998, 3843.643260
2815.057458, 3837.245409
2916.481352, 3830.788799
3017.955778, 3824.311489
3119.560486, 3817.780808
3221.218179, 3811.229478
3323.012477, 3804.624908
3424.862408, 3797.997374
3526.855772, 3791.310632
3628.908166, 3784.597137
3731.112754, 3777.814661
3833.378226, 3771.004087
3935.800673, 3764.121069
4038.309824, 3757.203558
4140.948947, 3750.234344
4243.726086, 3743.214747
4346.596834, 3736.160976
4449.619172, 3729.050169
4552.744325, 3721.900677
4656.027030, 3714.695127
4759.416594, 3707.451557
4862.968848, 3700.157732
4966.631446, 3692.829822
5070.460635, 3685.452534
5174.402813, 3678.041755
5278.517401, 3670.576495
5382.748926, 3663.074285
5487.157672, 3655.520834
5591.686618, 3647.932630
5696.397101, 3640.292319
5801.230713, 3632.616668
5906.250412, 3624.889041
6011.396325, 3617.126160
6116.732124, 3609.314501
6222.196712, 3601.469759
6327.853357, 3593.585607
6433.640264, 3585.674725
6539.620116, 3577.728220
6645.730835, 3569.757554
6752.037150, 3561.744943
6858.476129, 3553.703883
6965.112600, 3545.626469
7071.883019, 3537.524398
7178.850699, 3529.392927
7285.952171, 3521.241514
7393.250972, 3513.059753
7500.683611, 3504.857407
7608.315176, 3496.617133
7716.081664, 3488.351133
7824.048557, 3480.047309
7932.151374, 3471.717831
8040.455198, 3463.356407
8148.895356, 3454.973318
8257.536004, 3446.559230
8366.312635, 3438.124118
8475.290760, 3429.654343
8584.405548, 3421.161060
8693.722591, 3412.628951
8803.176812, 3404.070510
8912.831421, 3395.472895
9022.621944, 3386.848711
9132.636318, 3378.188786
9242.763295, 3369.510882
9353.116791, 3360.799013
9463.584231, 3352.070059
9574.278851, 3343.304571
9685.087746, 3334.520705
9796.123395, 3325.700099
9907.273107, 3316.861012
10018.649012, 3307.990962
10130.138698, 3299.105337
