Mach, Climb Angle
   0.445352,   -0.933356
   0.448732,   -0.892509
   0.452113,   -0.852520
   0.455493,   -0.813611
   0.458873,   -0.776532
   0.462254,   -0.739859
   0.465634,   -0.704904
   0.469014,   -0.670919
   0.472394,   -0.637924
   0.475775,   -0.606275
   0.479155,   -0.574746
   0.482535,   -0.545104
   0.485916,   -0.515547
   0.489296,   -0.488044
   0.492676,   -0.460294
   0.496056,   -0.434239
   0.499437,   -0.408138
   0.502817,   -0.383815
   0.506197,   -0.359685
   0.509578,   -0.336701
   0.512958,   -0.313999
   0.516338,   -0.291943
   0.519718,   -0.271197
   0.523099,   -0.250281
   0.526479,   -0.231269
   0.529859,   -0.211909
   0.533240,   -0.193404
   0.536620,   -0.175988
   0.540000,   -0.158431
   0.543380,   -0.142576
   0.546761,   -0.127127
   0.550141,   -0.111628
   0.553521,   -0.098098
   0.556901,   -0.084454
   0.560282,   -0.071049
   0.563662,   -0.059732
   0.567042,   -0.048316
   0.570423,   -0.036839
   0.573803,   -0.027316
   0.577183,   -0.017633
   0.580563,   -0.007669
   0.583944,    0.000845
   0.587324,    0.008922
   0.590704,    0.017075
   0.594085,    0.025005
   0.597465,    0.032338
   0.600845,    0.039736
   0.604225,    0.047198
   0.607606,    0.053551
   0.610986,    0.059389
   0.614366,    0.065986
   0.617747,    0.072636
   0.621127,    0.078053
   0.624507,    0.082875
   0.627887,    0.087818
   0.631268,    0.093071
   0.634648,    0.097483
   0.638028,    0.100932
   0.641408,    0.104414
   0.644789,    0.107980
   0.648169,    0.111770
   0.651549,    0.113810
   0.654930,    0.115815
   0.658310,    0.117843
   0.661690,    0.119973
   0.665070,    0.122218
   0.668451,    0.122915
   0.671831,    0.123626
   0.675211,    0.124351
   0.678592,    0.125151
   0.681972,    0.126232
   0.685352,    0.125759
   0.688732,    0.125112
   0.692113,    0.124471
   0.695493,    0.123867
   0.698873,    0.123425
   0.702254,    0.122601
   0.705634,    0.120467
   0.709014,    0.118330
   0.712394,    0.116252
   0.715775,    0.114503
   0.719155,    0.112751
   0.722535,    0.110911
   0.725916,    0.107502
   0.729296,    0.104151
   0.732676,    0.101204
   0.736056,    0.098246
   0.739437,    0.095279
   0.742817,    0.092301
   0.746197,    0.088860
   0.749577,    0.084341
   0.752958,    0.079805
   0.756338,    0.075252
   0.759718,    0.070682
   0.763099,    0.066081
   0.766479,    0.061364
   0.769859,    0.056629
   0.773239,    0.050572
   0.776620,    0.044249
   0.780000,    0.037940
