Speed(CAS), Altitude
  87.840989,    0.000000
  87.840990,  100.000000
  87.840990,  200.000000
  87.840990,  300.000000
  87.840990,  400.000000
  87.840990,  500.000000
  87.840990,  600.000000
  87.840990,  700.000000
  87.840990,  800.000000
  87.840990,  900.000000
  87.840990, 1000.000000
  87.840990, 1100.000000
  87.840990, 1200.000000
  87.840990, 1300.000000
  87.840990, 1400.000000
  87.840990, 1500.000000
  87.840990, 1600.000000
  87.840990, 1700.000000
  87.840990, 1800.000000
  87.840990, 1900.000000
  87.840990, 2000.000000
  87.840990, 2100.000000
  87.840990, 2200.000000
  87.840990, 2300.000000
  87.840990, 2400.000000
  87.840990, 2500.000000
  87.840990, 2600.000000
  87.840990, 2700.000000
  87.840990, 2800.000000
  87.840990, 2900.000000
  87.840990, 3000.000000
  87.840990, 3100.000000
  87.840990, 3200.000000
  87.840990, 3300.000000
  87.840990, 3400.000000
  87.840990, 3500.000000
  87.840990, 3600.000000
  87.840990, 3700.000000
  87.840990, 3800.000000
  87.840990, 3900.000000
  87.840990, 4000.000000
  87.840990, 4100.000000
  87.840990, 4200.000000
  87.840990, 4300.000000
  87.840990, 4400.000000
  87.840990, 4500.000000
  87.840990, 4600.000000
  87.840990, 4700.000000
  87.840990, 4800.000000
  87.840990, 4900.000000
  87.840990, 5000.000000
  87.840990, 5100.000000
  87.840990, 5200.000000
  87.840990, 5300.000000
  87.840990, 5400.000000
  87.840990, 5500.000000
  87.840990, 5600.000000
  87.840990, 5700.000000
  87.840990, 5800.000000
  87.840990, 5900.000000
  87.840990, 6000.000000
  87.840990, 6100.000000
  87.840990, 6200.000000
  87.840990, 6300.000000
  87.840990, 6400.000000
  87.840990, 6500.000000
  87.840990, 6600.000000
  87.840990, 6700.000000
  87.840990, 6800.000000
  87.840990, 6900.000000
  87.840990, 7000.000000
  87.840990, 7100.000000
  87.840990, 7200.000000
  87.840990, 7300.000000
  87.840990, 7400.000000
  87.840990, 7500.000000
  87.840990, 7600.000000
  87.840990, 7700.000000
  87.840990, 7800.000000
  87.840990, 7900.000000
  87.840990, 8000.000000
  87.840990, 8100.000000
  87.840990, 8200.000000
  87.840990, 8300.000000
  87.840990, 8400.000000
  87.840990, 8500.000000
  87.840990, 8600.000000
  87.840990, 8700.000000
  87.840990, 8800.000000
  87.840990, 8900.000000
  87.840990, 9000.000000
  87.840990, 9100.000000
  87.840990, 9200.000000
  87.840990, 9300.000000
  87.840990, 9400.000000
  87.840990, 9500.000000
  87.840990, 9600.000000
  87.840990, 9700.000000
  87.840990, 9800.000000
  87.840990, 9900.000000
  87.840990, 10000.000000
  87.840990, 10100.000000
  87.840990, 10200.000000
  87.840990, 10300.000000
  87.840990, 10400.000000
  87.840990, 10500.000000
  87.840990, 10600.000000
  87.840990, 10700.000000
  87.840990, 10800.000000
  87.840990, 10900.000000
  87.840990, 11000.000000
  87.840990, 11100.000000
  87.840990, 11200.000000
  87.840990, 11300.000000
  87.840990, 11400.000000
  87.840990, 11500.000000
  87.840990, 11600.000000
  87.840990, 11700.000000
  87.840990, 11800.000000
  87.840990, 11900.000000
  87.840990, 12000.000000
  87.840990, 12100.000000
  87.840990, 12200.000000
  87.840990, 12300.000000
  87.840990, 12400.000000
  87.840990, 12500.000000
  87.840990, 12600.000000
  87.840990, 12700.000000
  87.840990, 12800.000000
  87.840990, 12900.000000
  87.840990, 13000.000000
  87.840990, 13100.000000
  87.840990, 13200.000000
  87.840990, 13300.000000
  87.840990, 13400.000000
  87.840990, 13500.000000
  87.840990, 13600.000000
  88.860808, 13700.000000
  88.877804, 13800.000000
  88.852508, 13900.000000
  88.866867, 14000.000000
  88.879431, 14100.000000
  88.852750, 14200.000000
  88.862770, 14300.000000
  88.871052, 14400.000000
  88.877618, 14500.000000
  88.848892, 14600.000000
  88.853038, 14700.000000
  88.855522, 14800.000000
  88.856366, 14900.000000
  88.855588, 15000.000000
  88.853210, 15100.000000
  88.849251, 15200.000000
  88.870831, 15300.000000
  88.862869, 15400.000000
  88.853391, 15500.000000
  88.866842, 15600.000000
  88.853511, 15700.000000
  88.861402, 15800.000000
  88.866130, 15900.000000
  88.867734, 16000.000000
  88.866250, 16100.000000
  88.861716, 16200.000000
  88.854171, 16300.000000
  88.861240, 16400.000000
  88.863721, 16500.000000
  88.861669, 16600.000000
  88.855140, 16700.000000
  88.858518, 16800.000000
 102.553726, 16700.000000
 102.545148, 16600.000000
 102.544840, 16500.000000
 102.546657, 16400.000000
 102.559739, 16300.000000
 102.554854, 16200.000000
 102.556480, 16100.000000
 102.550661, 16000.000000
 102.563749, 15900.000000
 102.557599, 15800.000000
 102.557856, 15700.000000
 102.544862, 15600.000000
 102.546119, 15500.000000
 102.566530, 15400.000000
 102.556875, 15300.000000
 102.544790, 15200.000000
 102.561558, 15100.000000
 102.552661, 15000.000000
 102.548548, 14900.000000
 102.551703, 14800.000000
 102.564648, 14700.000000
 102.556353, 14600.000000
 102.561105, 14500.000000
 102.546012, 14400.000000
 102.547318, 14300.000000
 102.567713, 14200.000000
 102.571470, 14100.000000
 102.558379, 14000.000000
 102.568690, 13900.000000
 102.563749, 13800.000000
 102.543366, 13700.000000
 102.550866, 13600.000000
 102.544603, 13500.000000
 102.570004, 13400.000000
 102.583396, 13300.000000
 102.584627, 13200.000000
 102.573542, 13100.000000
 102.549984, 13000.000000
 102.564742, 12900.000000
 102.568898, 12800.000000
 102.562316, 12700.000000
 102.544859, 12600.000000
 102.571768, 12500.000000
 102.589782, 12400.000000
 102.598787, 12300.000000
 102.598667, 12200.000000
 102.589303, 12100.000000
 102.570577, 12000.000000
 102.604662, 11900.000000
 102.758471, 11800.000000
 103.362435, 11700.000000
 103.914779, 11600.000000
 104.479115, 11500.000000
 104.987264, 11400.000000
 105.505208, 11300.000000
 106.033054, 11200.000000
 106.570910, 11100.000000
 107.045566, 11000.000000
 107.527232, 10900.000000
 108.091471, 10800.000000
 108.510790, 10700.000000
 109.012764, 10600.000000
 109.521589, 10500.000000
 109.956296, 10400.000000
 110.395323, 10300.000000
 110.838691, 10200.000000
 111.286422, 10100.000000
 111.738539, 10000.000000
 112.195063, 9900.000000
 112.656018, 9800.000000
 113.031139, 9700.000000
 113.499670, 9600.000000
 113.879697, 9500.000000
 114.355870, 9400.000000
 114.740843, 9300.000000
 115.127616, 9200.000000
 115.713168, 9100.000000
 116.505838, 9000.000000
 117.311496, 8900.000000
 118.130223, 8800.000000
 118.858015, 8700.000000
 119.701708, 8600.000000
 120.451785, 8500.000000
 121.212394, 8400.000000
 121.983596, 8300.000000
 122.654229, 8200.000000
 123.445357, 8100.000000
 124.133133, 8000.000000
 124.944411, 7900.000000
 125.649529, 7800.000000
 126.362654, 7700.000000
 126.963823, 7600.000000
 127.691609, 7500.000000
 128.427527, 7400.000000
 129.171620, 7300.000000
 129.797936, 7200.000000
 130.429488, 7100.000000
 131.195331, 7000.000000
 131.838954, 6900.000000
 132.487891, 6800.000000
 133.142167, 6700.000000
 133.801806, 6600.000000
 134.466831, 6500.000000
 135.137267, 6400.000000
 135.813139, 6300.000000
 136.353035, 6200.000000
 137.038269, 6100.000000
 137.584401, 6000.000000
 138.279067, 5900.000000
 138.831479, 5800.000000
 139.386242, 5700.000000
 139.943360, 5600.000000
 140.502839, 5500.000000
 141.064681, 5400.000000
 141.628891, 5300.000000
 142.195473, 5200.000000
 142.764430, 5100.000000
 143.335768, 5000.000000
 143.909489, 4900.000000
 144.485598, 4800.000000
 145.064099, 4700.000000
 145.644995, 4600.000000
 146.228292, 4500.000000
 146.643055, 4400.000000
 147.229458, 4300.000000
 147.818266, 4200.000000
 148.233411, 4100.000000
 148.825315, 4000.000000
 149.419628, 3900.000000
 149.835085, 3800.000000
 150.432482, 3700.000000
 151.032293, 3600.000000
 151.447992, 3500.000000
 152.050876, 3400.000000
 152.466105, 3300.000000
 153.072048, 3200.000000
 153.680412, 3100.000000
 154.095756, 3000.000000
 154.509922, 2900.000000
 155.121946, 2800.000000
 155.535517, 2700.000000
 155.947862, 2600.000000
 156.563496, 2500.000000
 156.975177, 2400.000000
 157.385587, 2300.000000
 157.794707, 2200.000000
 158.414453, 2100.000000
 158.822809, 2000.000000
 159.445506, 1900.000000
 159.853056, 1800.000000
 160.259241, 1700.000000
 160.885390, 1600.000000
 161.290696, 1500.000000
 161.694590, 1400.000000
 162.097055, 1300.000000
 162.498071, 1200.000000
 162.897621, 1100.000000
 163.295685, 1000.000000
 163.692246,  900.000000
 164.087286,  800.000000
 164.480785,  700.000000
 164.872725,  600.000000
 165.263087,  500.000000
 165.651854,  400.000000
 166.039005,  300.000000
 166.424523,  200.000000
 166.808388,  100.000000
 167.190579,    0.000000
