Ground Roll Distance, Horizontal Forces
1108.671547, 4878.200233
1134.641156, 4839.004031
1313.343861, 4568.847483
1348.562508, 4515.521610
1383.609893, 4462.430085
1418.487155, 4409.572535
1453.195427, 4356.948576
1460.116901, 4346.451780
1460.292604, 4346.185305
1460.373184, 4346.063096
1460.452956, 4345.942112
1460.501041, 4345.869185
1460.517037, 4345.844924
1460.526142, 4345.831115
1460.527435, -12094.225420
1460.528764, -12094.250632
1460.542056, -12094.502752
1460.674966, -12097.023972
1462.003790, -12122.237774
1475.263516, -12374.534039
1510.308685, -13047.514895
1532.716470, -13482.561174
1543.019134, -13682.311118
1554.120285, -13892.720451
1662.952276, -16005.449474
1820.214170, -19226.732048
1967.661648, -22443.209298
2104.840870, -25624.395588
2231.327082, -28738.509234
2346.731996, -31753.355176
2450.710960, -34637.310167
2542.969665, -37360.360839
2550.804259, -37600.105601
2555.435944, -37742.539252
2557.190680, -37793.819397
2559.005360, -37839.889020
2576.844845, -38295.983068
2652.221669, -40295.393121
2715.247165, -42083.660717
2765.703215, -43637.881686
2803.440747, -44940.100099
2828.383120, -45978.019402
2840.259959, -46717.187872
2841.171817, -46825.594921
2841.642754, -46911.629570
2841.827936, -46987.856839
2841.833128, -46997.074054
2841.834296, -47002.557343
2841.834356, -47004.206086
