Ground Roll Distance, Horizontal Forces
1108.671547, -10496.501931
1134.641156, -10438.123670
1313.343861, -10038.467197
1348.562508, -9960.130258
1383.609893, -9882.315060
1418.487155, -9805.017523
1453.195427, -9728.233605
1460.116901, -9712.938103
1460.292604, -9712.549896
1460.373184, -9712.371859
1460.452956, -9712.195609
1460.501041, -9712.089368
1460.517037, -9712.054026
1460.526142, -9712.033909
1460.527435, -9712.030728
1460.528764, -9712.024590
1460.542056, -9711.963205
1460.674966, -9711.349343
1462.003790, -9705.209338
1475.263516, -9643.670825
1510.308685, -9478.622841
1532.716470, -9371.221044
1543.019134, -9322.871313
1554.120285, -9276.155218
1662.952276, -8799.761824
1820.214170, -8045.746275
1967.661648, -7255.058019
2104.840870, -6429.695477
2231.327082, -5572.239490
2346.731996, -4685.846828
2450.710960, -3774.223909
2542.969665, -2841.579879
2550.804259, -2755.496375
2555.435944, -2704.017533
2557.190680, -2687.217978
2559.005360, -2676.825503
2576.844845, -2572.570487
2652.221669, -2081.643155
2715.247165, -1580.627181
2765.703215, -1072.207815
2803.440747, -559.237253
2828.383120,  -44.672148
2840.259959,  445.822710
2841.171817,  535.217669
2841.642754,  611.447901
2841.827936,  683.825171
2841.833128,  692.934560
2841.834296,  698.393595
2841.834356,  700.041081
