Ground Roll Distance, Horizontal Forces
   0.000000,  912.653217
   0.000000,  926.604188
   0.000000, 1020.788532
   0.000000, 1038.978896
   0.000000, 1056.960242
   0.000000, 1074.735265
   0.000000, 1092.306625
   0.000000, 1095.796689
   0.000000, 1095.885224
   0.000000, 1095.925827
   0.000000, 1095.966022
   0.000000, 1095.990250
   0.000000, 1095.998310
   0.000000, 1096.002898
   0.000000, 17536.057976
   0.000000, 17536.080374
   0.000000, 17536.304356
   0.000000, 17538.544183
   0.000000, 17560.942708
   0.000000, 17784.951193
   0.000000, 18381.421172
   0.000000, 18766.176931
   0.000000, 18943.967516
   0.000000, 19136.193906
   0.000000, 21057.757038
   0.000000, 23955.090121
   0.000000, 26803.715192
   0.000000, 29570.179469
   0.000000, 32220.192145
   0.000000, 34719.653306
   0.000000, 37035.779978
   0.000000, 39138.270037
   0.000000, 39318.715787
   0.000000, 39425.524808
   0.000000, 39466.015665
   0.000000, 39507.911649
   0.000000, 39921.079278
   0.000000, 41692.503630
   0.000000, 43204.134383
   0.000000, 44432.228283
   0.000000, 45359.048885
   0.000000, 45973.628263
   0.000000, 46265.647844
   0.000000, 46287.973906
   0.000000, 46299.487318
   0.000000, 46304.008405
   0.000000, 46304.135026
   0.000000, 46304.163508
   0.000000, 46304.164984
