Ground Roll Distance, Horizontal Forces
   0.000000, 4705.648481
   0.000000, 4672.515451
   0.000000, 4448.831183
   0.000000, 4405.629751
   0.000000, 4362.924734
   0.000000, 4320.709723
   0.000000, 4278.978405
   0.000000, 4270.689635
   0.000000, 4270.479366
   0.000000, 4270.382936
   0.000000, 4270.287475
   0.000000, 4270.229933
   0.000000, 4270.210791
   0.000000, 4270.199895
   0.000000, 4270.198173
   0.000000, 4270.194848
   0.000000, 4270.161601
   0.000000, 4269.829132
   0.000000, 4266.504404
   0.000000, 4233.253672
   0.000000, 4144.716563
   0.000000, 4087.605286
   0.000000, 4061.214915
   0.000000, 4032.681763
   0.000000, 3747.454260
   0.000000, 3317.388202
   0.000000, 2894.552124
   0.000000, 2483.911597
   0.000000, 2090.556580
   0.000000, 1719.548698
   0.000000, 1375.754099
   0.000000, 1063.670681
   0.000000, 1036.886189
   0.000000, 1021.031977
   0.000000, 1015.021711
   0.000000, 1008.802874
   0.000000,  947.474277
   0.000000,  684.532645
   0.000000,  460.153515
   0.000000,  277.861218
   0.000000,  140.288467
   0.000000,   49.063287
   0.000000,    5.717318
   0.000000,    2.403346
   0.000000,    0.694351
   0.000000,    0.023263
   0.000000,    0.004468
   0.000000,    0.000240
   0.000000,    0.000021
