Mach, Specific Range
   0.220063,    0.381120
   0.222480,    0.382107
   0.224896,    0.382938
   0.227312,    0.383620
   0.229729,    0.384160
   0.232145,    0.384563
   0.234561,    0.384818
   0.236978,    0.384886
   0.239394,    0.384834
   0.241810,    0.384682
   0.244227,    0.384382
   0.246643,    0.383951
   0.249059,    0.383437
   0.251476,    0.382732
   0.253892,    0.381930
   0.256308,    0.381031
   0.258725,    0.379958
   0.261141,    0.378852
   0.263557,    0.377540
   0.265974,    0.376203
   0.268390,    0.374698
   0.270806,    0.373155
   0.273223,    0.371459
   0.275639,    0.369737
   0.278055,    0.367699
   0.280472,    0.365658
   0.282888,    0.363431
   0.285304,    0.361226
   0.287721,    0.358886
   0.290137,    0.356516
   0.292553,    0.354103
   0.294970,    0.351579
   0.297386,    0.349077
   0.299802,    0.346454
   0.302219,    0.343810
   0.304635,    0.341184
   0.307051,    0.338408
   0.309468,    0.335658
   0.311884,    0.332701
   0.314300,    0.329506
   0.316717,    0.326348
   0.319133,    0.323228
   0.321549,    0.319984
   0.323966,    0.316780
   0.326382,    0.313615
   0.328798,    0.310390
   0.331215,    0.307154
   0.333631,    0.303958
   0.336047,    0.300795
   0.338463,    0.297541
   0.340880,    0.294330
   0.343296,    0.291160
   0.345712,    0.288013
   0.348129,    0.284806
   0.350545,    0.281641
   0.352961,    0.278518
   0.355378,    0.275436
   0.357794,    0.272291
   0.360210,    0.269180
   0.362627,    0.266112
   0.365043,    0.263085
   0.367459,    0.260068
   0.369876,    0.257024
   0.372292,    0.254022
   0.374708,    0.251063
   0.377125,    0.248145
   0.379541,    0.245243
   0.381957,    0.242292
   0.384374,    0.239385
   0.386790,    0.236520
   0.389206,    0.233697
   0.391623,    0.230914
   0.394039,    0.228121
   0.396455,    0.225344
   0.398872,    0.222608
   0.401288,    0.219912
   0.403704,    0.217257
   0.406121,    0.214642
   0.408537,    0.212034
   0.410953,    0.209431
   0.413370,    0.206866
   0.415786,    0.204317
   0.418202,    0.201801
   0.420619,    0.199324
   0.423035,    0.196884
   0.425451,    0.194454
   0.427868,    0.192034
   0.430284,    0.189652
   0.432700,    0.187307
   0.435117,    0.184998
   0.437533,    0.182725
   0.439949,    0.180487
   0.442366,    0.178283
   0.444782,    0.176084
   0.447198,    0.173903
   0.449615,    0.171743
   0.452031,    0.169604
   0.454447,    0.167500
   0.456864,    0.165428
   0.459280,    0.163390
