Mach, Altitude
   0.211798,    0.000000
   0.213059,  328.083990
   0.214330,  656.167979
   0.215611,  984.251969
   0.216903, 1312.335958
   0.218206, 1640.419948
   0.219519, 1968.503937
   0.220844, 2296.587927
   0.222179, 2624.671916
   0.223526, 2952.755906
   0.224883, 3280.839895
   0.226253, 3608.923885
   0.227633, 3937.007874
   0.229025, 4265.091864
   0.230429, 4593.175853
   0.231845, 4921.259843
   0.233273, 5249.343832
   0.234713, 5577.427822
   0.236165, 5905.511811
   0.237630, 6233.595801
   0.239107, 6561.679790
   0.240597, 6889.763780
   0.242100, 7217.847769
   0.243615, 7545.931759
   0.245144, 7874.015748
   0.246685, 8202.099738
   0.248241, 8530.183727
   0.249809, 8858.267717
   0.251392, 9186.351706
   0.252988, 9514.435696
   0.254598, 9842.519685
   0.256223, 10170.603675
   0.257861, 10498.687664
   0.259514, 10826.771654
   0.261182, 11154.855643
   0.262864, 11482.939633
   0.264562, 11811.023622
   0.266274, 12139.107612
   0.268002, 12467.191601
   0.269745, 12795.275591
   0.271504, 13123.359580
   0.273279, 13451.443570
   0.275070, 13779.527559
   0.276877, 14107.611549
   0.278700, 14435.695538
   0.280540, 14763.779528
   0.282396, 15091.863517
   0.284270, 15419.947507
   0.286160, 15748.031496
   0.288068, 16076.115486
   0.289994, 16404.199475
   0.291937, 16732.283465
   0.293899, 17060.367454
   0.295878, 17388.451444
   0.297876, 17716.535433
   0.299892, 18044.619423
   0.301928, 18372.703412
   0.303982, 18700.787402
   0.306056, 19028.871391
   0.308149, 19356.955381
   0.310262, 19685.039370
   0.312394, 20013.123360
   0.314547, 20341.207349
   0.316721, 20669.291339
   0.318915, 20997.375328
   0.321130, 21325.459318
   0.323367, 21653.543307
   0.325625, 21981.627297
   0.327905, 22309.711286
   0.331547, 22637.795276
   0.334535, 22965.879265
   0.338206, 23293.963255
   0.341890, 23622.047244
   0.345588, 23950.131234
   0.349300, 24278.215223
   0.353681, 24606.299213
   0.357417, 24934.383202
   0.361168, 25262.467192
   0.365581, 25590.551181
   0.370004, 25918.635171
   0.374436, 26246.719160
   0.378878, 26574.803150
   0.383328, 26902.887139
   0.387789, 27230.971129
   0.392892, 27559.055118
   0.397369, 27887.139108
   0.402484, 28215.223097
   0.407603, 28543.307087
   0.412726, 28871.391076
   0.417854, 29199.475066
   0.422987, 29527.559055
   0.428737, 29855.643045
   0.434486, 30183.727034
   0.440841, 30511.811024
   0.446584, 30839.895013
   0.453529, 31167.979003
   0.459862, 31496.062992
   0.466782, 31824.146982
   0.474280, 32152.230971
   0.481758, 32480.314961
   0.489214, 32808.398950
   0.497232, 33136.482940
   0.505802, 33464.566929
   0.514336, 33792.650919
   0.523407, 34120.734908
   0.532435, 34448.818898
   0.542552, 34776.902887
   0.553174, 35104.986877
   0.564290, 35433.070866
   0.576444, 35761.154856
   0.589615, 36089.238845
   0.604327, 36417.322835
   0.621632, 36745.406824
   0.643646, 37073.490814
   0.744080, 37401.574803
   0.770024, 37073.490814
   0.787612, 36745.406824
   0.799965, 36417.322835
   0.810294, 36089.238845
   0.817443, 35761.154856
   0.822468, 35433.070866
   0.827017, 35104.986877
   0.830512, 34776.902887
   0.834071, 34448.818898
   0.836547, 34120.734908
   0.838496, 33792.650919
   0.841068, 33464.566929
   0.843104, 33136.482940
   0.844594, 32808.398950
   0.845530, 32480.314961
   0.846492, 32152.230971
   0.847482, 31824.146982
   0.848498, 31496.062992
   0.848938, 31167.979003
   0.849398, 30839.895013
   0.849878, 30511.811024
   0.849766, 30183.727034
   0.849054, 29855.643045
   0.848349, 29527.559055
   0.847032, 29199.475066
   0.845716, 28871.391076
   0.845027, 28543.307087
   0.843717, 28215.223097
   0.841778, 27887.139108
   0.840468, 27559.055118
   0.839159, 27230.971129
   0.837214, 26902.887139
   0.835906, 26574.803150
   0.833955, 26246.719160
   0.832647, 25918.635171
   0.831341, 25590.551181
   0.829384, 25262.467192
   0.828078, 24934.383202
   0.825461, 24606.299213
   0.823494, 24278.215223
   0.821524, 23950.131234
   0.818887, 23622.047244
   0.816908, 23293.963255
   0.814926, 22965.879265
   0.812270, 22637.795276
   0.810279, 22309.711286
   0.808286, 21981.627297
   0.806289, 21653.543307
   0.804290, 21325.459318
   0.801606, 20997.375328
   0.799599, 20669.291339
   0.797589, 20341.207349
   0.795577, 20013.123360
   0.793562, 19685.039370
   0.791544, 19356.955381
   0.789524, 19028.871391
   0.786805, 18700.787402
   0.784778, 18372.703412
   0.782749, 18044.619423
   0.780718, 17716.535433
   0.778684, 17388.451444
   0.776649, 17060.367454
   0.774611, 16732.283465
   0.772571, 16404.199475
   0.769816, 16076.115486
   0.767770, 15748.031496
   0.765722, 15419.947507
   0.763672, 15091.863517
   0.762340, 14763.779528
   0.760289, 14435.695538
   0.758235, 14107.611549
   0.756180, 13779.527559
   0.754122, 13451.443570
   0.752064, 13123.359580
   0.750734, 12795.275591
   0.748673, 12467.191601
   0.746611, 12139.107612
   0.744547, 11811.023622
   0.742482, 11482.939633
   0.740415, 11154.855643
   0.739088, 10826.771654
   0.737020, 10498.687664
   0.734950, 10170.603675
   0.732879, 9842.519685
   0.730059, 9514.435696
   0.727983, 9186.351706
   0.725906, 8858.267717
   0.723828, 8530.183727
   0.721749, 8202.099738
   0.719668, 7874.015748
   0.717586, 7545.931759
   0.715503, 7217.847769
   0.713418, 6889.763780
   0.711333, 6561.679790
   0.710009, 6233.595801
   0.707923, 5905.511811
   0.705836, 5577.427822
   0.703747, 5249.343832
   0.702427, 4921.259843
   0.700337, 4593.175853
   0.698247, 4265.091864
   0.696156, 3937.007874
   0.694838, 3608.923885
   0.692747, 3280.839895
   0.690654, 2952.755906
   0.689339, 2624.671916
   0.687246, 2296.587927
   0.685151, 1968.503937
   0.683839, 1640.419948
   0.681744, 1312.335958
   0.680434,  984.251969
   0.678339,  656.167979
   0.676243,  328.083990
   0.674936,    0.000000
