Time, Load Factor
   0.000100,    0.000000
   0.000527,    0.000000
   0.002226,    0.000000
   0.007596,    0.000000
   0.021115,    0.000001
   0.042810,    0.000005
   0.065336,    0.000011
   0.087874,    0.000021
   0.110407,    0.000033
   0.132998,    0.000047
   0.155678,    0.000065
   0.178268,    0.000085
   0.201020,    0.000108
   0.223767,    0.000134
   0.246497,    0.000162
   0.269382,    0.000194
   0.292331,    0.000228
   0.315425,    0.000266
   0.338484,    0.000306
   0.361548,    0.000349
   0.384737,    0.000395
   0.408013,    0.000444
   0.431534,    0.000496
   0.454964,    0.000551
   0.478942,    0.000611
   0.502903,    0.000673
   0.527067,    0.000739
   0.551165,    0.000808
   0.575410,    0.000880
   0.599860,    0.000956
   0.624492,    0.001036
   0.649406,    0.001120
   0.674531,    0.001208
   0.699363,    0.001298
   0.724583,    0.001393
   0.750162,    0.001492
   0.775498,    0.001594
   0.800952,    0.001700
   0.826642,    0.001810
   0.852538,    0.001925
   0.878677,    0.002044
   0.905001,    0.002167
   0.931287,    0.002294
   0.957879,    0.002426
   0.984678,    0.002563
   1.011634,    0.002704
   1.038977,    0.002851
   1.066214,    0.003001
   1.093377,    0.003155
   1.121088,    0.003315
   1.148949,    0.003481
   1.176712,    0.003649
   1.205112,    0.003826
   1.233452,    0.004006
   1.261710,    0.004190
   1.290358,    0.004381
   1.319174,    0.004577
   1.348106,    0.004778
   1.377094,    0.004983
   1.406394,    0.005195
   1.436325,    0.005416
   1.442301,    0.005461
   1.442934,    0.005466
   1.443496,    0.005470
   1.443979,    0.005474
   1.444386,    0.005477
   1.444586,    0.005478
   1.444718,    0.005479
   1.444775,    0.005480
   1.444862,    0.005480
   1.445532,    0.005485
   1.448664,    0.005509
   1.457909,    0.005579
   1.478303,    0.005734
   1.509084,    0.005973
   1.539198,    0.006210
   1.569768,    0.006457
   1.600112,    0.006706
   1.630524,    0.006960
   1.661355,    0.007222
   1.692202,    0.007489
   1.723656,    0.007767
   1.754966,    0.008048
   1.786504,    0.008336
   1.818253,    0.008630
   1.850177,    0.008932
   1.882368,    0.009241
   1.914744,    0.009557
   1.947292,    0.009880
   1.980134,    0.010211
   2.012896,    0.010546
   2.046058,    0.010891
   2.079233,    0.011241
   2.112424,    0.011597
   2.146328,    0.011966
   2.179949,    0.012338
   2.213479,    0.012714
   2.247287,    0.013098
   2.281358,    0.013491
   2.315947,    0.013896
   2.350286,    0.014304
   2.384882,    0.014720
   2.419572,    0.015144
   2.454886,    0.015581
   2.489974,    0.016020
   2.525768,    0.016475
   2.561234,    0.016932
   2.596796,    0.017396
   2.632829,    0.017872
   2.669067,    0.018357
   2.705079,    0.018846
   2.741533,    0.019346
   2.778032,    0.019853
   2.814788,    0.020371
   2.851568,    0.020895
   2.888691,    0.021430
   2.896176,    0.021539
   2.918386,    0.021863
   2.919893,    0.021885
   2.921056,    0.021902
   2.921948,    0.021915
   2.922137,    0.021918
   2.922191,    0.021918
   2.922260,    0.021919
   2.922890,    0.021929
   2.926020,    0.021975
   2.936271,    0.022125
   2.962451,    0.022512
   2.999952,    0.023073
   3.037603,    0.023641
   3.075395,    0.024219
   3.113511,    0.024808
   3.151432,    0.025401
   3.189628,    0.026005
   3.228152,    0.026621
   3.266823,    0.027246
   3.305351,    0.027876
   3.344115,    0.028516
   3.383150,    0.029168
   3.422513,    0.029832
   3.461602,    0.030499
   3.501318,    0.031183
   3.540863,    0.031872
   3.580636,    0.032571
   3.620646,    0.033282
   3.660793,    0.034003
   3.700945,    0.034731
   3.741348,    0.035471
   3.781906,    0.036220
   3.823000,    0.036988
   3.863780,    0.037757
   3.904697,    0.038535
   3.945689,    0.039323
   3.987078,    0.040126
   4.028573,    0.040938
   4.070054,    0.041758
   4.111686,    0.042588
   4.153437,    0.043429
   4.195353,    0.044280
   4.237658,    0.045147
   4.279714,    0.046016
   4.322315,    0.046905
   4.364708,    0.047797
   4.407663,    0.048708
   4.416236,    0.048891
   4.422075,    0.049016
   4.426148,    0.049103
   4.429544,    0.049176
   4.431832,    0.049225
   4.433599,    0.049263
   4.435090,    0.049294
   4.435460,    0.049302
   4.436064,    0.049315
   4.436117,    0.049316
   4.436168,    0.049318
   4.436638,    0.049328
   4.439333,    0.049385
   4.449576,    0.049605
   4.481853,    0.050301
   4.524920,    0.051237
   4.568272,    0.052187
   4.611802,    0.053149
   4.655542,    0.054123
   4.699190,    0.055104
   4.742998,    0.056096
   4.787052,    0.057102
   4.831239,    0.058119
   4.875560,    0.059148
   4.919893,    0.060185
   4.964254,    0.061231
   5.008853,    0.062291
   5.053538,    0.063361
   5.098665,    0.064450
   5.143473,    0.065539
   5.188763,    0.066649
   5.234061,    0.067767
   5.279571,    0.068899
   5.324955,    0.070036
   5.370501,    0.071186
   5.416040,    0.072344
   5.461827,    0.073517
   5.507910,    0.074705
   5.554154,    0.075907
   5.600442,    0.077118
   5.646646,    0.078336
   5.693234,    0.079572
   5.739786,    0.080816
   5.786517,    0.082074
   5.833318,    0.083341
   5.880570,    0.084630
   5.927791,    0.085927
   5.975304,    0.087241
   5.984790,    0.087504
   5.986237,    0.087544
   5.987714,    0.087585
   5.989229,    0.087627
   5.990802,    0.087671
   5.990878,    0.087673
   5.990989,    0.087676
   5.992039,    0.087706
   5.997379,    0.087854
   6.015404,    0.088356
   6.056941,    0.089518
   6.104245,    0.090850
   6.152179,    0.092208
   6.200100,    0.093575
   6.248067,    0.094952
   6.295880,    0.096333
   6.344029,    0.097732
   6.392170,    0.099141
   6.440716,    0.100570
   6.489350,    0.102010
   6.538140,    0.103464
   6.586950,    0.104928
   6.635975,    0.106407
   6.685259,    0.107903
