V (EAS), 
   0.000000,    1.000000
 195.694327,    1.933639
 261.094125,    2.245655
   0.000000,    1.000000
 261.094125,    2.245655
 326.367656,    1.747925
   0.000000,    1.000000
 326.367656,    1.747925
 326.367656,    0.252075
   0.000000,    1.000000
 326.367656,    0.252075
 261.094125,   -0.245655
   0.000000,    1.000000
 261.094125,   -0.245655
 261.094125,   -0.245655
 151.584174,    0.066361
   0.000000,    1.000000
