V (EAS), 
  91.084654,    0.000000
  91.084654,    1.000000
  95.276710,    1.094251
  99.468765,    1.192660
 103.660821,    1.295307
 107.852876,    1.402190
 112.044932,    1.513309
 116.236987,    1.628666
 120.429043,    1.748259
 124.621098,    1.872089
 128.813154,    2.000000
 163.952378,    2.000000
 163.952378,    0.000000
