Mach, Climb Angle
   0.343514,    1.324994
   0.346104,    1.361059
   0.348695,    1.399502
   0.351286,    1.419640
   0.353877,    1.434112
   0.356468,    1.448854
   0.359058,    1.458477
   0.361649,    1.463353
   0.364240,    1.468424
   0.366831,    1.473691
   0.369421,    1.475669
   0.372012,    1.474704
   0.374603,    1.473889
   0.377194,    1.473223
   0.379784,    1.473315
   0.382375,    1.471942
   0.384966,    1.469781
   0.387557,    1.467734
   0.390148,    1.465801
   0.392738,    1.463983
   0.395329,    1.460243
   0.397920,    1.454334
   0.400511,    1.448511
   0.403101,    1.442774
   0.405692,    1.437123
   0.408283,    1.431558
   0.410874,    1.424152
   0.413464,    1.415362
   0.416055,    1.408988
   0.418646,    1.403021
   0.421237,    1.397118
   0.423828,    1.391280
   0.426418,    1.385507
   0.429009,    1.376606
   0.431600,    1.367681
   0.434191,    1.358801
   0.436781,    1.349966
   0.439372,    1.341176
   0.441963,    1.332431
   0.444554,    1.323731
   0.447145,    1.313599
   0.449735,    1.303138
   0.452326,    1.293597
   0.454917,    1.284084
   0.457508,    1.274598
   0.460098,    1.265139
   0.462689,    1.255709
   0.465280,    1.246306
   0.467871,    1.236931
   0.470461,    1.224012
   0.473052,    1.210701
   0.475643,    1.197397
   0.478234,    1.184098
   0.480825,    1.170805
   0.483415,    1.157846
   0.486006,    1.145860
   0.488597,    1.133880
   0.491188,    1.121906
   0.493778,    1.109937
   0.496369,    1.093880
   0.498960,    1.077271
   0.501551,    1.060644
   0.504141,    1.043999
   0.506732,    1.027335
   0.509323,    1.010653
   0.511914,    0.993952
   0.514505,    0.977233
   0.517095,    0.960495
   0.519686,    0.944307
   0.522277,    0.928134
   0.524868,    0.911915
   0.527458,    0.891890
   0.530049,    0.871829
   0.532640,    0.851731
   0.535231,    0.831595
   0.537821,    0.811422
   0.540412,    0.791212
   0.543003,    0.770965
   0.545594,    0.750680
   0.548185,    0.730359
   0.550775,    0.710000
   0.553366,    0.689149
   0.555957,    0.667998
   0.558548,    0.646810
   0.561138,    0.625584
   0.563729,    0.601670
   0.566320,    0.576039
   0.568911,    0.550351
   0.571502,    0.524607
   0.574092,    0.498805
   0.576683,    0.472946
   0.579274,    0.447031
   0.581865,    0.421058
   0.584455,    0.395028
   0.587046,    0.368782
   0.589637,    0.342146
   0.592228,    0.315453
   0.594818,    0.288703
   0.597409,    0.261896
   0.600000,    0.235032
