Ground Distance, 
   0.000000,    0.000000
 812.892208,    0.000000
 844.283650,    0.000000
 875.675092,    0.000000
 907.066534,    0.000000
 938.457977,    0.000000
 969.849419,    0.000000
1001.240861,    0.000000
1032.632303,    0.000000
1064.023745,    0.000000
1095.415188,    0.000000
1097.930005,    0.000000
1123.041432,    0.000000
1295.202078,    0.000000
1329.257198,    0.000000
1363.188072,    0.000000
1396.995301,    0.000000
1406.529687,    0.000000
1425.569015,    0.000000
1432.294856,    0.000000
1434.983821,    0.000000
1436.059188,    0.000000
1436.517985,    0.000000
1437.435512,    0.000000
1437.511818,    0.000000
1437.549637,    0.000000
1437.572672,    0.000000
1437.591167,    0.000000
1437.604171,    0.000000
1437.608037,    0.000000
1437.609132,    0.000000
1437.610137,    0.000000
1437.620186,    0.000000
1437.720683,    0.000000
1438.725458,    0.000000
1448.753841,    0.000000
1547.030358,    0.000000
1657.658616,    0.000000
1758.068646,    0.000000
1847.571022,    0.000000
1926.661209,    0.000000
1995.994799,    0.000000
2056.273604,    0.000000
2070.826907,    0.000000
2079.929396,    0.000000
2086.583807,    0.000000
2089.807712,    0.000000
2093.054244,    0.000000
2124.242829,    0.000000
2138.687950,    0.000000
2146.865522,    0.000000
2149.811330,    0.000000
2153.326881,    0.000000
2186.226675,    0.000000
2194.754263,    0.000000
2202.486663,    0.000000
2206.003410,    0.000000
2207.980235,    0.000000
2210.004374,    0.000000
2228.902874,    0.000000
2254.542919,    0.000000
2259.336082,    0.000000
2263.695454,    0.000000
2267.899694,    0.000000
2268.789006,    0.000000
2269.095565,    0.000000
2269.436009,    0.000000
2272.671891,    0.000000
2283.986943,    0.000000
2285.605774,    0.000000
2286.520786,    0.000000
2287.111806,    0.000000
2287.473331,    0.000000
2287.655064,    0.000000
2287.676508,    0.000000
2287.695920,    0.000000
2287.696125,    0.000000
2287.696143,    0.000000
