CLe, Static Stability Margin
   0.156051,   -0.496700
   0.231106,   -0.500126
   0.306151,   -0.506631
   0.381190,   -0.515329
   0.456228,   -0.517511
   0.531269,   -0.518976
   0.606320,   -0.528616
   0.681385,   -0.537763
   0.756468,   -0.507696
   0.832689,   -0.548104
   0.906908,   -0.626567
