Mach, Altitude
   0.235937,    0.000000
   0.237341,  328.083990
   0.238757,  656.167979
   0.240184,  984.251969
   0.241624, 1312.335958
   0.243075, 1640.419948
   0.244538, 1968.503937
   0.246013, 2296.587927
   0.247501, 2624.671916
   0.249001, 2952.755906
   0.250514, 3280.839895
   0.252039, 3608.923885
   0.253577, 3937.007874
   0.255128, 4265.091864
   0.256692, 4593.175853
   0.258269, 4921.259843
   0.259860, 5249.343832
   0.261464, 5577.427822
   0.263081, 5905.511811
   0.264713, 6233.595801
   0.266358, 6561.679790
   0.268018, 6889.763780
   0.269692, 7217.847769
   0.271380, 7545.931759
   0.273083, 7874.015748
   0.274801, 8202.099738
   0.276533, 8530.183727
   0.278281, 8858.267717
   0.280043, 9186.351706
   0.281821, 9514.435696
   0.283615, 9842.519685
   0.285425, 10170.603675
   0.287250, 10498.687664
   0.289091, 10826.771654
   0.290949, 11154.855643
   0.292823, 11482.939633
   0.294714, 11811.023622
   0.296622, 12139.107612
   0.298547, 12467.191601
   0.300489, 12795.275591
   0.302448, 13123.359580
   0.304425, 13451.443570
   0.306420, 13779.527559
   0.308433, 14107.611549
   0.310464, 14435.695538
   0.312513, 14763.779528
   0.314581, 15091.863517
   0.316668, 15419.947507
   0.318775, 15748.031496
   0.320900, 16076.115486
   0.323045, 16404.199475
   0.325210, 16732.283465
   0.327395, 17060.367454
   0.329600, 17388.451444
   0.331825, 17716.535433
   0.334071, 18044.619423
   0.336339, 18372.703412
   0.338627, 18700.787402
   0.340937, 19028.871391
   0.343269, 19356.955381
   0.345622, 19685.039370
   0.347998, 20013.123360
   0.350397, 20341.207349
   0.352818, 20669.291339
   0.355262, 20997.375328
   0.357730, 21325.459318
   0.360221, 21653.543307
   0.362737, 21981.627297
   0.365276, 22309.711286
   0.367840, 22637.795276
   0.370429, 22965.879265
   0.373043, 23293.963255
   0.375683, 23622.047244
   0.378348, 23950.131234
   0.381039, 24278.215223
   0.383757, 24606.299213
   0.386502, 24934.383202
   0.389273, 25262.467192
   0.392072, 25590.551181
   0.394899, 25918.635171
   0.397754, 26246.719160
   0.400637, 26574.803150
   0.403549, 26902.887139
   0.406491, 27230.971129
   0.409462, 27559.055118
   0.412463, 27887.139108
   0.415494, 28215.223097
   0.418556, 28543.307087
   0.421650, 28871.391076
   0.424774, 29199.475066
   0.427931, 29527.559055
   0.431120, 29855.643045
   0.434342, 30183.727034
   0.437597, 30511.811024
   0.440886, 30839.895013
   0.444209, 31167.979003
   0.447567, 31496.062992
   0.450959, 31824.146982
   0.454387, 32152.230971
   0.457851, 32480.314961
   0.461352, 32808.398950
   0.464889, 33136.482940
   0.468464, 33464.566929
   0.472077, 33792.650919
   0.475728, 34120.734908
   0.479418, 34448.818898
