Ground Roll distance, Vertical Forces
1112.412899, 56798.711518
1138.585653, 56496.337233
1319.269083, 54438.749157
1355.005927, 54037.901982
1390.611043, 53640.521110
1426.085087, 53246.568794
1461.428708, 52856.007791
1468.481839, 52778.299307
1468.651553, 52776.430410
1468.774173, 52775.080148
1468.834595, 52774.414803
1468.873008, 52773.991809
1468.886392, 52773.844439
1468.894192, 52773.758547
1468.895757, 52773.714968
1468.897182, 52773.673120
1468.911433, 52773.254643
1469.053934, 52769.069669
1470.478637, 52727.199484
1484.694425, 52306.452008
1587.919327, 49081.432750
1612.370109, 48271.076669
1639.761874, 47340.601519
1756.308037, 43092.254788
1865.708425, 38623.020060
1963.723437, 34152.628098
2050.659091, 29753.924992
2127.168195, 25487.766912
2193.982165, 21409.292950
2251.842216, 17568.257663
2265.695530, 16600.879923
2267.994152, 16438.461972
2270.707944, 16246.021458
2296.955318, 14346.048395
2313.064287, 13143.717449
2324.355795, 12283.629725
2328.164341, 11990.202711
2331.558531, 11727.240038
2363.392366, 9190.680567
2372.092138, 8474.144686
2379.262037, 7875.593030
2383.215383, 7542.372043
2385.467024, 7351.550100
2386.595630, 7255.619866
2387.709845, 7160.737505
2398.446090, 6237.433955
2426.054555, 3782.656952
2447.031459, 1829.314118
2451.588320, 1392.801941
2455.168299, 1045.942868
2464.385068,  133.364450
2465.299551,   40.640720
2465.585593,   11.469393
2465.692242,    0.555318
2465.697158,    0.051046
2465.697629,    0.002711
2465.697655,    0.000113
