alpha body, Static Stability Margin
 -10.000000,   -0.496700
  -9.090909,   -0.500126
  -8.181818,   -0.506631
  -7.272727,   -0.515329
  -6.363636,   -0.517511
  -5.454545,   -0.518976
  -4.545455,   -0.528616
  -3.636364,   -0.537763
  -2.727273,   -0.507696
  -1.818182,   -0.548104
  -0.909091,   -0.626567
